n_estimators,max_depth,subsample,colsample_bylevel,max_bin,reg_lambda,learning_rate,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,verbose,Train Brownlow Metric,Val Brownlow Metric,Test Brownlow Metric
400.0,16.0,0.85,0.55,256.0,0.001,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.268793,0.282949,0.282949,0.665355,0.658643,0.658643,126212501245368.8,131017242883772.44,131017242883772.44,47.43,19260817.0,False,0.535828,0.585954,0.585954
400.0,16.0,0.7,0.55,256.0,0.0001,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.531105,0.562673,0.562673,0.532808,0.514373,0.514373,418631686561939.2,428832639917393.1,428832639917393.1,25.97,19260817.0,False,0.521088,0.583857,0.583857
400.0,16.0,0.85,0.7,256.0,0.0001,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.536375,0.564788,0.564788,0.529806,0.513128,0.513128,422574464103369.06,432715152618895.4,432715152618895.4,56.53,19260817.0,False,0.528798,0.587002,0.587002
400.0,16.0,0.85,0.55,256.0,0.0001,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.552585,0.559864,0.559864,0.520462,0.516022,0.516022,423641871841651.9,439726313621840.0,439726313621840.0,27.9,19260817.0,False,0.548526,0.56499,0.56499
400.0,16.0,0.85,0.55,256.0,0.0001,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.555807,0.575785,0.575785,0.518584,0.506604,0.506604,415296449078941.7,436036896385062.2,436036896385062.2,47.6,19260817.0,False,0.555782,0.58805,0.58805
400.0,16.0,0.7,0.55,256.0,0.0001,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.268766,0.282931,0.282931,0.665367,0.658652,0.658652,126206123904824.9,131025156167654.05,131025156167654.05,47.24,19260817.0,False,0.534467,0.585954,0.585954
400.0,16.0,0.85,0.7,256.0,0.0001,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.288904,0.303533,0.303533,0.656141,0.649121,0.649121,135690601093413.0,140880416728651.56,140880416728651.56,76.59,19260817.0,False,0.533787,0.57652,0.57652
400.0,16.0,0.85,0.55,256.0,0.0001,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances']",0.7919471007529546,0.278415,0.291948,0.291948,0.660963,0.654497,0.654497,129890688554853.06,137521464013050.78,137521464013050.78,64.49,19260817.0,False,0.536735,0.585954,0.585954
200.0,2.0,0.4,0.85,64.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.127568,0.133255,0.133255,0.726774,0.724137,0.724137,44027167344535.07,45228764199112.81,45228764199112.81,4.55,19260817.0,False,0.514286,0.548218,0.548218
400.0,4.0,0.4,0.85,64.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.257488,0.269874,0.269874,0.670479,0.664621,0.664621,107392807087493.8,108904276165820.31,108904276165820.31,11.37,19260817.0,False,0.505896,0.568134,0.568134
400.0,2.0,0.55,0.85,64.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.218434,0.228121,0.228121,0.687886,0.68336,0.68336,82006352427306.77,83930746176574.0,83930746176574.0,10.08,19260817.0,False,0.533107,0.578616,0.578616
400.0,2.0,0.4,0.7,64.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.202051,0.21188,0.21188,0.695057,0.690512,0.690512,90560856644373.1,93739989356511.9,93739989356511.9,9.52,19260817.0,False,0.507029,0.544025,0.544025
400.0,2.0,0.4,0.85,64.0,0.1,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.218426,0.228135,0.228135,0.687889,0.683354,0.683354,82374549869822.05,84272816325064.66,84272816325064.66,9.54,19260817.0,False,0.530839,0.584906,0.584906
400.0,2.0,0.4,0.85,64.0,1.0,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.518282,0.549091,0.549091,0.540045,0.5223,0.5223,397278954913866.3,405754983260978.9,405754983260978.9,9.59,19260817.0,False,0.509297,0.569182,0.569182
400.0,2.0,0.4,0.85,64.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.216423,0.226158,0.226158,0.68877,0.684229,0.684229,82744480391581.31,84909235676233.77,84909235676233.77,9.45,19260817.0,False,0.529025,0.583857,0.583857
400.0,2.0,0.4,0.85,64.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts']",0.8421594803742163,0.21807,0.227813,0.227813,0.688046,0.683497,0.683497,82046332403247.53,84081137276230.48,84081137276230.48,9.62,19260817.0,False,0.529932,0.579665,0.579665
200.0,2.0,0.4,0.85,64.0,0.1,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.127572,0.13326,0.13326,0.726772,0.724135,0.724135,44028575849575.49,45230208595953.59,45230208595953.59,5.34,19260817.0,False,0.514286,0.548218,0.548218
400.0,4.0,0.4,0.85,64.0,0.1,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.257501,0.269889,0.269889,0.670473,0.664614,0.664614,107397383503185.6,108908970928761.7,108908970928761.7,11.33,19260817.0,False,0.505896,0.568134,0.568134
400.0,2.0,0.55,0.85,64.0,0.1,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.21844,0.228128,0.228128,0.687883,0.683358,0.683358,82008729388494.73,83933159629238.23,83933159629238.23,10.1,19260817.0,False,0.533107,0.578616,0.578616
400.0,2.0,0.4,0.7,64.0,0.1,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.202057,0.211886,0.211886,0.695055,0.69051,0.69051,90563414213910.48,93742627019049.36,93742627019049.36,9.56,19260817.0,False,0.507029,0.544025,0.544025
400.0,2.0,0.4,0.85,256.0,0.1,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.218438,0.228142,0.228142,0.687884,0.683351,0.683351,81869825198232.16,83778214680237.28,83778214680237.28,9.48,19260817.0,False,0.531293,0.578616,0.578616
400.0,2.0,0.4,0.85,64.0,0.01,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.218427,0.228136,0.228136,0.687889,0.683354,0.683354,82374787376897.61,84273057330601.81,84273057330601.81,9.58,19260817.0,False,0.530839,0.584906,0.584906
400.0,2.0,0.4,0.85,64.0,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.518306,0.549152,0.549152,0.540032,0.522264,0.522264,396906364740347.4,405433664121236.6,405433664121236.6,9.58,19260817.0,False,0.50907,0.569182,0.569182
400.0,2.0,0.4,0.85,64.0,0.1,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.216429,0.226164,0.226164,0.688767,0.684226,0.684226,82746891532218.97,84911698157253.98,84911698157253.98,9.4,19260817.0,False,0.529025,0.583857,0.583857
400.0,2.0,0.4,0.85,64.0,0.1,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts']",0.8421594803742163,0.218076,0.22782,0.22782,0.688043,0.683494,0.683494,82048708444316.03,84083557680668.55,84083557680668.55,9.62,19260817.0,False,0.529932,0.579665,0.579665
200.0,2.0,0.4,0.85,64.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.124964,0.130656,0.130656,0.727857,0.725222,0.725222,45034995245633.25,46401624664667.41,46401624664667.41,5.27,19260817.0,False,0.524943,0.573375,0.573375
400.0,4.0,0.4,0.85,64.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.257276,0.269817,0.269817,0.670575,0.664647,0.664647,105809207408104.42,107556589661666.52,107556589661666.52,11.18,19260817.0,False,0.507937,0.566038,0.566038
400.0,2.0,0.55,0.85,64.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.216436,0.226188,0.226188,0.688764,0.684216,0.684216,82577308590021.64,84721852237870.45,84721852237870.45,9.89,19260817.0,False,0.52449,0.577568,0.577568
400.0,2.0,0.4,0.7,64.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.203539,0.213319,0.213319,0.694409,0.689881,0.689881,90172906542304.7,93077995750363.8,93077995750363.8,9.4,19260817.0,False,0.507029,0.553459,0.553459
400.0,2.0,0.4,0.85,256.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.216404,0.226145,0.226145,0.688778,0.684234,0.684234,82737618855213.02,84889648492715.69,84889648492715.69,9.38,19260817.0,False,0.531066,0.587002,0.587002
400.0,2.0,0.4,0.85,64.0,1.0,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.518488,0.549392,0.549392,0.539929,0.522125,0.522125,398150990091348.5,406680664326055.5,406680664326055.5,9.44,19260817.0,False,0.508617,0.566038,0.566038
400.0,2.0,0.4,0.85,64.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts']",0.8049857274440886,0.217777,0.227554,0.227554,0.688175,0.683611,0.683611,81698295338542.47,83665920766848.33,83665920766848.33,10.01,19260817.0,False,0.518367,0.571279,0.571279
50.0,16.0,0.4,0.85,64.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.050719,0.05302,0.05302,0.758107,0.756912,0.756912,19923554802718.96,21350148532549.29,21350148532549.29,13.31,19260817.0,False,0.536281,0.57652,0.57652
25.0,8.0,0.4,0.85,64.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.024616,0.025827,0.025827,0.76846,0.767703,0.767703,10059481408689.053,10257058458895.172,10257058458895.172,1.03,19260817.0,False,0.505896,0.554507,0.554507
25.0,16.0,0.55,0.85,64.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.025952,0.02718,0.02718,0.767933,0.76717,0.76717,10123255966142.451,10834383262555.645,10834383262555.645,6.68,19260817.0,False,0.534014,0.59434,0.59434
25.0,16.0,0.4,0.7,64.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.025964,0.027102,0.027102,0.767928,0.767201,0.767201,10163429721550.645,10875164296193.84,10875164296193.84,5.85,19260817.0,False,0.535828,0.599581,0.599581
25.0,16.0,0.4,0.85,64.0,0.1,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.026135,0.027335,0.027335,0.767861,0.767109,0.767109,10171662265302.56,10881618836510.816,10881618836510.816,6.95,19260817.0,False,0.533787,0.596436,0.596436
25.0,16.0,0.4,0.85,64.0,1.0,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.212236,0.221263,0.221263,0.690608,0.686389,0.686389,91299170251853.69,97747605329257.72,97747605329257.72,7.06,19260817.0,False,0.536508,0.599581,0.599581
25.0,16.0,0.4,0.85,64.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.025933,0.027244,0.027244,0.767941,0.767144,0.767144,10101998125338.188,10711773792281.854,10711773792281.854,6.28,19260817.0,False,0.529705,0.582809,0.582809
25.0,16.0,0.4,0.85,64.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts']",0.8421594803742163,0.025976,0.02713,0.02713,0.767924,0.767189,0.767189,10017227511904.668,10795692967935.67,10795692967935.67,7.3,19260817.0,False,0.536735,0.585954,0.585954
50.0,16.0,0.55,0.85,64.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.050718,0.053051,0.053051,0.758108,0.7569,0.7569,19900743405415.37,21342901905913.85,21342901905913.85,13.69,19260817.0,False,0.537642,0.583857,0.583857
25.0,8.0,0.55,0.85,64.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.024617,0.025842,0.025842,0.768459,0.767697,0.767697,10059061894184.232,10262556497015.309,10262556497015.309,1.06,19260817.0,False,0.505896,0.560797,0.560797
25.0,16.0,0.7,0.85,64.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.025948,0.027171,0.027171,0.767935,0.767173,0.767173,10122131725287.64,10826663276181.545,10826663276181.545,7.67,19260817.0,False,0.533333,0.593291,0.593291
25.0,16.0,0.55,0.7,64.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.025967,0.027098,0.027098,0.767927,0.767202,0.767202,10167487670960.225,10877287549086.553,10877287549086.553,6.85,19260817.0,False,0.539909,0.599581,0.599581
25.0,16.0,0.55,0.85,256.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.025978,0.027207,0.027207,0.767923,0.767159,0.767159,10100888544392.717,10854769949333.0,10854769949333.0,7.73,19260817.0,False,0.53356,0.583857,0.583857
25.0,16.0,0.55,0.85,64.0,0.1,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.026125,0.027354,0.027354,0.767865,0.767101,0.767101,10129636725042.94,10867247487668.053,10867247487668.053,6.67,19260817.0,False,0.538549,0.599581,0.599581
25.0,16.0,0.55,0.85,64.0,1.0,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.21224,0.221444,0.221444,0.690606,0.68631,0.68631,91095645810981.06,97739480865917.98,97739480865917.98,6.58,19260817.0,False,0.536054,0.593291,0.593291
25.0,16.0,0.55,0.85,64.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.02595,0.027236,0.027236,0.767934,0.767148,0.767148,10125013258438.3,10741364043568.09,10741364043568.09,6.9,19260817.0,False,0.529478,0.587002,0.587002
25.0,16.0,0.55,0.85,64.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts']",0.8421594803742163,0.025961,0.027107,0.027107,0.76793,0.767199,0.767199,10003978195381.686,10765300713946.344,10765300713946.344,8.37,19260817.0,False,0.537868,0.584906,0.584906
50.0,16.0,0.4,0.7,64.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.050748,0.05303,0.05303,0.758096,0.756909,0.756909,20013140547571.05,21492096345728.285,21492096345728.285,12.11,19260817.0,False,0.538549,0.595388,0.595388
25.0,8.0,0.4,0.7,64.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.024263,0.025653,0.025653,0.768599,0.767771,0.767771,9838539581481.02,10176790916802.305,10176790916802.305,1.0,19260817.0,False,0.511111,0.559748,0.559748
25.0,16.0,0.4,0.7,256.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.025956,0.027137,0.027137,0.767931,0.767187,0.767187,10157444474867.332,10856893203212.006,10856893203212.006,6.27,19260817.0,False,0.540136,0.597484,0.597484
25.0,16.0,0.4,0.7,64.0,0.1,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.02614,0.027267,0.027267,0.767859,0.767135,0.767135,10165198942470.348,10903297327302.74,10903297327302.74,6.47,19260817.0,False,0.53424,0.599581,0.599581
25.0,16.0,0.4,0.7,64.0,1.0,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.212303,0.220872,0.220872,0.690578,0.686562,0.686562,91033772041647.44,97521308565393.72,97521308565393.72,6.53,19260817.0,False,0.540363,0.591195,0.591195
25.0,16.0,0.4,0.7,64.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.025933,0.027186,0.027186,0.767941,0.767168,0.767168,10077867829067.947,10751155185584.713,10751155185584.713,5.36,19260817.0,False,0.535374,0.580713,0.580713
25.0,16.0,0.4,0.7,64.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts']",0.8421594803742163,0.025951,0.027103,0.027103,0.767934,0.7672,0.7672,10077538759207.512,10820856062114.56,10820856062114.56,6.43,19260817.0,False,0.534467,0.57652,0.57652
50.0,16.0,0.4,0.85,64.0,0.1,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.051073,0.053355,0.053355,0.757966,0.756779,0.756779,19984945224015.93,21442185142762.902,21442185142762.902,13.58,19260817.0,False,0.536281,0.592243,0.592243
25.0,8.0,0.4,0.85,64.0,0.1,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.024622,0.025834,0.025834,0.768457,0.7677,0.7677,10060944334068.523,10258534823118.877,10258534823118.877,0.97,19260817.0,False,0.505896,0.554507,0.554507
25.0,16.0,0.4,0.85,256.0,0.1,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.026171,0.027361,0.027361,0.767847,0.767098,0.767098,10144768731099.768,10910291382803.389,10910291382803.389,7.34,19260817.0,False,0.537642,0.58805,0.58805
25.0,16.0,0.4,0.85,64.0,0.01,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.026157,0.027356,0.027356,0.767852,0.7671,0.7671,10174673777059.898,10886635514399.34,10886635514399.34,6.29,19260817.0,False,0.536508,0.596436,0.596436
25.0,16.0,0.4,0.85,64.0,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.213471,0.222588,0.222588,0.690066,0.685805,0.685805,91409392672486.16,98058119230204.72,98058119230204.72,6.38,19260817.0,False,0.539456,0.599581,0.599581
25.0,16.0,0.4,0.85,64.0,0.1,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.026083,0.027395,0.027395,0.767882,0.767085,0.767085,10130949425086.93,10756937877136.123,10756937877136.123,6.42,19260817.0,False,0.531973,0.582809,0.582809
25.0,16.0,0.4,0.85,64.0,0.1,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts']",0.8421594803742163,0.026182,0.027315,0.027315,0.767842,0.767117,0.767117,10047328067542.0,10843590472981.225,10843590472981.225,7.98,19260817.0,False,0.539683,0.590147,0.590147
50.0,16.0,0.4,0.85,64.0,1.0,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.344954,0.357552,0.357552,0.629751,0.623439,0.623439,160901112452262.22,173662859444092.75,173662859444092.75,13.91,19260817.0,False,0.534694,0.593291,0.593291
25.0,8.0,0.4,0.85,64.0,1.0,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.200822,0.210814,0.210814,0.695593,0.690979,0.690979,90036537203881.14,92029744783386.12,92029744783386.12,1.93,19260817.0,False,0.50771,0.56499,0.56499
25.0,16.0,0.4,0.85,256.0,1.0,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.212484,0.221439,0.221439,0.690499,0.686312,0.686312,91022202378831.31,97883062087218.28,97883062087218.28,6.59,19260817.0,False,0.536054,0.591195,0.591195
25.0,16.0,0.4,0.85,64.0,1.0,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.585067,0.576001,0.576001,0.501213,0.506474,0.506474,371141760606050.0,412528431403363.4,412528431403363.4,6.3,19260817.0,False,0.571655,0.609015,0.609015
25.0,16.0,0.4,0.85,64.0,1.0,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.212257,0.222211,0.222211,0.690598,0.685971,0.685971,90820420224534.44,96674084505693.42,96674084505693.42,7.38,19260817.0,False,0.534694,0.579665,0.579665
25.0,16.0,0.4,0.85,64.0,1.0,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts']",0.8421594803742163,0.212489,0.221051,0.221051,0.690497,0.686483,0.686483,89978827837271.97,97116770801185.72,97116770801185.72,7.96,19260817.0,False,0.544218,0.585954,0.585954
50.0,16.0,0.4,0.55,256.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.050622,0.052985,0.052985,0.758146,0.756926,0.756926,19886784760828.457,21358663582067.63,21358663582067.63,10.87,19260817.0,False,0.533333,0.598532,0.598532
25.0,8.0,0.4,0.55,256.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.023534,0.024904,0.024904,0.768886,0.768067,0.768067,10036963877089.426,10480613249135.482,10480613249135.482,0.98,19260817.0,False,0.520862,0.560797,0.560797
25.0,16.0,0.55,0.55,256.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.02594,0.027179,0.027179,0.767938,0.76717,0.76717,10031765174916.62,10792246285124.64,10792246285124.64,6.87,19260817.0,False,0.539002,0.591195,0.591195
25.0,16.0,0.4,0.55,256.0,0.1,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.026088,0.027349,0.027349,0.76788,0.767103,0.767103,10081720414469.186,10852933613666.174,10852933613666.174,5.99,19260817.0,False,0.54195,0.587002,0.587002
25.0,16.0,0.4,0.55,256.0,1.0,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.211983,0.221182,0.221182,0.690719,0.686425,0.686425,90755410570581.69,97675864016289.38,97675864016289.38,5.2,19260817.0,False,0.542404,0.597484,0.597484
25.0,16.0,0.4,0.55,256.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.025796,0.027101,0.027101,0.767995,0.767201,0.767201,10048385116740.943,10680535965875.46,10680535965875.46,4.79,19260817.0,False,0.534694,0.574423,0.574423
