n_estimators,max_depth,subsample,colsample_bylevel,max_bin,reg_lambda,learning_rate,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,verbose,Train Brownlow Metric,Val Brownlow Metric,Test Brownlow Metric
25.0,16.0,0.85,0.55,64.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.025784,0.026452,0.026452,0.768,0.767457,0.767457,9974736378416.824,10710212343421.178,10710212343421.178,17.5,19260817.0,False,0.546485,0.585954,0.585954
400.0,16.0,0.85,0.85,256.0,1.0,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.601331,0.496198,0.496198,0.491292,0.552084,0.552084,398292449706704.94,459341526917233.75,459341526917233.75,86.46,19260817.0,False,0.635374,0.556604,0.556604
400.0,16.0,0.85,0.85,64.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.298524,0.310177,0.310177,0.651688,0.646017,0.646017,134592992949623.6,144851937606223.5,144851937606223.5,116.3,19260817.0,False,0.540816,0.577568,0.577568
400.0,2.0,0.85,0.55,256.0,1.0,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.607742,0.518137,0.518137,0.487326,0.53993,0.53993,486533358090399.1,569600045644932.9,569600045644932.9,15.79,19260817.0,False,0.595011,0.56499,0.56499
400.0,16.0,0.4,0.55,64.0,0.0001,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.303033,0.305834,0.305834,0.64959,0.648048,0.648048,133040618184095.4,144453446841933.25,144453446841933.25,211.89,19260817.0,False,0.562585,0.583857,0.583857
25.0,16.0,0.4,0.55,64.0,1.0,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.852902,0.36446,0.36446,0.298426,0.620079,0.620079,409485959928318.56,746030611397221.2,746030611397221.2,10.1,19260817.0,False,0.80068,0.553459,0.553459
25.0,16.0,0.4,0.55,256.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.025783,0.02649,0.02649,0.768,0.767442,0.767442,9997231435637.42,10734021323614.629,10734021323614.629,17.87,19260817.0,False,0.547392,0.583857,0.583857
25.0,2.0,0.85,0.55,256.0,1.0,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.536294,0.560087,0.560087,0.529852,0.515892,0.515892,492053333899013.7,524467753407550.3,524467753407550.3,0.7,19260817.0,False,0.526077,0.555556,0.555556
400.0,2.0,0.85,0.55,64.0,0.0001,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.17821,0.187424,0.187424,0.705365,0.701144,0.701144,103866035205507.22,108181933708289.31,108181933708289.31,15.06,19260817.0,False,0.507029,0.560797,0.560797
25.0,16.0,0.85,0.85,64.0,0.0001,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.802162,0.305588,0.305588,0.34609,0.648162,0.648162,369690566295430.8,690290271236237.2,690290271236237.2,10.8,19260817.0,False,0.770522,0.51782,0.51782
25.0,16.0,0.4,0.85,256.0,0.0001,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.829607,0.297185,0.297185,0.321188,0.652072,0.652072,388885518657537.25,749783402349236.0,749783402349236.0,12.79,19260817.0,False,0.795692,0.533543,0.533543
400.0,2.0,0.85,0.85,64.0,0.0001,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.614405,0.51702,0.51702,0.483169,0.540555,0.540555,459261812782503.6,541690283506147.8,541690283506147.8,16.01,19260817.0,False,0.570975,0.539832,0.539832
400.0,2.0,0.85,0.55,64.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.178204,0.187418,0.187418,0.705367,0.701147,0.701147,103863007699197.5,108178780511644.38,108178780511644.38,16.08,19260817.0,False,0.507029,0.560797,0.560797
25.0,16.0,0.85,0.55,256.0,0.0001,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.873651,0.223148,0.223148,0.276578,0.685558,0.685558,424026571348318.06,845330819202842.2,845330819202842.2,23.17,19260817.0,False,0.818594,0.533543,0.533543
400.0,16.0,0.4,0.85,256.0,1.0,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.999479,0.291476,0.291476,0.017766,0.654715,0.654715,45168149697079.24,998543467808732.2,998543467808732.2,384.29,19260817.0,False,0.833333,0.590147,0.590147
400.0,2.0,0.85,0.55,64.0,0.0001,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.605949,0.512179,0.512179,0.488438,0.543257,0.543257,457197090138677.0,543396430402792.5,543396430402792.5,13.33,19260817.0,False,0.577324,0.523061,0.523061
400.0,2.0,0.85,0.85,256.0,0.0001,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,0.611912,0.511082,0.511082,0.484728,0.543868,0.543868,452527880185538.7,541018716551902.9,541018716551902.9,15.8,19260817.0,False,0.589116,0.524109,0.524109
400.0,16.0,0.4,0.85,256.0,1.0,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.977965,0.276498,0.276498,0.115503,0.661599,0.661599,193178541193284.2,886182504496765.9,886182504496765.9,167.63,19260817.0,False,0.833333,0.552411,0.552411
25.0,2.0,0.85,0.85,64.0,0.0001,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.534896,0.560322,0.560322,0.53065,0.515754,0.515754,517339127180249.94,543678009071441.4,543678009071441.4,0.72,19260817.0,False,0.520408,0.559748,0.559748
25.0,16.0,0.85,0.55,256.0,0.0001,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.872569,0.239191,0.239191,0.277761,0.678443,0.678443,412135767807213.0,836763572618838.8,836763572618838.8,20.39,19260817.0,False,0.825397,0.513627,0.513627
25.0,16.0,0.85,0.55,256.0,0.0001,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.822992,0.302599,0.302599,0.327364,0.649556,0.649556,379572072156248.8,720078071325901.5,720078071325901.5,11.19,19260817.0,False,0.788435,0.530398,0.530398
400.0,16.0,0.4,0.55,256.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,0.298818,0.304163,0.304163,0.651552,0.648827,0.648827,132681713426887.52,143385226720110.16,143385226720110.16,235.31,19260817.0,False,0.557823,0.577568,0.577568
400.0,16.0,0.4,0.85,64.0,0.0001,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.303884,0.308753,0.308753,0.649194,0.646684,0.646684,131008672733642.62,142794719248865.47,142794719248865.47,182.34,19260817.0,False,0.553515,0.568134,0.568134
25.0,16.0,0.4,0.55,256.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.0259,0.026713,0.026713,0.767954,0.767354,0.767354,9897147808399.207,10628185611220.35,10628185611220.35,10.46,19260817.0,False,0.536508,0.578616,0.578616
400.0,16.0,0.4,0.55,256.0,0.0001,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.30192,0.310371,0.310371,0.650108,0.645926,0.645926,132171069334415.9,144164104935236.22,144164104935236.22,125.36,19260817.0,False,0.547166,0.567086,0.567086
25.0,2.0,0.4,0.55,256.0,0.0001,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.535205,0.553522,0.553522,0.530474,0.519727,0.519727,513214194996619.7,543786895138923.4,543786895138923.4,0.68,19260817.0,False,0.536735,0.582809,0.582809
25.0,2.0,0.85,0.55,256.0,0.0001,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.539614,0.559155,0.559155,0.527952,0.516438,0.516438,491897398193773.44,522642088327589.25,522642088327589.25,0.98,19260817.0,False,0.524036,0.556604,0.556604
25.0,16.0,0.4,0.55,256.0,1.0,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.775896,0.391949,0.391949,0.368348,0.60652,0.60652,378490836929568.0,640813426654917.2,640813426654917.2,7.78,19260817.0,False,0.753288,0.525157,0.525157
400.0,2.0,0.4,0.55,256.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.178167,0.187376,0.187376,0.705383,0.701164,0.701164,104191537799479.94,108527868304765.6,108527868304765.6,11.7,19260817.0,False,0.50771,0.567086,0.567086
400.0,16.0,0.85,0.55,256.0,1.0,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.999812,0.265733,0.265733,0.010667,0.666503,0.666503,27591306587668.48,1003567217449751.2,1003567217449751.2,385.26,19260817.0,False,0.833333,0.577568,0.577568
400.0,2.0,0.4,0.85,256.0,0.0001,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.216647,0.226404,0.226404,0.688671,0.68412,0.68412,81945472074691.6,84005634250489.9,84005634250489.9,9.81,19260817.0,False,0.529025,0.577568,0.577568
25.0,2.0,0.4,0.85,64.0,0.0001,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.019132,0.019995,0.019995,0.770617,0.769997,0.769997,5567268665579.401,5705315266033.581,5705315266033.581,0.74,19260817.0,False,0.520181,0.567086,0.567086
400.0,16.0,0.85,0.85,64.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.299986,0.302741,0.302741,0.651008,0.64949,0.64949,132139885826901.12,142902306178335.7,142902306178335.7,358.43,19260817.0,False,0.552154,0.585954,0.585954
400.0,16.0,0.4,0.55,64.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.296634,0.308552,0.308552,0.652565,0.646777,0.646777,133884911894509.34,144113895421935.47,144113895421935.47,81.87,19260817.0,False,0.537188,0.599581,0.599581
25.0,2.0,0.85,0.85,256.0,0.0001,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.018296,0.019141,0.019141,0.770945,0.770333,0.770333,5820065898250.678,5995146311239.751,5995146311239.751,0.62,19260817.0,False,0.50771,0.566038,0.566038
25.0,2.0,0.4,0.85,64.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.018609,0.019491,0.019491,0.770822,0.770196,0.770196,5570775257391.156,5772824574630.327,5772824574630.327,0.84,19260817.0,False,0.516327,0.573375,0.573375
25.0,16.0,0.4,0.55,256.0,1.0,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.542887,0.554779,0.554779,0.526072,0.518995,0.518995,429850848753131.4,443861907939506.4,443861907939506.4,1.46,19260817.0,False,0.533333,0.580713,0.580713
400.0,2.0,0.85,0.85,64.0,0.0001,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.216807,0.226679,0.226679,0.688601,0.683998,0.683998,81981718534088.69,83959981190795.14,83959981190795.14,12.32,19260817.0,False,0.525624,0.556604,0.556604
25.0,2.0,0.85,0.85,64.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.017753,0.018601,0.018601,0.771159,0.770545,0.770545,5843233726484.917,6052927185191.301,6052927185191.301,0.84,19260817.0,False,0.520181,0.570231,0.570231
400.0,16.0,0.4,0.85,256.0,0.0001,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.3006,0.311914,0.311914,0.650723,0.645203,0.645203,134728398286008.1,145560295985781.5,145560295985781.5,108.07,19260817.0,False,0.543537,0.609015,0.609015
400.0,2.0,0.4,0.85,256.0,1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.218432,0.228136,0.228136,0.687886,0.683354,0.683354,81867447038492.06,83775801337590.36,83775801337590.36,11.93,19260817.0,False,0.531293,0.578616,0.578616
400.0,16.0,0.4,0.85,256.0,0.0001,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.978915,0.159232,0.159232,0.112985,0.713203,0.713203,189388294280116.3,959877136653345.6,959877136653345.6,167.42,19260817.0,False,0.833333,0.526205,0.526205
400.0,2.0,0.4,0.55,64.0,0.0001,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,0.607633,0.511798,0.511798,0.487393,0.54347,0.54347,456102280659401.06,535505285024878.4,535505285024878.4,11.74,19260817.0,False,0.586621,0.528302,0.528302
25.0,16.0,0.4,0.85,64.0,1.0,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.864859,0.381589,0.381589,0.28604,0.611665,0.611665,420831412183037.6,777533439482014.5,777533439482014.5,19.64,19260817.0,False,0.80907,0.554507,0.554507
