alpha,ensemble_n_estimators,ensemble_max_features,ensemble_max_samples,ensemble_weighted,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,n_jobs,Train Brownlow Metric,Val Brownlow Metric,Test Brownlow Metric
0.01,400.0,0.7,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.495931,0.521334,0.521334,0.552431,0.538136,0.538136,663827776471525.4,681527109446671.6,681527109446671.6,106.13,19260817.0,-1.0,0.525397,0.568134,0.568134
0.01,25.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.412047,0.435449,0.435449,0.59663,0.584422,0.584422,635041420791470.9,660460822283043.2,660460822283043.2,4.73,19260817.0,-1.0,0.546485,0.600629,0.600629
0.01,25.0,0.55,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.434919,0.458047,0.458047,0.584909,0.572606,0.572606,716013142134283.9,744571318745023.0,744571318745023.0,4.96,19260817.0,-1.0,0.55102,0.589099,0.589099
0.01,25.0,0.85,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.501436,0.527045,0.527045,0.549407,0.534915,0.534915,672515020426908.0,688787419703093.0,688787419703093.0,8.02,19260817.0,-1.0,0.525624,0.571279,0.571279
0.01,25.0,0.4,0.4,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.411971,0.435292,0.435292,0.596668,0.584504,0.584504,635364715569593.6,660877569309833.0,660877569309833.0,5.68,19260817.0,-1.0,0.546939,0.600629,0.600629
0.01,25.0,0.4,0.55,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.411833,0.435182,0.435182,0.596738,0.58456,0.58456,634560370534361.2,660009141428687.1,660009141428687.1,6.15,19260817.0,-1.0,0.547166,0.600629,0.600629
0.01,25.0,0.4,0.85,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.412383,0.435697,0.435697,0.596459,0.584294,0.584294,634360252356873.1,659825984306717.2,659825984306717.2,4.84,19260817.0,-1.0,0.546485,0.597484,0.597484
0.0001,25.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.414085,0.437445,0.437445,0.595594,0.583388,0.583388,665093475214545.2,692302648623737.5,692302648623737.5,4.92,19260817.0,-1.0,0.546485,0.597484,0.597484
1.0,25.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.281357,0.291816,0.291816,0.659614,0.654558,0.654558,160472461857268.56,159669566670907.1,159669566670907.1,5.03,19260817.0,-1.0,0.505215,0.557652,0.557652
10.0,25.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,-3e-06,-3e-06,-3e-06,0.778097,0.777814,0.777814,4893761084994.713,4894308937244.837,4894308937244.837,5.43,19260817.0,-1.0,0.235374,0.21174,0.21174
100.0,25.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,-3e-06,-3e-06,-3e-06,0.778097,0.777814,0.777814,4893761084994.713,4894308937244.837,4894308937244.837,5.06,19260817.0,-1.0,0.235374,0.21174,0.21174
0.01,25.0,0.4,0.7,0.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.319778,0.342235,0.342235,0.641739,0.630828,0.630828,640984685656339.8,670846129284660.2,670846129284660.2,4.86,19260817.0,-1.0,0.545578,0.544025,0.544025
0.01,25.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.453163,0.47943,0.47943,0.57539,0.561196,0.561196,536305762495696.9,543290491000298.56,543290491000298.56,3.29,19260817.0,-1.0,0.51746,0.56499,0.56499
0.01,25.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.411208,0.435603,0.435603,0.597055,0.584343,0.584343,484220329008784.75,493142369552137.5,493142369552137.5,2.3,19260817.0,-1.0,0.523356,0.559748,0.559748
0.01,25.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances']",0.7919471007529546,0.443136,0.468958,0.468958,0.580641,0.566813,0.566813,572696041147875.0,587884942436647.0,587884942436647.0,3.43,19260817.0,-1.0,0.520635,0.572327,0.572327
0.01,25.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts']",0.8049857274440886,0.439889,0.46394,0.46394,0.582332,0.569484,0.569484,530365113486644.2,544735803290693.25,544735803290693.25,3.88,19260817.0,-1.0,0.521315,0.575472,0.575472
0.01,25.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.433809,0.459283,0.459283,0.585484,0.571953,0.571953,551135967132217.56,564742119945663.4,564742119945663.4,4.83,19260817.0,-1.0,0.52585,0.567086,0.567086
0.01,25.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.444063,0.469003,0.469003,0.580158,0.566789,0.566789,618897170481871.0,639960057773788.9,639960057773788.9,4.49,19260817.0,-1.0,0.533107,0.569182,0.569182
0.01,25.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts']",0.8421594803742163,0.445704,0.469988,0.469988,0.579301,0.566263,0.566263,604563132627916.4,624704441298113.9,624704441298113.9,4.31,19260817.0,-1.0,0.528345,0.568134,0.568134
0.01,25.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs']",0.8541358029977908,0.461542,0.486093,0.486093,0.570964,0.557593,0.557593,647227414346265.9,669383954305742.0,669383954305742.0,4.96,19260817.0,-1.0,0.529705,0.575472,0.575472
0.01,25.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds']",0.8659768297633487,0.464233,0.488396,0.488396,0.569536,0.556342,0.556342,624102171541457.6,644823986127459.2,644823986127459.2,5.97,19260817.0,-1.0,0.529025,0.569182,0.569182
0.01,25.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.42731,0.45141,0.45141,0.588834,0.576102,0.576102,663307444314041.4,688862392117333.5,688862392117333.5,5.47,19260817.0,-1.0,0.544218,0.582809,0.582809
0.01,25.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals']",0.8934391461254398,0.40685,0.429627,0.429627,0.599261,0.587428,0.587428,682144910071312.8,708266259289069.2,708266259289069.2,5.75,19260817.0,-1.0,0.547392,0.591195,0.591195
0.01,25.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances']",0.9003977265227703,0.437421,0.46124,0.46124,0.583613,0.570917,0.570917,687562735641249.0,712250251735187.8,712250251735187.8,6.02,19260817.0,-1.0,0.54898,0.592243,0.592243
0.01,25.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50']",0.906940299335011,0.441422,0.464667,0.464667,0.581534,0.569098,0.569098,674864182903334.6,698722768825828.2,698722768825828.2,5.67,19260817.0,-1.0,0.548526,0.582809,0.582809
0.01,25.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s']",0.9130469708326392,0.454926,0.47952,0.47952,0.574462,0.561148,0.561148,640671631673238.8,660750848677362.1,660750848677362.1,6.74,19260817.0,-1.0,0.540363,0.578616,0.578616
0.01,25.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.440512,0.46473,0.46473,0.582008,0.569065,0.569065,675743593752745.0,699659187850548.6,699659187850548.6,6.17,19260817.0,-1.0,0.544898,0.585954,0.585954
0.01,25.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists']",0.9248985490429719,0.44046,0.46473,0.46473,0.582035,0.569065,0.569065,668139339286163.9,691243079325412.2,691243079325412.2,7.1,19260817.0,-1.0,0.543537,0.579665,0.579665
0.01,25.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions']",0.9306217431588558,0.4384,0.461042,0.461042,0.583105,0.571022,0.571022,699115155291727.2,724529383906138.4,724529383906138.4,7.84,19260817.0,-1.0,0.548753,0.589099,0.589099
0.01,25.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092989,0.45186,0.475544,0.475544,0.576075,0.563287,0.563287,676739216398793.6,699427794852784.8,699427794852784.8,8.36,19260817.0,-1.0,0.544444,0.58805,0.58805
0.01,25.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s']",0.9417404842109905,0.453469,0.477112,0.477112,0.575229,0.562444,0.562444,659281417420280.5,678676098425238.0,678676098425238.0,8.08,19260817.0,-1.0,0.54059,0.585954,0.585954
0.01,25.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.450827,0.473249,0.473249,0.576617,0.564518,0.564518,676115921056319.1,697488212886686.8,697488212886686.8,8.69,19260817.0,-1.0,0.537415,0.583857,0.583857
0.01,25.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained']",0.9523402288050722,0.437453,0.458529,0.458529,0.583596,0.572351,0.572351,694381374092332.6,717619122548456.2,717619122548456.2,9.08,19260817.0,-1.0,0.542177,0.599581,0.599581
0.01,25.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements']",0.9575623339697504,0.458828,0.480094,0.480094,0.572402,0.560838,0.560838,689851425548114.4,711402723356894.0,711402723356894.0,8.91,19260817.0,-1.0,0.539002,0.57652,0.57652
0.01,25.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists']",0.9622116975748499,0.457021,0.476487,0.476487,0.573357,0.56278,0.56278,704856771099523.1,727639021024059.5,727639021024059.5,8.48,19260817.0,-1.0,0.54195,0.585954,0.585954
0.01,25.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50']",0.9668398251654758,0.447043,0.466749,0.466749,0.578601,0.567991,0.567991,711220072404296.2,734798273085450.4,734798273085450.4,10.26,19260817.0,-1.0,0.545578,0.58805,0.58805
0.01,25.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319709,0.446021,0.465215,0.465215,0.579135,0.568807,0.568807,720764732332466.8,744535426452194.9,744535426452194.9,9.4,19260817.0,-1.0,0.546259,0.582809,0.582809
0.01,25.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers']",0.9750128387391142,0.446471,0.465863,0.465863,0.5789,0.568462,0.568462,715987584927736.4,739547320357619.1,739547320357619.1,10.66,19260817.0,-1.0,0.544444,0.584906,0.584906
0.01,25.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks']",0.9786082458844693,0.456333,0.475823,0.475823,0.57372,0.563137,0.563137,714274352818661.4,736896805667618.1,736896805667618.1,11.32,19260817.0,-1.0,0.540816,0.583857,0.583857
0.01,25.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50']",0.9821571136477905,0.446001,0.465161,0.465161,0.579145,0.568836,0.568836,721950250788056.2,745725172751794.2,745725172751794.2,11.87,19260817.0,-1.0,0.543084,0.580713,0.580713
0.01,25.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks']",0.9855366104335249,0.446017,0.465447,0.465447,0.579137,0.568683,0.568683,723025485411959.6,746326840749232.0,746326840749232.0,10.39,19260817.0,-1.0,0.541723,0.582809,0.582809
0.01,25.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.46602,0.486303,0.486303,0.568586,0.557479,0.557479,699069555563535.1,720137732406621.1,720137732406621.1,12.96,19260817.0,-1.0,0.534921,0.568134,0.568134
0.01,25.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks']",0.9918657644199986,0.446733,0.465439,0.465439,0.578763,0.568688,0.568688,712897429120527.1,735898281589796.5,735898281589796.5,13.18,19260817.0,-1.0,0.540136,0.578616,0.578616
0.01,25.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %']",0.9946253824061244,0.465315,0.485009,0.485009,0.568961,0.558181,0.558181,697721667394425.0,717719844022369.9,717719844022369.9,14.89,19260817.0,-1.0,0.531066,0.568134,0.568134
0.01,25.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals']",0.9966894167418735,0.465044,0.485709,0.485709,0.569105,0.557801,0.557801,709989971952567.2,732483385453521.9,732483385453521.9,15.38,19260817.0,-1.0,0.540363,0.58805,0.58805
0.01,25.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway']",0.9984280188842564,0.446249,0.465553,0.465553,0.579016,0.568627,0.568627,715808405341240.0,739014899117598.9,739014899117598.9,16.13,19260817.0,-1.0,0.543537,0.584906,0.584906
0.01,25.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.479644,0.500801,0.500801,0.561285,0.549556,0.549556,693421899356644.2,714298083864136.5,714298083864136.5,13.77,19260817.0,-1.0,0.534921,0.56499,0.56499
0.01,50.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.449594,0.473706,0.473706,0.577265,0.564273,0.564273,630697574540073.1,652051881799520.2,652051881799520.2,10.41,19260817.0,-1.0,0.538776,0.578616,0.578616
0.01,100.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.447342,0.471608,0.471608,0.578444,0.565397,0.565397,623620142581218.2,644616764765270.2,644616764765270.2,19.88,19260817.0,-1.0,0.537868,0.569182,0.569182
0.01,200.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.455248,0.479734,0.479734,0.574292,0.561032,0.561032,616031151385581.0,635688339649620.8,635688339649620.8,41.39,19260817.0,-1.0,0.533333,0.578616,0.578616
