n_estimators,max_depth,subsample,colsample_bytree,gamma,eta,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,Train Brownlow Metric,Val Brownlow Metric,Test Brownlow Metric
25.0,3.0,0.4,0.85,1e-08,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-2.1199457906185542e+47,-2.1214896892143428e+47,-2.1214896892143428e+47,3.582578195352151e+23,3.582578195352151e+23,3.582578195352151e+23,1.4012793933287667e+39,1.4014362653246314e+39,1.4014362653246314e+39,1.24,19260817.0,0.235374,0.21174,0.21174
25.0,3.0,0.4,0.85,1e-08,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-2.1219699289913484e+47,-2.1235153017118074e+47,-2.1235153017118074e+47,3.584288122058671e+23,3.584288122058671e+23,3.584288122058671e+23,1.4019482091723562e+39,1.402105156041566e+39,1.402105156041566e+39,6.47,19260817.0,0.235374,0.21174,0.21174
25.0,3.0,0.4,0.85,0.1,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-0.409227,-0.409403,-0.409403,0.923685,0.923406,0.923406,1950810688073398.0,1951028532804255.2,1951028532804255.2,1.57,19260817.0,0.235374,0.21174,0.21174
25.0,3.0,0.4,0.85,0.1,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-0.40852,-0.408699,-0.408699,0.923453,0.923176,0.923176,1950822174357026.0,1951044610160631.2,1951044610160631.2,8.33,19260817.0,0.235374,0.21174,0.21174
25.0,3.0,0.4,0.85,0.1,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-2.1199457906185542e+47,-2.1214896892143428e+47,-2.1214896892143428e+47,3.582578195352151e+23,3.582578195352151e+23,3.582578195352151e+23,1.4012793933287667e+39,1.4014362653246314e+39,1.4014362653246314e+39,1.97,19260817.0,0.235374,0.21174,0.21174
25.0,3.0,0.4,0.85,0.1,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-2.1219699289913484e+47,-2.1235153017118074e+47,-2.1235153017118074e+47,3.584288122058671e+23,3.584288122058671e+23,3.584288122058671e+23,1.4019482091723562e+39,1.402105156041566e+39,1.402105156041566e+39,5.71,19260817.0,0.235374,0.21174,0.21174
25.0,3.0,0.85,0.4,1e-08,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-0.409659,-0.409819,-0.409819,0.923826,0.923543,0.923543,1950810412874930.5,1951030564244543.2,1951030564244543.2,2.25,19260817.0,0.235374,0.21174,0.21174
25.0,3.0,0.85,0.4,1e-08,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-0.409499,-0.409683,-0.409683,0.923774,0.923498,0.923498,1950803112578972.8,1951012593120572.8,1951012593120572.8,4.65,19260817.0,0.235374,0.21174,0.21174
25.0,3.0,0.85,0.4,1e-08,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-2.1240765525893592e+47,-2.125623459506225e+47,-2.125623459506225e+47,3.586066863767497e+23,3.586066863767497e+23,3.586066863767497e+23,1.4026439411192163e+39,1.4028009658750062e+39,1.4028009658750062e+39,0.93,19260817.0,0.235374,0.21174,0.21174
25.0,3.0,0.85,0.4,1e-08,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-2.1237026861054712e+47,-2.125249320745592e+47,-2.125249320745592e+47,3.585751251505611e+23,3.585751251505611e+23,3.585751251505611e+23,1.402520493441386e+39,1.4026775043773167e+39,1.4026775043773167e+39,4.84,19260817.0,0.235374,0.21174,0.21174
25.0,3.0,0.85,0.4,0.1,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-0.409659,-0.409819,-0.409819,0.923826,0.923543,0.923543,1950810412874930.5,1951030564244543.2,1951030564244543.2,1.4,19260817.0,0.235374,0.21174,0.21174
25.0,3.0,0.85,0.4,0.1,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-0.409499,-0.409683,-0.409683,0.923774,0.923498,0.923498,1950803112578972.8,1951012593120572.8,1951012593120572.8,6.15,19260817.0,0.235374,0.21174,0.21174
25.0,3.0,0.85,0.4,0.1,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-2.1240765525893592e+47,-2.125623459506225e+47,-2.125623459506225e+47,3.586066863767497e+23,3.586066863767497e+23,3.586066863767497e+23,1.4026439411192163e+39,1.4028009658750062e+39,1.4028009658750062e+39,0.94,19260817.0,0.235374,0.21174,0.21174
25.0,3.0,0.85,0.4,0.1,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-2.1237026861054712e+47,-2.125249320745592e+47,-2.125249320745592e+47,3.585751251505611e+23,3.585751251505611e+23,3.585751251505611e+23,1.402520493441386e+39,1.4026775043773167e+39,1.4026775043773167e+39,3.75,19260817.0,0.235374,0.21174,0.21174
25.0,3.0,0.85,0.85,1e-08,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-0.409232,-0.409408,-0.409408,0.923686,0.923408,0.923408,1950801399457970.5,1951017656015780.0,1951017656015780.0,1.84,19260817.0,0.235374,0.21174,0.21174
25.0,3.0,0.85,0.85,1e-08,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-0.408529,-0.408703,-0.408703,0.923456,0.923177,0.923177,1950783599848488.0,1950996001177420.8,1950996001177420.8,7.03,19260817.0,0.235374,0.21174,0.21174
25.0,3.0,0.85,0.85,1e-08,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-2.128871017305882e+47,-2.130421415900401e+47,-2.130421415900401e+47,3.5901118168088163e+23,3.5901118168088163e+23,3.5901118168088163e+23,1.4042260724879434e+39,1.4043832743619482e+39,1.4043832743619482e+39,2.13,19260817.0,0.235374,0.21174,0.21174
25.0,3.0,0.85,0.85,1e-08,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-2.1341080901378607e+47,-2.1356623027494304e+47,-2.1356623027494304e+47,3.594524984155669e+23,3.594524984155669e+23,3.594524984155669e+23,1.4059522261474726e+39,1.406109621262862e+39,1.406109621262862e+39,5.53,19260817.0,0.235374,0.21174,0.21174
25.0,3.0,0.85,0.85,0.1,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-0.409232,-0.409408,-0.409408,0.923686,0.923408,0.923408,1950801399457970.5,1951017656015780.0,1951017656015780.0,3.08,19260817.0,0.235374,0.21174,0.21174
25.0,3.0,0.85,0.85,0.1,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-0.408529,-0.408703,-0.408703,0.923456,0.923177,0.923177,1950783599848488.0,1950996001177420.8,1950996001177420.8,7.04,19260817.0,0.235374,0.21174,0.21174
25.0,3.0,0.85,0.85,0.1,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-2.128871017305882e+47,-2.130421415900401e+47,-2.130421415900401e+47,3.5901118168088163e+23,3.5901118168088163e+23,3.5901118168088163e+23,1.4042260724879434e+39,1.4043832743619482e+39,1.4043832743619482e+39,1.12,19260817.0,0.235374,0.21174,0.21174
25.0,3.0,0.85,0.85,0.1,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-2.1341080901378607e+47,-2.1356623027494304e+47,-2.1356623027494304e+47,3.594524984155669e+23,3.594524984155669e+23,3.594524984155669e+23,1.4059522261474726e+39,1.406109621262862e+39,1.406109621262862e+39,5.52,19260817.0,0.235374,0.21174,0.21174
25.0,192.0,0.4,0.4,1e-08,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-0.409574,-0.409729,-0.409729,0.923799,0.923513,0.923513,1950801374076580.0,1951019616309034.5,1951019616309034.5,3.23,19260817.0,0.235374,0.21174,0.21174
25.0,192.0,0.4,0.4,1e-08,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-0.408191,-0.409443,-0.409443,0.923345,0.923419,0.923419,1950952734928076.8,1951246374002334.8,1951246374002334.8,86.24,19260817.0,0.235374,0.21174,0.21174
25.0,192.0,0.4,0.4,1e-08,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-2.115535358283445e+47,-2.1170760448818708e+47,-2.1170760448818708e+47,3.5788495751486584e+23,3.5788495751486584e+23,3.5788495751486584e+23,1.3998209914818842e+39,1.3999777002109442e+39,1.3999777002109442e+39,1.2,19260817.0,0.235374,0.21174,0.21174
25.0,192.0,0.4,0.4,1e-08,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-1.1120376658187815e+47,-1.1128475324664659e+47,-1.1128475324664659e+47,2.594735234366644e+23,2.594735234366644e+23,2.594735234366644e+23,1.0148973216492959e+39,1.0150109385120019e+39,1.0150109385120019e+39,47.86,19260817.0,0.235374,0.21174,0.21174
25.0,192.0,0.4,0.4,0.1,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-0.409574,-0.409729,-0.409729,0.923799,0.923513,0.923513,1950801371443808.8,1951019620060808.8,1951019620060808.8,4.56,19260817.0,0.235374,0.21174,0.21174
25.0,192.0,0.4,0.4,0.1,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-0.40819,-0.409441,-0.409441,0.923345,0.923419,0.923419,1950950767194936.0,1951245305948055.2,1951245305948055.2,86.23,19260817.0,0.235374,0.21174,0.21174
25.0,192.0,0.4,0.4,0.1,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-2.1156635705791285e+47,-2.117204350551065e+47,-2.117204350551065e+47,3.5789580218276855e+23,3.5789580218276855e+23,3.5789580218276855e+23,1.3998634090058875e+39,1.4000201224835515e+39,1.4000201224835515e+39,1.21,19260817.0,0.235374,0.21174,0.21174
25.0,192.0,0.4,0.4,0.1,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-1.1246219917141015e+47,-1.1254410231824926e+47,-1.1254410231824926e+47,2.6093755360353e+23,2.6093755360353e+23,2.6093755360353e+23,1.0206236873897615e+39,1.020737945314077e+39,1.020737945314077e+39,45.86,19260817.0,0.235374,0.21174,0.21174
25.0,192.0,0.4,0.85,1e-08,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-0.409012,-0.409168,-0.409168,0.923614,0.923329,0.923329,1950803509586112.5,1951025097632584.8,1951025097632584.8,8.14,19260817.0,0.235374,0.21174,0.21174
25.0,192.0,0.4,0.85,1e-08,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-0.407246,-0.408535,-0.408535,0.923035,0.923122,0.923122,1950874062553440.5,1951155528674166.5,1951155528674166.5,156.57,19260817.0,0.235374,0.21174,0.21174
