alpha,ensemble_n_estimators,ensemble_max_features,ensemble_max_samples,ensemble_weighted,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,n_jobs,Train Brownlow Metric,Val Brownlow Metric,Test Brownlow Metric
0.0001,25.0,0.85,0.4,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.500234,0.526555,0.526555,0.550068,0.535192,0.535192,723501999115303.2,743845380787847.2,743845380787847.2,123.77,19260817.0,-1.0,0.532653,0.568134,0.568134
0.0001,25.0,0.85,0.625,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.448064,0.475491,0.475491,0.578066,0.563315,0.563315,699319664965109.6,714314050839773.5,714314050839773.5,4.28,19260817.0,-1.0,0.534014,0.571279,0.571279
0.0001,25.0,0.85,0.625,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.500263,0.52658,0.52658,0.550052,0.535179,0.535179,722992652259035.0,743287232426171.4,743287232426171.4,78.0,19260817.0,-1.0,0.531973,0.568134,0.568134
0.0001,213.0,0.85,0.4,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.463958,0.491682,0.491682,0.569682,0.554553,0.554553,681028515436572.5,694187508561954.8,694187508561954.8,34.7,19260817.0,-1.0,0.526077,0.56499,0.56499
0.0001,213.0,0.85,0.4,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.49671,0.522718,0.522718,0.552004,0.537357,0.537357,730382293726151.2,751830193702194.1,751830193702194.1,1128.85,19260817.0,-1.0,0.534014,0.574423,0.574423
0.0001,213.0,0.85,0.625,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.463944,0.491668,0.491668,0.56969,0.554561,0.554561,681356848947104.5,694533778335832.8,694533778335832.8,33.01,19260817.0,-1.0,0.526077,0.56499,0.56499
0.0001,213.0,0.85,0.625,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.496755,0.522784,0.522784,0.55198,0.537319,0.537319,730400336732135.4,751800288836231.5,751800288836231.5,729.38,19260817.0,-1.0,0.534014,0.574423,0.574423
0.1,25.0,0.85,0.4,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.433245,0.456215,0.456215,0.585775,0.573573,0.573573,481621814421757.06,489250906541797.94,489250906541797.94,3.51,19260817.0,-1.0,0.512472,0.57652,0.57652
0.1,25.0,0.85,0.4,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.48117,0.50481,0.50481,0.560462,0.547345,0.547345,450976289447204.25,454351108766342.0,454351108766342.0,9.07,19260817.0,-1.0,0.514739,0.580713,0.580713
0.1,25.0,0.85,0.625,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.432996,0.455967,0.455967,0.585904,0.573704,0.573704,481603562134526.06,489241329600119.4,489241329600119.4,3.56,19260817.0,-1.0,0.512472,0.57652,0.57652
0.1,25.0,0.85,0.625,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.481139,0.504774,0.504774,0.560479,0.547365,0.547365,450459091922407.1,453790160354168.56,453790160354168.56,8.29,19260817.0,-1.0,0.514739,0.580713,0.580713
0.1,213.0,0.85,0.4,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.4495,0.472727,0.472727,0.577314,0.564798,0.564798,472605773142435.8,478642331960303.25,478642331960303.25,32.89,19260817.0,-1.0,0.512245,0.575472,0.575472
0.1,213.0,0.85,0.4,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.477071,0.500508,0.500508,0.562671,0.549717,0.549717,459063352871129.94,463765888688401.4,463765888688401.4,77.27,19260817.0,-1.0,0.513379,0.578616,0.578616
0.1,213.0,0.85,0.625,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.449537,0.472769,0.472769,0.577295,0.564775,0.564775,472973184524884.7,479027640123472.8,479027640123472.8,32.59,19260817.0,-1.0,0.512245,0.575472,0.575472
0.1,213.0,0.85,0.625,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.477163,0.500614,0.500614,0.562622,0.549659,0.549659,459160836465198.1,463848557099366.7,463848557099366.7,73.14,19260817.0,-1.0,0.513379,0.578616,0.578616
0.01,119.0,0.7375,0.5125,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.460726,0.484798,0.484798,0.571397,0.558295,0.558295,719052684071618.1,745440734364686.1,745440734364686.1,34.88,19260817.0,-1.0,0.540136,0.578616,0.578616
0.0001,25.0,0.85,0.625,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.501412,0.527866,0.527866,0.54942,0.534451,0.534451,730246530937817.4,747541316059270.0,747541316059270.0,325.7,19260817.0,-1.0,0.535374,0.572327,0.572327
0.0001,213.0,0.85,0.4,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.502095,0.528342,0.528342,0.549043,0.534182,0.534182,729996961533969.9,747240525714849.5,747240525714849.5,4657.54,19260817.0,-1.0,0.53288,0.572327,0.572327
0.0001,213.0,0.85,0.625,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.502111,0.528357,0.528357,0.549035,0.534173,0.534173,730090673216288.9,747325341084079.4,747325341084079.4,1015.48,19260817.0,-1.0,0.53288,0.572327,0.572327
0.1,25.0,0.85,0.4,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.480382,0.503593,0.503593,0.560887,0.548017,0.548017,455053108122636.56,457930042580310.56,457930042580310.56,10.07,19260817.0,-1.0,0.509524,0.578616,0.578616
0.1,25.0,0.85,0.625,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.480356,0.503566,0.503566,0.560901,0.548032,0.548032,454998507709048.5,457861435457120.3,457861435457120.3,9.29,19260817.0,-1.0,0.509524,0.578616,0.578616
0.1,213.0,0.85,0.4,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.481393,0.504604,0.504604,0.560341,0.547459,0.547459,454469494424906.9,457497696235702.56,457497696235702.56,91.36,19260817.0,-1.0,0.509977,0.577568,0.577568
0.1,213.0,0.85,0.625,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.481445,0.504665,0.504665,0.560313,0.547425,0.547425,454616774352726.2,457641639150305.44,457641639150305.44,83.28,19260817.0,-1.0,0.509977,0.577568,0.577568
0.01,119.0,0.7375,0.5125,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks']",0.9786082458844692,0.490606,0.51399,0.51399,0.555342,0.542248,0.542248,701948767400901.6,721418688513785.0,721418688513785.0,56.13,19260817.0,-1.0,0.534467,0.560797,0.560797
0.0001,25.0,0.85,0.85,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.500272,0.526513,0.526513,0.550047,0.535216,0.535216,722926131399810.0,743223872836318.4,743223872836318.4,13.56,19260817.0,-1.0,0.532653,0.568134,0.568134
0.0001,213.0,0.85,0.85,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.464015,0.491744,0.491744,0.569652,0.554519,0.554519,681491516079884.0,694666284614412.1,694666284614412.1,22.24,19260817.0,-1.0,0.526077,0.56499,0.56499
0.0001,213.0,0.85,0.85,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.496847,0.522832,0.522832,0.551929,0.537293,0.537293,730533251585458.1,751911632963950.8,751911632963950.8,121.87,19260817.0,-1.0,0.53424,0.574423,0.574423
0.1,25.0,0.85,0.85,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.433071,0.456034,0.456034,0.585865,0.573669,0.573669,481387785348504.56,489014957691742.5,489014957691742.5,2.9,19260817.0,-1.0,0.512472,0.57652,0.57652
0.1,25.0,0.85,0.85,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.480984,0.504585,0.504585,0.560562,0.547469,0.547469,449747325388822.6,453042799368763.3,453042799368763.3,4.62,19260817.0,-1.0,0.514059,0.580713,0.580713
0.1,213.0,0.85,0.85,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.449644,0.472884,0.472884,0.577238,0.564714,0.564714,473235927361433.6,479295952181450.8,479295952181450.8,20.13,19260817.0,-1.0,0.512245,0.575472,0.575472
0.1,213.0,0.85,0.85,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.47731,0.500769,0.500769,0.562543,0.549574,0.549574,459584404056960.9,464284252259897.5,464284252259897.5,42.42,19260817.0,-1.0,0.513379,0.578616,0.578616
0.01,119.0,0.7375,0.7375,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.460753,0.484797,0.484797,0.571383,0.558296,0.558296,719512970910990.4,745944668855665.5,745944668855665.5,18.75,19260817.0,-1.0,0.540136,0.578616,0.578616
0.0001,213.0,0.85,0.85,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.50219,0.528383,0.528383,0.548991,0.534158,0.534158,730142858607517.2,747318289392713.2,747318289392713.2,530.18,19260817.0,-1.0,0.53288,0.572327,0.572327
0.1,25.0,0.85,0.85,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.480278,0.503477,0.503477,0.560943,0.548081,0.548081,454355021947866.6,457192201062318.3,457192201062318.3,7.0,19260817.0,-1.0,0.509524,0.578616,0.578616
0.1,213.0,0.85,0.85,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.481584,0.504813,0.504813,0.560238,0.547343,0.547343,454960784793638.0,457986137526099.0,457986137526099.0,60.1,19260817.0,-1.0,0.510658,0.577568,0.577568
0.01,119.0,0.7375,0.7375,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks']",0.9786082458844692,0.490613,0.513985,0.513985,0.555338,0.54225,0.54225,702204358511780.9,721703503606333.5,721703503606333.5,53.7,19260817.0,-1.0,0.534467,0.560797,0.560797
0.0001,400.0,0.4,0.4,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.395635,0.418441,0.418441,0.604899,0.593161,0.593161,740185963288941.4,769763733192814.0,769763733192814.0,160.85,19260817.0,-1.0,0.544444,0.580713,0.580713
0.0001,400.0,0.4,0.625,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.368909,0.394833,0.394833,0.618129,0.60508,0.60508,616279001772204.6,630700495285070.6,630700495285070.6,35.64,19260817.0,-1.0,0.538095,0.584906,0.584906
0.0001,400.0,0.4,0.625,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.395645,0.418466,0.418466,0.604894,0.593148,0.593148,740291298783864.5,769855038809180.4,769855038809180.4,125.06,19260817.0,-1.0,0.544444,0.580713,0.580713
0.0001,400.0,0.625,0.4,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.368964,0.394888,0.394888,0.618102,0.605052,0.605052,616154419996609.0,630567779942878.9,630567779942878.9,38.12,19260817.0,-1.0,0.538095,0.584906,0.584906
0.0001,400.0,0.625,0.4,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.471732,0.495773,0.495773,0.565536,0.552317,0.552317,751059243243924.6,777932879016342.6,777932879016342.6,507.73,19260817.0,-1.0,0.542404,0.581761,0.581761
0.0001,400.0,0.625,0.625,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.368909,0.394833,0.394833,0.618129,0.60508,0.60508,616279001772204.6,630700495285070.6,630700495285070.6,36.65,19260817.0,-1.0,0.538095,0.584906,0.584906
0.0001,400.0,0.625,0.625,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.471765,0.495827,0.495827,0.565519,0.552287,0.552287,751021232687107.8,777871845550201.2,777871845550201.2,325.33,19260817.0,-1.0,0.542404,0.581761,0.581761
0.1,400.0,0.4,0.4,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.339396,0.360783,0.360783,0.632417,0.62187,0.62187,451342117932488.94,461097808339895.9,461097808339895.9,36.84,19260817.0,-1.0,0.537642,0.571279,0.571279
0.1,400.0,0.4,0.4,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.354091,0.374683,0.374683,0.625344,0.615071,0.615071,445306359304611.6,458840148632748.8,458840148632748.8,89.53,19260817.0,-1.0,0.544218,0.585954,0.585954
0.1,400.0,0.4,0.625,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.339354,0.360743,0.360743,0.632438,0.621889,0.621889,451531687252546.8,461297585495348.5,461297585495348.5,24.48,19260817.0,-1.0,0.537642,0.571279,0.571279
0.1,400.0,0.4,0.625,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.354129,0.374729,0.374729,0.625326,0.615048,0.615048,445447723907096.56,458977397981058.06,458977397981058.06,75.71,19260817.0,-1.0,0.544218,0.585954,0.585954
0.1,400.0,0.625,0.4,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.339396,0.360783,0.360783,0.632417,0.62187,0.62187,451342117932488.94,461097808339895.9,461097808339895.9,25.93,19260817.0,-1.0,0.537642,0.571279,0.571279
0.1,400.0,0.625,0.4,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.447256,0.46943,0.46943,0.578489,0.566561,0.566561,467038670136758.9,476308251439415.6,476308251439415.6,87.36,19260817.0,-1.0,0.515873,0.574423,0.574423
