n_hidden_layers,alpha,learning_rate_init,activation,hidden_layer_n_neurons,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,max_iter,learning_rate,batch_size,Train Brownlow Metric,Val Brownlow Metric,Test Brownlow Metric
1.0,0.0001,0.001,logistic,30.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.560878,0.56897,0.56897,0.515615,0.510657,0.510657,505631197329984.8,549397579212115.94,549397579212115.94,55.22,19260817.0,1000.0,adaptive,auto,0.535374,0.559748,0.559748
1.0,0.0001,0.001,logistic,30.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals']",0.8934391461254398,0.566213,0.565207,0.565207,0.512474,0.512881,0.512881,535109389091945.1,572527483702878.5,572527483702878.5,71.43,19260817.0,1000.0,adaptive,auto,0.53288,0.563941,0.563941
1.0,0.0001,0.001,logistic,30.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances']",0.9003977265227703,0.56825,0.570887,0.570887,0.511269,0.50952,0.50952,510464209116947.5,554731759136831.9,554731759136831.9,55.7,19260817.0,1000.0,adaptive,auto,0.544671,0.551363,0.551363
1.0,0.0001,0.001,logistic,30.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50']",0.906940299335011,0.56797,0.56442,0.56442,0.511435,0.513345,0.513345,487203697595102.4,536753360575910.5,536753360575910.5,67.39,19260817.0,1000.0,adaptive,auto,0.546259,0.560797,0.560797
1.0,0.0001,0.001,logistic,30.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s']",0.9130469708326392,0.569079,0.55995,0.55995,0.510778,0.515972,0.515972,606978058487247.8,660745028562726.5,660745028562726.5,92.64,19260817.0,1000.0,adaptive,auto,0.543084,0.569182,0.569182
1.0,0.0001,0.001,logistic,30.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.572194,0.561509,0.561509,0.508928,0.515057,0.515057,516828766829863.6,558928228312630.2,558928228312630.2,75.42,19260817.0,1000.0,adaptive,auto,0.555102,0.532495,0.532495
1.0,0.0001,0.001,logistic,30.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists']",0.9248985490429719,0.573906,0.557545,0.557545,0.507909,0.51738,0.51738,558733208400459.5,608394414442802.6,608394414442802.6,70.67,19260817.0,1000.0,adaptive,auto,0.560317,0.544025,0.544025
1.0,0.0001,0.001,logistic,30.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions']",0.9306217431588558,0.568774,0.557744,0.557744,0.510959,0.517264,0.517264,541738364028496.0,594123382070819.6,594123382070819.6,50.88,19260817.0,1000.0,adaptive,auto,0.554875,0.538784,0.538784
1.0,0.0001,0.001,logistic,30.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092989,0.581374,0.555268,0.555268,0.503438,0.518709,0.518709,551373496414084.8,612321843626438.9,612321843626438.9,88.51,19260817.0,1000.0,adaptive,auto,0.563946,0.532495,0.532495
1.0,0.0001,0.001,logistic,30.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s']",0.9417404842109905,0.583126,0.549153,0.549153,0.502384,0.522264,0.522264,595935595847330.1,659987190196790.4,659987190196790.4,118.55,19260817.0,1000.0,adaptive,auto,0.558277,0.525157,0.525157
1.0,0.0001,0.001,logistic,30.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.581794,0.544935,0.544935,0.503186,0.524701,0.524701,647512050294643.8,715652185503447.5,715652185503447.5,94.71,19260817.0,1000.0,adaptive,auto,0.57415,0.534591,0.534591
1.0,0.0001,0.001,logistic,30.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained']",0.9523402288050722,0.579986,0.548079,0.548079,0.504273,0.522885,0.522885,546318846438781.94,608556318294838.6,608556318294838.6,78.77,19260817.0,1000.0,adaptive,auto,0.56712,0.555556,0.555556
1.0,0.0001,0.001,logistic,30.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements']",0.9575623339697504,0.579225,0.547756,0.547756,0.504729,0.523072,0.523072,555038106394240.25,610735349210584.1,610735349210584.1,97.09,19260817.0,1000.0,adaptive,auto,0.576644,0.552411,0.552411
1.0,0.0001,0.001,logistic,30.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists']",0.9622116975748499,0.590275,0.545898,0.545898,0.498057,0.524146,0.524146,598618206716722.8,662636659068583.4,662636659068583.4,122.71,19260817.0,1000.0,adaptive,auto,0.570975,0.537736,0.537736
1.0,0.0001,0.001,logistic,30.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50']",0.9668398251654758,0.587037,0.541319,0.541319,0.500022,0.526782,0.526782,591656061312838.9,653721400755176.1,653721400755176.1,110.81,19260817.0,1000.0,adaptive,auto,0.564172,0.52935,0.52935
1.0,0.0001,0.001,logistic,30.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319709,0.585602,0.539834,0.539834,0.50089,0.527633,0.527633,592431624211366.9,652669703381438.5,652669703381438.5,109.99,19260817.0,1000.0,adaptive,auto,0.565533,0.539832,0.539832
1.0,0.0001,0.001,logistic,30.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers']",0.9750128387391142,0.588236,0.542752,0.542752,0.499296,0.525958,0.525958,574362385985920.9,638156420093569.0,638156420093569.0,127.28,19260817.0,1000.0,adaptive,auto,0.575283,0.512579,0.512579
1.0,0.0001,0.001,logistic,30.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks']",0.9786082458844693,0.584833,0.532442,0.532442,0.501354,0.531855,0.531855,620816090855889.4,688822038838255.6,688822038838255.6,87.59,19260817.0,1000.0,adaptive,auto,0.572109,0.566038,0.566038
1.0,0.0001,0.001,logistic,30.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50']",0.9821571136477905,0.590746,0.536707,0.536707,0.497771,0.529423,0.529423,574634041254147.8,641130147060159.9,641130147060159.9,159.46,19260817.0,1000.0,adaptive,auto,0.576644,0.563941,0.563941
1.0,0.0001,0.001,logistic,30.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks']",0.9855366104335249,0.592536,0.534259,0.534259,0.496681,0.53082,0.53082,589208134904552.2,657074894886756.2,657074894886756.2,110.14,19260817.0,1000.0,adaptive,auto,0.577324,0.537736,0.537736
1.0,0.0001,0.001,logistic,30.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.59051,0.53739,0.53739,0.497915,0.529033,0.529033,633628753347701.9,689247097869624.1,689247097869624.1,101.83,19260817.0,1000.0,adaptive,auto,0.583447,0.549266,0.549266
1.0,0.0001,0.001,logistic,30.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks']",0.9918657644199986,0.591717,0.536416,0.536416,0.497181,0.529589,0.529589,619704539867517.5,682630547784831.5,682630547784831.5,109.46,19260817.0,1000.0,adaptive,auto,0.573469,0.550314,0.550314
1.0,0.0001,0.001,logistic,30.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %']",0.9946253824061244,0.589705,0.534684,0.534684,0.498404,0.530578,0.530578,631371387842016.1,696822916724362.8,696822916724362.8,114.65,19260817.0,1000.0,adaptive,auto,0.565533,0.568134,0.568134
1.0,0.0001,0.001,logistic,30.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals']",0.9966894167418735,0.585657,0.53666,0.53666,0.500856,0.52945,0.52945,641438354696227.2,708799108696371.1,708799108696371.1,88.9,19260817.0,1000.0,adaptive,auto,0.571655,0.556604,0.556604
1.0,0.0001,0.001,logistic,30.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway']",0.9984280188842564,0.587067,0.529587,0.529587,0.500003,0.533476,0.533476,686935705893869.5,758062448888256.8,758062448888256.8,123.5,19260817.0,1000.0,adaptive,auto,0.575737,0.562893,0.562893
1.0,0.0001,0.001,logistic,30.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.593187,0.536441,0.536441,0.496284,0.529575,0.529575,692119266360232.1,761152382400899.9,761152382400899.9,125.1,19260817.0,1000.0,adaptive,auto,0.585261,0.563941,0.563941
1.0,0.0001,0.001,relu,30.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances']",0.7919471007529546,0.548629,0.570444,0.570444,0.522757,0.509783,0.509783,503556450582147.94,537166279423001.1,537166279423001.1,47.98,19260817.0,1000.0,adaptive,auto,0.556236,0.585954,0.585954
1.0,0.0001,0.001,logistic,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances']",0.7919471007529546,0.505315,0.530193,0.530193,0.547265,0.533132,0.533132,625109417950879.2,640023202555692.2,640023202555692.2,19.21,19260817.0,1000.0,adaptive,auto,0.514739,0.556604,0.556604
1.0,0.0001,0.001,logistic,20.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances']",0.7919471007529546,0.537527,0.566781,0.566781,0.529147,0.511952,0.511952,434980163408219.1,456445293107115.44,456445293107115.44,34.25,19260817.0,1000.0,adaptive,auto,0.531519,0.561845,0.561845
1.0,0.0001,0.001,logistic,40.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances']",0.7919471007529546,0.539669,0.569255,0.569255,0.52792,0.510488,0.510488,469501658217029.1,492523429482651.9,492523429482651.9,35.39,19260817.0,1000.0,adaptive,auto,0.549887,0.568134,0.568134
1.0,0.0001,0.001,logistic,50.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances']",0.7919471007529546,0.537972,0.566955,0.566955,0.528893,0.511849,0.511849,478111823589312.1,499359751520272.8,499359751520272.8,78.09,19260817.0,1000.0,adaptive,auto,0.525624,0.593291,0.593291
1.0,0.0001,0.001,logistic,60.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances']",0.7919471007529546,0.541918,0.571566,0.571566,0.526629,0.509116,0.509116,472896072767460.56,495832136899029.1,495832136899029.1,109.7,19260817.0,1000.0,adaptive,auto,0.530159,0.554507,0.554507
2.0,0.0001,0.001,logistic,30.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances']",0.7919471007529546,0.536702,0.564439,0.564439,0.529619,0.513334,0.513334,546095065494602.4,570520692409291.1,570520692409291.1,49.71,19260817.0,1000.0,adaptive,auto,0.534467,0.566038,0.566038
3.0,0.0001,0.001,logistic,30.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances']",0.7919471007529546,0.546354,0.574311,0.574311,0.524073,0.507483,0.507483,460682841718582.56,482934265881823.0,482934265881823.0,109.78,19260817.0,1000.0,adaptive,auto,0.523583,0.5587,0.5587
4.0,0.0001,0.001,logistic,30.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances']",0.7919471007529546,0.538442,0.566468,0.566468,0.528624,0.512137,0.512137,518674586245587.6,543171207518254.2,543171207518254.2,87.1,19260817.0,1000.0,adaptive,auto,0.538549,0.556604,0.556604
5.0,0.0001,0.001,logistic,30.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances']",0.7919471007529546,0.544127,0.576107,0.576107,0.525358,0.506411,0.506411,482389914264543.9,505354304339011.75,505354304339011.75,198.07,19260817.0,1000.0,adaptive,auto,0.531066,0.573375,0.573375
1.0,1e-08,0.001,logistic,30.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances']",0.7919471007529546,0.538514,0.568841,0.568841,0.528582,0.510733,0.510733,450974401622628.5,472976526805469.2,472976526805469.2,36.66,19260817.0,1000.0,adaptive,auto,0.548526,0.610063,0.610063
1.0,1e-06,0.001,logistic,30.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances']",0.7919471007529546,0.538514,0.568841,0.568841,0.528582,0.510733,0.510733,450974415358702.5,472976649332945.0,472976649332945.0,34.97,19260817.0,1000.0,adaptive,auto,0.548526,0.610063,0.610063
1.0,0.01,0.001,logistic,30.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances']",0.7919471007529546,0.537947,0.568566,0.568566,0.528907,0.510896,0.510896,449096090855874.4,471289343566234.6,471289343566234.6,38.83,19260817.0,1000.0,adaptive,auto,0.552381,0.595388,0.595388
1.0,0.1,0.001,logistic,30.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances']",0.7919471007529546,0.502693,0.527288,0.527288,0.548713,0.534778,0.534778,625896138790638.9,640949900729610.6,640949900729610.6,17.84,19260817.0,1000.0,adaptive,auto,0.510204,0.570231,0.570231
1.0,0.0001,0.0001,logistic,30.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances']",0.7919471007529546,0.502347,0.527192,0.527192,0.548904,0.534832,0.534832,660999022254733.8,675610044231465.4,675610044231465.4,32.44,19260817.0,1000.0,adaptive,auto,0.507483,0.569182,0.569182
