alpha,gb_n_estimators,gb_max_features,gb_max_samples,gb_learning_rate,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,Train Brownlow Metric,Val Brownlow Metric,Test Brownlow Metric
0.0001,100.0,0.4,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.506474,0.533901,0.533901,0.546623,0.531024,0.531024,705257106158334.8,721215352200557.8,721215352200557.8,1332.47,19260817.0,0.52585,0.563941,0.563941
10.0,100.0,0.85,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,0.507274,0.536981,0.536981,0.54618,0.529267,0.529267,702444679370557.6,714876799910656.8,714876799910656.8,1626.69,19260817.0,0.52449,0.563941,0.563941
0.0001,25.0,0.4,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,0.507211,0.536174,0.536174,0.546215,0.529728,0.529728,700247995470075.0,712742748540540.9,712742748540540.9,100.37,19260817.0,0.520181,0.554507,0.554507
10.0,25.0,0.85,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.505862,0.532136,0.532136,0.546962,0.532029,0.532029,696455737383752.8,709086275240197.2,709086275240197.2,91.92,19260817.0,0.522449,0.560797,0.560797
0.0001,25.0,0.85,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,0.507283,0.536155,0.536155,0.546175,0.529738,0.529738,696226837176423.6,708970439548182.2,708970439548182.2,123.89,19260817.0,0.523583,0.560797,0.560797
10.0,100.0,0.4,0.85,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.505881,0.532154,0.532154,0.546952,0.532018,0.532018,695119761661005.6,707619665969065.6,707619665969065.6,1240.87,19260817.0,0.522449,0.560797,0.560797
0.0001,25.0,0.4,0.85,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,0.507249,0.536514,0.536514,0.546194,0.529533,0.529533,698328111967564.1,710589617383130.9,710589617383130.9,106.74,19260817.0,0.520408,0.560797,0.560797
0.0001,25.0,0.4,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.506483,0.534193,0.534193,0.546619,0.530858,0.530858,695171555059843.1,709198882694692.9,709198882694692.9,93.94,19260817.0,0.519274,0.571279,0.571279
0.0001,100.0,0.4,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.506999,0.534918,0.534918,0.546333,0.530445,0.530445,717575650399116.6,730308304906831.5,730308304906831.5,1477.68,19260817.0,0.529932,0.575472,0.575472
10.0,100.0,0.4,0.85,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.507498,0.536832,0.536832,0.546056,0.529352,0.529352,698965710081417.8,710449386793147.0,710449386793147.0,1450.73,19260817.0,0.522902,0.563941,0.563941
10.0,100.0,0.4,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497558,0.527354,0.527354,0.551539,0.534741,0.534741,628542788992129.8,633165935108698.0,633165935108698.0,884.64,19260817.0,0.508617,0.572327,0.572327
0.0001,100.0,0.4,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.507865,0.537195,0.537195,0.545853,0.529144,0.529144,709758032683272.5,720755800839648.1,720755800839648.1,1437.56,19260817.0,0.528345,0.568134,0.568134
10.0,100.0,0.4,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,0.506498,0.534456,0.534456,0.54661,0.530708,0.530708,707999975153124.8,721881657321262.8,721881657321262.8,1435.09,19260817.0,0.527211,0.563941,0.563941
10.0,25.0,0.4,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.406209,0.427578,0.427578,0.599584,0.588482,0.588482,912732896980016.0,953992025437806.4,953992025437806.4,91.93,19260817.0,0.556689,0.585954,0.585954
0.0001,100.0,0.85,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.505869,0.532078,0.532078,0.546959,0.532062,0.532062,699821032057565.1,712560959927029.6,712560959927029.6,1295.81,19260817.0,0.523129,0.560797,0.560797
10.0,100.0,0.85,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.50706,0.536188,0.536188,0.546299,0.52972,0.52972,696651288764853.1,709659706471204.2,709659706471204.2,1603.46,19260817.0,0.526531,0.563941,0.563941
10.0,25.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.504997,0.530666,0.530666,0.547441,0.532864,0.532864,683857113500592.5,697960575691756.1,697960575691756.1,90.38,19260817.0,0.519048,0.559748,0.559748
10.0,25.0,0.4,0.85,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.505864,0.531988,0.531988,0.546961,0.532113,0.532113,693712184091768.8,706355617287489.2,706355617287489.2,89.58,19260817.0,0.523129,0.560797,0.560797
10.0,100.0,0.85,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.506567,0.535404,0.535404,0.546572,0.530167,0.530167,694746925492060.1,707898051530442.0,707898051530442.0,1432.58,19260817.0,0.521995,0.560797,0.560797
10.0,100.0,0.85,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.5079,0.537071,0.537071,0.545833,0.529216,0.529216,704454741808908.0,715571049437242.2,715571049437242.2,1947.5,19260817.0,0.526304,0.563941,0.563941
10.0,25.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,0.44933,0.47105,0.47105,0.577403,0.565695,0.565695,838420001530629.4,867022803119595.6,867022803119595.6,112.05,19260817.0,0.548526,0.559748,0.559748
10.0,25.0,0.85,0.85,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.507497,0.536693,0.536693,0.546057,0.529431,0.529431,699599028935207.5,711015786402446.9,711015786402446.9,160.58,19260817.0,0.524943,0.563941,0.563941
10.0,100.0,0.85,0.85,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497628,0.527307,0.527307,0.5515,0.534767,0.534767,636360643963670.6,641681599716180.9,641681599716180.9,1213.57,19260817.0,0.507937,0.572327,0.572327
10.0,100.0,0.85,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497629,0.527291,0.527291,0.5515,0.534776,0.534776,636293458409823.0,641624603119859.9,641624603119859.9,1206.7,19260817.0,0.507937,0.572327,0.572327
0.0001,100.0,0.4,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.507031,0.536079,0.536079,0.546315,0.529782,0.529782,702458041044031.4,715646712178334.1,715646712178334.1,1344.73,19260817.0,0.527664,0.563941,0.563941
10.0,100.0,0.4,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.507457,0.536969,0.536969,0.546079,0.529274,0.529274,705421053297799.6,717208399826612.2,717208399826612.2,1451.84,19260817.0,0.524943,0.563941,0.563941
0.0001,25.0,0.4,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497591,0.527612,0.527612,0.551521,0.534595,0.534595,636685026989707.9,641550934749562.4,641550934749562.4,62.36,19260817.0,0.508617,0.568134,0.568134
10.0,25.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.48154,0.504946,0.504946,0.560262,0.54727,0.54727,802875749833124.1,828336047484206.1,828336047484206.1,128.35,19260817.0,0.53424,0.572327,0.572327
10.0,25.0,0.85,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,0.50729,0.536307,0.536307,0.546171,0.529652,0.529652,696555007830677.4,709322710556823.5,709322710556823.5,148.22,19260817.0,0.52449,0.560797,0.560797
10.0,100.0,0.4,0.85,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.506911,0.536326,0.536326,0.546382,0.529641,0.529641,697162765514008.0,709358869314916.4,709358869314916.4,1300.51,19260817.0,0.526757,0.561845,0.561845
0.0001,25.0,0.85,0.85,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.506567,0.535407,0.535407,0.546572,0.530165,0.530165,694295024009618.4,707351219172012.6,707351219172012.6,108.42,19260817.0,0.521995,0.560797,0.560797
10.0,100.0,0.4,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.506474,0.533901,0.533901,0.546623,0.531024,0.531024,705257106158334.8,721215352200557.8,721215352200557.8,1336.67,19260817.0,0.52585,0.563941,0.563941
0.0001,100.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.505077,0.533263,0.533263,0.547397,0.531387,0.531387,717138713513515.0,731925631481532.0,731925631481532.0,1293.57,19260817.0,0.524943,0.560797,0.560797
0.0001,100.0,0.85,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.507062,0.536143,0.536143,0.546298,0.529745,0.529745,696467364776740.1,709595123120666.4,709595123120666.4,1680.95,19260817.0,0.526531,0.563941,0.563941
10.0,25.0,0.85,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497487,0.526444,0.526444,0.551578,0.535255,0.535255,630827011939211.1,636721870505638.2,636721870505638.2,86.92,19260817.0,0.506576,0.578616,0.578616
0.0001,100.0,0.4,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497625,0.527352,0.527352,0.551502,0.534742,0.534742,639470966248322.6,644886585607337.6,644886585607337.6,862.92,19260817.0,0.507937,0.572327,0.572327
0.0001,100.0,0.85,0.85,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.506914,0.536304,0.536304,0.54638,0.529654,0.529654,695888649046352.6,708143936008889.6,708143936008889.6,1560.54,19260817.0,0.526304,0.557652,0.557652
10.0,25.0,0.85,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.502462,0.530341,0.530341,0.548841,0.533048,0.533048,709942608821756.5,728223521839264.6,728223521839264.6,67.88,19260817.0,0.528118,0.568134,0.568134
