alpha,n_estimators,max_features,max_samples,weighted,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,n_jobs,Train Brownlow Metric,Val Brownlow Metric,Test Brownlow Metric
0.01,25.0,0.4,0.85,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists']",0.924898549042972,0.440542,0.464774,0.464774,0.581992,0.569041,0.569041,667774633265642.0,690896393167992.2,690896393167992.2,6.26,19260817.0,-1.0,0.543537,0.575472,0.575472
0.0001,100.0,0.4,0.85,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.459771,0.484429,0.484429,0.571903,0.558495,0.558495,685209452080747.0,707452011306753.4,707452011306753.4,28.25,19260817.0,-1.0,0.542177,0.585954,0.585954
0.0001,50.0,0.55,0.85,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.471593,0.496644,0.496644,0.565611,0.55184,0.55184,720058241166144.2,743773945749267.8,743773945749267.8,18.87,19260817.0,-1.0,0.544218,0.575472,0.575472
0.0001,50.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.441177,0.465768,0.465768,0.581661,0.568513,0.568513,703392678860664.1,727914245496046.9,727914245496046.9,19.91,19260817.0,-1.0,0.54263,0.593291,0.593291
0.0001,50.0,0.4,0.85,0.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.362654,0.387203,0.387203,0.621185,0.608883,0.608883,730767175317662.0,759090077329411.9,759090077329411.9,14.49,19260817.0,-1.0,0.534694,0.597484,0.597484
0.0001,50.0,0.4,0.85,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s']",0.9130469708326392,0.460058,0.485018,0.485018,0.571751,0.558176,0.558176,676077436313177.6,697671258555851.9,697671258555851.9,13.42,19260817.0,-1.0,0.542177,0.581761,0.581761
0.0001,50.0,0.4,0.85,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists']",0.924898549042972,0.435439,0.459677,0.459677,0.58464,0.571744,0.571744,695366351831464.6,720005529315847.5,720005529315847.5,14.04,19260817.0,-1.0,0.54059,0.587002,0.587002
0.0001,25.0,0.7,0.85,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.498635,0.524827,0.524827,0.550948,0.536168,0.536168,709286725225771.2,728808783564074.4,728808783564074.4,13.43,19260817.0,-1.0,0.528571,0.568134,0.568134
0.0001,25.0,0.55,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.457055,0.482007,0.482007,0.573338,0.559805,0.559805,749269591278861.2,776723924963843.8,776723924963843.8,12.33,19260817.0,-1.0,0.544898,0.578616,0.578616
0.0001,25.0,0.55,0.85,0.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.398453,0.422978,0.422978,0.603487,0.590842,0.590842,793450821424379.1,826558849968113.2,826558849968113.2,8.65,19260817.0,-1.0,0.557143,0.587002,0.587002
0.0001,25.0,0.55,0.85,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s']",0.9130469708326392,0.465014,0.489896,0.489896,0.569121,0.555526,0.555526,746723771493103.1,773549093915602.2,773549093915602.2,7.59,19260817.0,-1.0,0.539909,0.581761,0.581761
0.0001,25.0,0.55,0.85,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists']",0.924898549042972,0.48996,0.515957,0.515957,0.555693,0.541149,0.541149,700582817844492.4,722205665973825.2,722205665973825.2,8.29,19260817.0,-1.0,0.529705,0.577568,0.577568
0.0001,25.0,0.4,0.55,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.441604,0.466116,0.466116,0.581439,0.568327,0.568327,707957163819197.6,733951738134178.2,733951738134178.2,9.71,19260817.0,-1.0,0.546259,0.585954,0.585954
0.0001,25.0,0.4,0.7,0.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.366089,0.390045,0.390045,0.619509,0.607469,0.607469,733510384638083.5,764315986910269.5,764315986910269.5,8.56,19260817.0,-1.0,0.547392,0.59434,0.59434
0.0001,25.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s']",0.9130469708326392,0.456171,0.481058,0.481058,0.573805,0.560318,0.560318,671890986462820.4,693936041288547.0,693936041288547.0,9.45,19260817.0,-1.0,0.54263,0.575472,0.575472
0.0001,25.0,0.4,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists']",0.924898549042972,0.441771,0.466314,0.466314,0.581353,0.568222,0.568222,701521877772628.6,726426062373261.8,726426062373261.8,7.15,19260817.0,-1.0,0.542404,0.579665,0.579665
0.0001,25.0,0.4,0.85,0.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s']",0.9130469708326392,0.376989,0.400616,0.400616,0.61416,0.602182,0.602182,684114809398545.0,710976308346166.9,710976308346166.9,7.32,19260817.0,-1.0,0.54966,0.573375,0.573375
0.0001,25.0,0.4,0.85,0.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists']",0.924898549042972,0.365105,0.389151,0.389151,0.619989,0.607914,0.607914,727519336347851.1,757335434581020.1,757335434581020.1,6.03,19260817.0,-1.0,0.547619,0.591195,0.591195
0.01,400.0,0.4,0.4,0.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.399229,0.423556,0.423556,0.603098,0.590546,0.590546,676915498009519.8,700890938834181.0,700890938834181.0,131.42,19260817.0,-1.0,0.548073,0.598532,0.598532
0.0001,200.0,0.4,0.4,0.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.391195,0.4155,0.4155,0.607117,0.594658,0.594658,713859529719217.4,740281293042319.9,740281293042319.9,107.72,19260817.0,-1.0,0.548753,0.578616,0.578616
0.0001,400.0,0.55,0.4,0.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.434777,0.459442,0.459442,0.584983,0.571869,0.571869,739340727452984.9,766386100685906.0,766386100685906.0,410.08,19260817.0,-1.0,0.54898,0.591195,0.591195
0.0001,400.0,0.4,0.4,0.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s']",0.9130469708326392,0.394527,0.419075,0.419075,0.605453,0.592837,0.592837,694710507808305.8,719606165990667.2,719606165990667.2,164.26,19260817.0,-1.0,0.550794,0.581761,0.581761
0.0001,400.0,0.4,0.4,0.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists']",0.924898549042972,0.39204,0.416293,0.416293,0.606696,0.594255,0.594255,707975697596133.0,733564554453024.9,733564554453024.9,167.33,19260817.0,-1.0,0.549206,0.589099,0.589099
1.0,400.0,0.4,0.4,0.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.121887,0.126038,0.126038,0.729136,0.727146,0.727146,61476937163811.34,61168797506267.305,61168797506267.305,100.84,19260817.0,-1.0,0.505215,0.557652,0.557652
0.01,200.0,0.4,0.4,0.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.388501,0.412603,0.412603,0.608459,0.59613,0.59613,679067375667891.6,703413918587152.2,703413918587152.2,64.28,19260817.0,-1.0,0.551927,0.591195,0.591195
0.01,400.0,0.55,0.4,0.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.433271,0.45761,0.45761,0.585762,0.572837,0.572837,703005935617128.6,727619088096137.6,727619088096137.6,145.23,19260817.0,-1.0,0.543311,0.589099,0.589099
0.01,400.0,0.4,0.55,0.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.399223,0.423562,0.423562,0.603101,0.590543,0.590543,676887493215679.0,700853817880561.2,700853817880561.2,114.28,19260817.0,-1.0,0.547392,0.598532,0.598532
0.01,400.0,0.4,0.4,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.467209,0.491983,0.491983,0.567952,0.554389,0.554389,644791311357109.1,663166835172363.8,663166835172363.8,130.73,19260817.0,-1.0,0.537188,0.577568,0.577568
0.01,400.0,0.4,0.4,0.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s']",0.9130469708326392,0.391835,0.416141,0.416141,0.606798,0.594332,0.594332,661881204234579.8,684803117120864.5,684803117120864.5,113.79,19260817.0,-1.0,0.544444,0.589099,0.589099
0.01,400.0,0.4,0.4,0.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists']",0.924898549042972,0.389329,0.413427,0.413427,0.608047,0.595712,0.595712,673501589882631.5,697068768046221.1,697068768046221.1,125.54,19260817.0,-1.0,0.548753,0.595388,0.595388
0.0001,200.0,0.55,0.4,0.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.424486,0.448923,0.448923,0.590284,0.577406,0.577406,748597558881839.9,776508624803789.4,776508624803789.4,195.94,19260817.0,-1.0,0.548299,0.592243,0.592243
0.0001,400.0,0.7,0.4,0.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.477581,0.502751,0.502751,0.562397,0.548482,0.548482,736254946748253.2,760638085967106.0,760638085967106.0,959.05,19260817.0,-1.0,0.537642,0.577568,0.577568
0.0001,400.0,0.55,0.55,0.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.434789,0.459468,0.459468,0.584977,0.571855,0.571855,739313981343343.4,766353029060055.4,766353029060055.4,321.17,19260817.0,-1.0,0.54898,0.591195,0.591195
0.0001,400.0,0.55,0.4,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.481818,0.507304,0.507304,0.560112,0.545965,0.545965,698485191213071.9,719477335021209.9,719477335021209.9,405.32,19260817.0,-1.0,0.535147,0.577568,0.577568
0.0001,400.0,0.55,0.4,0.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s']",0.9130469708326392,0.449674,0.47425,0.47425,0.577222,0.563981,0.563981,738170737645611.6,764510155655808.8,764510155655808.8,400.92,19260817.0,-1.0,0.543764,0.585954,0.585954
0.0001,400.0,0.55,0.4,0.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists']",0.924898549042972,0.444063,0.468728,0.468728,0.580158,0.566936,0.566936,740559572219201.4,767291404737670.1,767291404737670.1,447.7,19260817.0,-1.0,0.545805,0.584906,0.584906
0.0001,200.0,0.4,0.4,0.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists']",0.924898549042972,0.38314,0.407161,0.407161,0.61112,0.598885,0.598885,711054595885237.6,736789862313030.2,736789862313030.2,89.25,19260817.0,-1.0,0.547392,0.584906,0.584906
0.0001,400.0,0.4,0.55,0.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists']",0.924898549042972,0.39204,0.416304,0.416304,0.606696,0.594249,0.594249,707964730485693.9,733546429513420.2,733546429513420.2,142.99,19260817.0,-1.0,0.549206,0.589099,0.589099
0.0001,400.0,0.4,0.4,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists']",0.924898549042972,0.463756,0.488437,0.488437,0.56979,0.55632,0.55632,674882786922771.2,695453180247965.6,695453180247965.6,172.16,19260817.0,-1.0,0.539002,0.581761,0.581761
0.0001,400.0,0.4,0.4,0.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions']",0.9306217431588558,0.400957,0.42356,0.42356,0.60223,0.590544,0.590544,746652814476750.0,776144813774520.0,776144813774520.0,260.36,19260817.0,-1.0,0.543764,0.583857,0.583857
0.01,25.0,0.4,0.4,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.44053,0.464697,0.464697,0.581998,0.569082,0.569082,674848812665122.2,698743898583961.9,698743898583961.9,8.43,19260817.0,-1.0,0.546032,0.579665,0.579665
0.0001,50.0,0.4,0.4,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.441205,0.465764,0.465764,0.581647,0.568515,0.568515,702511000556822.9,726995582155193.6,726995582155193.6,28.69,19260817.0,-1.0,0.54263,0.593291,0.593291
0.0001,25.0,0.55,0.4,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.456961,0.481865,0.481865,0.573388,0.559882,0.559882,748895194702584.1,776353768777427.5,776353768777427.5,20.16,19260817.0,-1.0,0.544671,0.581761,0.581761
0.0001,25.0,0.4,0.4,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s']",0.9130469708326392,0.456159,0.480949,0.480949,0.573811,0.560377,0.560377,671585763228331.0,693680839280327.0,693680839280327.0,14.92,19260817.0,-1.0,0.54263,0.578616,0.578616
0.0001,25.0,0.4,0.4,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists']",0.924898549042972,0.441845,0.46633,0.46633,0.581314,0.568214,0.568214,700692837599565.5,725521927212583.0,725521927212583.0,11.24,19260817.0,-1.0,0.542404,0.579665,0.579665
0.01,50.0,0.4,0.4,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.43978,0.464126,0.464126,0.582388,0.569385,0.569385,668824413622587.5,691057189892642.1,691057189892642.1,16.42,19260817.0,-1.0,0.54263,0.596436,0.596436
0.0001,100.0,0.4,0.4,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.459503,0.48419,0.48419,0.572044,0.558625,0.558625,685093918359003.0,707339475461597.8,707339475461597.8,54.5,19260817.0,-1.0,0.543311,0.585954,0.585954
0.0001,50.0,0.55,0.4,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.471534,0.496656,0.496656,0.565642,0.551833,0.551833,720167884124587.2,743783456392100.1,743783456392100.1,55.54,19260817.0,-1.0,0.545578,0.581761,0.581761
0.0001,50.0,0.4,0.55,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.441108,0.465699,0.465699,0.581697,0.568549,0.568549,702487652770766.5,726966051679378.1,726966051679378.1,26.95,19260817.0,-1.0,0.54263,0.593291,0.593291
