alpha,n_estimators,max_features,max_samples,weighted,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,n_jobs,Train Brownlow Metric,Val Brownlow Metric,Test Brownlow Metric
100.0,25.0,0.85,0.4,0.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,-0.0,-0.0,-0.0,0.778096,0.777813,0.777813,158916973577.30005,158934764192.7479,158934764192.7479,10.46,19260817.0,-1.0,0.235374,0.21174,0.21174
100.0,25.0,0.4,0.85,0.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-0.0,-0.0,-0.0,0.778096,0.777813,0.777813,1315170347304.0315,1315317579467.9128,1315317579467.9128,2.42,19260817.0,-1.0,0.235374,0.21174,0.21174
0.0001,400.0,0.4,0.85,0.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.404619,0.425788,0.425788,0.600386,0.589402,0.589402,741547641946822.1,771204564749432.2,771204564749432.2,169.88,19260817.0,-1.0,0.545125,0.590147,0.590147
100.0,25.0,0.4,0.4,0.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-0.0,-0.0,-0.0,0.778096,0.777813,0.777813,158916973577.30005,158934764192.7479,158934764192.7479,2.51,19260817.0,-1.0,0.235374,0.21174,0.21174
100.0,25.0,0.85,0.85,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,-6e-06,-6e-06,-6e-06,0.778099,0.777816,0.777816,7741772693501.011,7742639378146.303,7742639378146.303,10.92,19260817.0,-1.0,0.235374,0.21174,0.21174
1.0,100.0,0.7,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.281141,0.29159,0.29159,0.659713,0.654662,0.654662,160064567193585.2,159260494404209.2,159260494404209.2,36.91,19260817.0,-1.0,0.505215,0.557652,0.557652
0.01,100.0,0.7,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.497124,0.522247,0.522247,0.551777,0.537622,0.537622,673965444047240.1,691188625834552.9,691188625834552.9,50.02,19260817.0,-1.0,0.528345,0.573375,0.573375
10.0,100.0,0.7,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,-2e-06,-2e-06,-2e-06,0.778097,0.777814,0.777814,3801296842025.4976,3801722393864.281,3801722393864.281,34.93,19260817.0,-1.0,0.235374,0.21174,0.21174
1.0,50.0,0.7,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.281425,0.291888,0.291888,0.659583,0.654525,0.654525,160929558452427.5,160129584833625.12,160129584833625.12,17.8,19260817.0,-1.0,0.505215,0.557652,0.557652
1.0,200.0,0.7,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.281433,0.291896,0.291896,0.659579,0.654521,0.654521,159976578064003.1,159169122123184.56,159169122123184.56,68.51,19260817.0,-1.0,0.505215,0.557652,0.557652
1.0,100.0,0.55,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.280943,0.291383,0.291383,0.659804,0.654758,0.654758,160367884166163.72,159568001841155.4,159568001841155.4,28.83,19260817.0,-1.0,0.505215,0.557652,0.557652
1.0,100.0,0.85,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.281517,0.291983,0.291983,0.659541,0.654481,0.654481,159931991738091.28,159123413957759.97,159123413957759.97,37.31,19260817.0,-1.0,0.505215,0.557652,0.557652
1.0,100.0,0.7,0.55,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.280531,0.290953,0.290953,0.659993,0.654957,0.654957,159336767331304.44,158532661816427.53,158532661816427.53,34.83,19260817.0,-1.0,0.505215,0.557652,0.557652
1.0,100.0,0.7,0.85,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.281526,0.291992,0.291992,0.659537,0.654477,0.654477,160753024108499.12,159950750685055.66,159950750685055.66,33.38,19260817.0,-1.0,0.505215,0.557652,0.557652
1.0,100.0,0.7,0.7,0.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.1988,0.205828,0.205828,0.696472,0.693159,0.693159,105537960729564.6,105006772619093.05,105006772619093.05,36.27,19260817.0,-1.0,0.505215,0.557652,0.557652
1.0,100.0,0.7,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions']",0.9306217431588558,0.281317,0.291774,0.291774,0.659632,0.654578,0.654578,159992756621773.34,159186501009728.2,159186501009728.2,36.13,19260817.0,-1.0,0.505215,0.557652,0.557652
1.0,100.0,0.7,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s']",0.9417404842109904,0.281187,0.291639,0.291639,0.659692,0.65464,0.65464,160057983881850.9,159253433171821.47,159253433171821.47,37.05,19260817.0,-1.0,0.505215,0.557652,0.557652
0.0001,100.0,0.7,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.497645,0.523439,0.523439,0.551491,0.536951,0.536951,715134471854616.2,735412825982200.8,735412825982200.8,156.2,19260817.0,-1.0,0.533333,0.567086,0.567086
0.01,50.0,0.7,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.500357,0.525973,0.525973,0.550001,0.535521,0.535521,662678228932528.5,677976910802208.5,677976910802208.5,23.56,19260817.0,-1.0,0.527664,0.573375,0.573375
0.01,200.0,0.7,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.496437,0.521549,0.521549,0.552154,0.538015,0.538015,675237478380210.8,692586056947362.5,692586056947362.5,98.94,19260817.0,-1.0,0.529025,0.573375,0.573375
0.01,100.0,0.55,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.47989,0.503712,0.503712,0.561152,0.547952,0.547952,688272912280731.6,710474736304949.1,710474736304949.1,38.28,19260817.0,-1.0,0.535601,0.579665,0.579665
0.01,100.0,0.85,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.504523,0.5308,0.5308,0.547703,0.532788,0.532788,658576115212983.9,671385932782832.4,671385932782832.4,55.21,19260817.0,-1.0,0.522449,0.567086,0.567086
0.01,100.0,0.7,0.55,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.497062,0.522173,0.522173,0.551811,0.537664,0.537664,673657220847576.8,690903461078229.5,690903461078229.5,55.69,19260817.0,-1.0,0.528345,0.573375,0.573375
0.01,100.0,0.7,0.85,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.497189,0.522297,0.522297,0.551742,0.537594,0.537594,673717713265460.5,690905990356867.9,690905990356867.9,37.38,19260817.0,-1.0,0.528345,0.573375,0.573375
0.01,100.0,0.7,0.7,0.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.477043,0.500857,0.500857,0.562686,0.549525,0.549525,710908658638084.0,734137494187264.5,734137494187264.5,47.34,19260817.0,-1.0,0.53424,0.582809,0.582809
0.01,100.0,0.7,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions']",0.9306217431588558,0.497827,0.523181,0.523181,0.551391,0.537096,0.537096,672441144440686.6,689328644368690.4,689328644368690.4,52.69,19260817.0,-1.0,0.529025,0.573375,0.573375
0.01,100.0,0.7,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s']",0.9417404842109904,0.501264,0.526468,0.526468,0.549501,0.535241,0.535241,663316683868214.0,678409906323313.9,678409906323313.9,54.85,19260817.0,-1.0,0.526757,0.570231,0.570231
10.0,50.0,0.7,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,-2e-06,-2e-06,-2e-06,0.778097,0.777814,0.777814,4719926037768.513,4720454429337.963,4720454429337.963,21.2,19260817.0,-1.0,0.235374,0.21174,0.21174
1.0,25.0,0.7,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.282098,0.29259,0.29259,0.659274,0.6542,0.6542,160569334869418.28,159760340055403.88,159760340055403.88,9.3,19260817.0,-1.0,0.505215,0.557652,0.557652
1.0,50.0,0.55,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.281004,0.291447,0.291447,0.659776,0.654729,0.654729,160725175862611.84,159927507369408.47,159927507369408.47,15.0,19260817.0,-1.0,0.505215,0.557652,0.557652
1.0,50.0,0.85,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.281655,0.292127,0.292127,0.659477,0.654415,0.654415,160436667501497.8,159630744477995.44,159630744477995.44,18.86,19260817.0,-1.0,0.505215,0.557652,0.557652
1.0,50.0,0.7,0.55,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.280688,0.291117,0.291117,0.659921,0.654881,0.654881,159848773699483.75,159047201293462.22,159047201293462.22,16.33,19260817.0,-1.0,0.505215,0.557652,0.557652
1.0,50.0,0.7,0.85,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.281306,0.291763,0.291763,0.659637,0.654583,0.654583,160089264676948.97,159283857809056.2,159283857809056.2,17.14,19260817.0,-1.0,0.505215,0.557652,0.557652
1.0,50.0,0.7,0.7,0.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.21456,0.222211,0.222211,0.689588,0.685972,0.685972,115619346174484.34,115041695603427.92,115041695603427.92,17.44,19260817.0,-1.0,0.505215,0.557652,0.557652
1.0,50.0,0.7,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions']",0.9306217431588558,0.281863,0.292344,0.292344,0.659382,0.654314,0.654314,161037995731365.3,160234824240725.8,160234824240725.8,17.27,19260817.0,-1.0,0.505215,0.557652,0.557652
1.0,50.0,0.7,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s']",0.9417404842109904,0.281414,0.291876,0.291876,0.659588,0.65453,0.65453,160902871971056.06,160102793077501.28,160102793077501.28,18.98,19260817.0,-1.0,0.505215,0.557652,0.557652
10.0,200.0,0.7,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,-0.0,-0.0,-0.0,0.778096,0.777813,0.777813,74184217894.9273,74192522752.88647,74192522752.88647,66.54,19260817.0,-1.0,0.235374,0.21174,0.21174
1.0,400.0,0.7,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.280866,0.291303,0.291303,0.659839,0.654795,0.654795,159456034362276.06,158649770437301.62,158649770437301.62,142.95,19260817.0,-1.0,0.505215,0.557652,0.557652
1.0,200.0,0.55,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.281446,0.291909,0.291909,0.659573,0.654515,0.654515,160076616209485.84,159269821179835.2,159269821179835.2,61.0,19260817.0,-1.0,0.505215,0.557652,0.557652
1.0,200.0,0.85,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.281664,0.292137,0.292137,0.659473,0.65441,0.65441,160250127072653.6,159442665362680.7,159442665362680.7,71.16,19260817.0,-1.0,0.505215,0.557652,0.557652
1.0,200.0,0.7,0.55,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.280777,0.29121,0.29121,0.65988,0.654838,0.654838,159580654711858.28,158776180008339.97,158776180008339.97,70.22,19260817.0,-1.0,0.505215,0.557652,0.557652
1.0,200.0,0.7,0.85,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.282036,0.292525,0.292525,0.659302,0.65423,0.65423,160728859719422.56,159921684175093.75,159921684175093.75,65.97,19260817.0,-1.0,0.505215,0.557652,0.557652
1.0,200.0,0.7,0.7,0.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.196397,0.203332,0.203332,0.697516,0.694247,0.694247,104000853841194.77,103476442885260.7,103476442885260.7,63.26,19260817.0,-1.0,0.505215,0.557652,0.557652
1.0,200.0,0.7,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions']",0.9306217431588558,0.28153,0.291997,0.291997,0.659535,0.654475,0.654475,160303996579498.3,159498192728599.97,159498192728599.97,68.06,19260817.0,-1.0,0.505215,0.557652,0.557652
1.0,200.0,0.7,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s']",0.9417404842109904,0.281399,0.29186,0.29186,0.659595,0.654538,0.654538,159896585850720.34,159088824929415.9,159088824929415.9,64.35,19260817.0,-1.0,0.505215,0.557652,0.557652
10.0,100.0,0.55,0.7,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,-2e-06,-2e-06,-2e-06,0.778097,0.777814,0.777814,3801296842025.4976,3801722393864.281,3801722393864.281,26.71,19260817.0,-1.0,0.235374,0.21174,0.21174
