n_estimators,max_depth,max_samples,max_features,ccp_alpha,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,n_jobs,bootstrap,Train Brownlow Metric,Val Brownlow Metric,Test Brownlow Metric
25.0,3.0,0.85,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.102347,0.10471,0.10471,0.737204,0.735965,0.735965,59696109762798.85,59803136030833.23,59803136030833.2,0.55,19260817.0,-1.0,True,0.505215,0.557652,0.557652
25.0,3.0,0.85,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.116446,0.121023,0.121023,0.731391,0.729229,0.729229,36153319322968.99,36290479692614.8,36290479692614.8,2.62,19260817.0,-1.0,True,0.501134,0.544025,0.544025
25.0,3.0,0.85,0.85,1e-08,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.476914,0.504029,0.504029,0.562756,0.547777,0.547777,333421751491932.2,338684192957500.6,338684192957500.6,0.53,19260817.0,-1.0,True,0.522222,0.574423,0.574423
25.0,3.0,0.85,0.85,1e-08,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.479407,0.507716,0.507716,0.561413,0.545737,0.545737,310594545638957.5,316637959808508.0,316637959808508.0,3.9,19260817.0,-1.0,True,0.530839,0.563941,0.563941
25.0,3.0,0.85,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.269094,0.276916,0.276916,0.665218,0.661408,0.661408,166711489214629.53,166792017753051.75,166792017753051.72,0.38,19260817.0,-1.0,True,0.505215,0.557652,0.557652
25.0,3.0,0.85,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.231223,0.239433,0.239433,0.682234,0.678335,0.678335,103194741077709.23,103298460755293.23,103298460755293.23,3.72,19260817.0,-1.0,True,0.506122,0.546122,0.546122
25.0,192.0,0.4,0.4,1e-08,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.588937,0.517815,0.517815,0.49887,0.54011,0.54011,402733446648017.06,451646342171368.8,451646342171368.8,1.33,19260817.0,-1.0,True,0.614286,0.545073,0.545073
25.0,192.0,0.4,0.4,1e-08,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.863175,0.553846,0.553846,0.287817,0.519538,0.519538,241474349401884.8,512339823295220.7,512339823295220.7,12.62,19260817.0,-1.0,True,0.754649,0.597484,0.597484
25.0,192.0,0.4,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.102307,0.104666,0.104666,0.73722,0.735983,0.735983,59391075049807.88,59499132903251.05,59499132903251.05,10.3,19260817.0,-1.0,True,0.505215,0.557652,0.557652
25.0,192.0,0.4,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.103128,0.107293,0.107293,0.736883,0.734902,0.734902,40830835133801.85,40883096286674.22,40883096286674.22,35.7,19260817.0,-1.0,True,0.501134,0.544025,0.544025
25.0,192.0,0.4,0.85,1e-08,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.588872,0.516776,0.516776,0.49891,0.540692,0.540692,402816882032276.0,451408483707138.2,451408483707138.2,1.5,19260817.0,-1.0,True,0.622222,0.554507,0.554507
25.0,192.0,0.4,0.85,1e-08,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.880546,0.543387,0.543387,0.268927,0.525593,0.525593,211664374548074.97,515126671816357.4,515126671816357.4,24.29,19260817.0,-1.0,True,0.769841,0.607966,0.607966
25.0,192.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.249443,0.255934,0.255934,0.674101,0.670936,0.670936,142406124068872.75,142474978858508.22,142474978858508.22,9.54,19260817.0,-1.0,True,0.505215,0.557652,0.557652
25.0,192.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.231183,0.239604,0.239604,0.682252,0.678258,0.678258,104346744304174.86,104625508590460.2,104625508590460.2,40.5,19260817.0,-1.0,True,0.506122,0.546122,0.546122
25.0,192.0,0.85,0.4,1e-08,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.599252,0.507281,0.507281,0.492571,0.545978,0.545978,396094825578492.9,452557578383117.1,452557578383117.1,2.13,19260817.0,-1.0,True,0.64263,0.549266,0.549266
25.0,192.0,0.85,0.4,1e-08,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.945945,0.55637,0.55637,0.180906,0.518066,0.518066,144991898595863.75,517214624156644.6,517214624156644.6,22.25,19260817.0,-1.0,True,0.823583,0.601677,0.601677
25.0,192.0,0.85,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.102347,0.10471,0.10471,0.737204,0.735965,0.735965,59696109762798.85,59803136030833.2,59803136030833.2,15.32,19260817.0,-1.0,True,0.505215,0.557652,0.557652
25.0,192.0,0.85,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.102059,0.105873,0.105873,0.737322,0.735487,0.735487,43689574219412.27,43739012577420.04,43739012577420.04,87.4,19260817.0,-1.0,True,0.501134,0.544025,0.544025
25.0,192.0,0.85,0.85,1e-08,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.59911,0.505183,0.505183,0.492658,0.547139,0.547139,396081878613465.0,453253640258596.3,453253640258596.3,2.48,19260817.0,-1.0,True,0.642404,0.550314,0.550314
25.0,192.0,0.85,0.85,1e-08,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.953834,0.538456,0.538456,0.167184,0.528423,0.528423,123795704924253.08,526786007353376.3,526786007353376.3,43.17,19260817.0,-1.0,True,0.82381,0.581761,0.581761
25.0,192.0,0.85,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.284573,0.292713,0.292713,0.658137,0.654144,0.654144,213294495868113.44,214372213418074.4,214372213418074.4,16.75,19260817.0,-1.0,True,0.505215,0.557652,0.557652
25.0,192.0,0.85,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.241097,0.249701,0.249701,0.677839,0.67374,0.67374,112118062984644.66,113305448661021.56,113305448661021.56,85.33,19260817.0,-1.0,True,0.506122,0.546122,0.546122
400.0,3.0,0.4,0.4,1e-08,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.3399,0.364259,0.364259,0.632176,0.620176,0.620176,308720842019856.1,318720423792187.44,318720423792187.44,4.01,19260817.0,-1.0,True,0.539229,0.581761,0.581761
400.0,3.0,0.4,0.4,1e-08,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.397283,0.41881,0.41881,0.604074,0.592972,0.592972,355712544881116.2,368741429495861.25,368741429495861.25,21.03,19260817.0,-1.0,True,0.537188,0.580713,0.580713
400.0,3.0,0.4,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.12387,0.127724,0.127724,0.728312,0.726444,0.726444,63950836550702.94,63907277437568.8,63907277437568.8,3.58,19260817.0,-1.0,True,0.505215,0.557652,0.557652
400.0,3.0,0.4,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.13812,0.142379,0.142379,0.722365,0.720316,0.720316,73278542758514.31,73324437658576.9,73324437658576.9,22.05,19260817.0,-1.0,True,0.505215,0.557652,0.557652
400.0,3.0,0.4,0.85,1e-08,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.460989,0.488711,0.488711,0.571258,0.556171,0.556171,333107093700289.6,339565720053313.94,339565720053313.94,4.32,19260817.0,-1.0,True,0.514512,0.57652,0.57652
400.0,3.0,0.4,0.85,1e-08,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.493044,0.520609,0.520609,0.554011,0.538543,0.538543,314856062075210.25,320317441689935.44,320317441689935.44,43.7,19260817.0,-1.0,True,0.515646,0.581761,0.581761
400.0,3.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.226733,0.233751,0.233751,0.684223,0.680864,0.680864,116290215705166.88,115935302944028.6,115935302944028.6,5.27,19260817.0,-1.0,True,0.505215,0.557652,0.557652
400.0,3.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.292883,0.303192,0.303192,0.654303,0.64928,0.64928,149974736698186.25,150395987657647.6,150395987657647.6,42.84,19260817.0,-1.0,True,0.505215,0.557652,0.557652
400.0,3.0,0.85,0.4,1e-08,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.339717,0.363988,0.363988,0.632264,0.620309,0.620309,308172797693046.0,318003060628029.75,318003060628029.75,6.19,19260817.0,-1.0,True,0.539002,0.585954,0.585954
400.0,3.0,0.85,0.4,1e-08,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.398738,0.420412,0.420412,0.603344,0.592154,0.592154,355570483448793.1,368337232066632.9,368337232066633.0,31.64,19260817.0,-1.0,True,0.537188,0.580713,0.580713
400.0,3.0,0.85,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.12468,0.128525,0.128525,0.727976,0.726111,0.726111,66691712119371.77,66610511490776.63,66610511490776.63,4.9,19260817.0,-1.0,True,0.505215,0.557652,0.557652
400.0,3.0,0.85,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.138765,0.143028,0.143028,0.722094,0.720043,0.720043,75221882167266.9,75248034242741.25,75248034242741.25,32.11,19260817.0,-1.0,True,0.505215,0.557652,0.557652
400.0,3.0,0.85,0.85,1e-08,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.460023,0.487675,0.487675,0.57177,0.556734,0.556734,332454218092537.44,338965017372774.9,338965017372774.9,6.09,19260817.0,-1.0,True,0.513832,0.57652,0.57652
