n_hidden_layers,lambda_lasso,learning_rate,activation,dropout_prob,num_epochs,epoch_batch_size,batch_normalisation,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,verbose,loss_function,batch_size,gpu,gpu_id,Train Brownlow Metric,Val Brownlow Metric,Test Brownlow Metric
1.0,1e-06,1.0,tanh,0.1,1000.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,-0.001033,0.026636,0.026636,0.778498,0.767384,0.767384,2079808842790528.0,2066621354313029.2,2066621354313029.2,1295.05,19260817.0,False,MSE,128.0,False,0.0,0.44898,0.475891,0.475891
5.0,1e-06,0.0001,relu,0.1,1000.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.23451,0.246628,0.246628,0.680774,0.675118,0.675118,643536703553691.6,652380536371215.2,652380536371215.2,60.79,19260817.0,False,MSE,128.0,False,0.0,0.531519,0.561845,0.561845
5.0,1e-06,1.0,relu,0.5,100.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-0.003933,-0.003937,-0.003937,0.779625,0.779343,0.779343,190888923929998.97,190910293777174.3,190910293777174.3,181.99,19260817.0,False,MSE,128.0,False,0.0,0.234921,0.21174,0.21174
5.0,0.1,0.0001,relu,0.5,1000.0,8192.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,-0.0,-0.0,-0.0,0.778096,0.777813,0.777813,1027589752648.801,1027704790417.9966,1027704790417.9966,1552.26,19260817.0,False,MSE,128.0,False,0.0,0.235374,0.21174,0.21174
5.0,0.1,1.0,relu,0.5,100.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,-0.002385,-0.002334,-0.002334,0.779024,0.77872,0.77872,127902276814475.6,127928417755758.52,127928417755758.52,6.95,19260817.0,False,MSE,128.0,False,0.0,0.235374,0.21174,0.21174
5.0,1e-06,1.0,tanh,0.1,100.0,8192.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,-0.130153,-0.131214,-0.131214,0.827183,0.827271,0.827271,769319104317027.9,771291884992295.5,771291884992295.5,155.38,19260817.0,False,MSE,128.0,False,0.0,0.040816,0.026205,0.026205
5.0,1e-06,0.0001,tanh,0.5,100.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.060454,0.059676,0.059676,0.75421,0.754247,0.754247,924885667051569.0,925806054432683.2,925806054432683.2,6.68,19260817.0,False,MSE,128.0,False,0.0,0.307937,0.354298,0.354298
5.0,1e-06,1.0,relu,0.1,100.0,128.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-10.423659,-10.43125,-10.43125,2.62988,2.629796,2.629796,9825902459432606.0,9827002460572506.0,9827002460572506.0,5.96,19260817.0,False,MSE,128.0,False,0.0,0.235374,0.21174,0.21174
1.0,0.1,0.0001,tanh,0.1,100.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.394935,0.409733,0.409733,0.605249,0.597585,0.597585,309792385334502.9,308291215980970.75,308291215980970.75,140.8,19260817.0,False,MSE,128.0,False,0.0,0.497052,0.585954,0.585954
1.0,1e-06,1.0,relu,0.5,1000.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-0.019827,-0.019842,-0.019842,0.785772,0.785492,0.785492,428540626245073.94,428588600991343.8,428588600991343.8,58.71,19260817.0,False,MSE,128.0,False,0.0,0.235374,0.21174,0.21174
5.0,1e-06,1.0,tanh,0.1,1000.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,-0.134044,-0.110506,-0.110506,0.828606,0.819664,0.819664,1084427385135224.4,1095438189365710.0,1095438189365710.0,65.11,19260817.0,False,MSE,128.0,False,0.0,0.248299,0.284067,0.284067
1.0,0.1,1.0,relu,0.1,100.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,0.289688,0.329781,0.329781,0.65578,0.636772,0.636772,552444696663213.6,566595976812102.6,566595976812102.6,5.28,19260817.0,False,MSE,128.0,False,0.0,0.514059,0.54717,0.54717
5.0,0.1,1.0,relu,0.5,100.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,-0.009997,-0.010025,-0.010025,0.781976,0.781702,0.781702,320291485986860.06,320275711687105.4,320275711687105.4,163.02,19260817.0,False,MSE,128.0,False,0.0,0.235374,0.21174,0.21174
1.0,0.1,0.0001,relu,0.5,1000.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.323267,0.3357,0.3357,0.640092,0.633953,0.633953,192416440449051.56,191447786259781.5,191447786259781.5,1480.71,19260817.0,False,MSE,128.0,False,0.0,0.499093,0.563941,0.563941
1.0,1e-06,1.0,tanh,0.1,1000.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,-0.156372,-0.161063,-0.161063,0.836724,0.838114,0.838114,1860565873131376.8,1857097198804439.2,1857097198804439.2,1384.04,19260817.0,False,MSE,128.0,False,0.0,0.437415,0.458071,0.458071
5.0,1e-06,0.0001,tanh,0.1,1000.0,128.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.410116,0.426492,0.426492,0.597608,0.58904,0.58904,636278739138950.0,639546548746003.5,639546548746003.5,61.16,19260817.0,False,MSE,128.0,False,0.0,0.502721,0.552411,0.552411
5.0,1e-06,0.0001,relu,0.1,100.0,128.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.007208,0.007649,0.007649,0.775287,0.774833,0.774833,224230126145415.2,224120174022256.97,224120174022256.97,6.25,19260817.0,False,MSE,128.0,False,0.0,0.235374,0.21174,0.21174
1.0,0.1,1.0,tanh,0.1,100.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.075713,0.057143,0.057143,0.748061,0.755263,0.755263,605537503525501.9,630179773109677.5,630179773109677.5,6.6,19260817.0,False,MSE,128.0,False,0.0,0.258503,0.242138,0.242138
5.0,1e-06,0.0001,tanh,0.1,1000.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.529477,0.536133,0.536133,0.533733,0.529751,0.529751,429603658328604.8,456718860188674.5,456718860188674.5,1632.53,19260817.0,False,MSE,128.0,False,0.0,0.55805,0.583857,0.583857
5.0,0.1,0.0001,tanh,0.1,100.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,0.375289,0.387082,0.387082,0.614997,0.608943,0.608943,428291478143604.6,429668660244526.3,429668660244526.3,169.25,19260817.0,False,MSE,128.0,False,0.0,0.51678,0.573375,0.573375
1.0,1e-06,1.0,tanh,0.5,100.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,0.215885,0.22281,0.22281,0.689006,0.685707,0.685707,1359135775697486.5,1365594072855886.5,1365594072855886.5,8.99,19260817.0,False,MSE,128.0,False,0.0,0.518594,0.542977,0.542977
1.0,0.1,1.0,relu,0.1,1000.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,-7.7e-05,-7.7e-05,-7.7e-05,0.778126,0.777843,0.777843,26744848158923.13,26747842221156.344,26747842221156.344,1329.95,19260817.0,False,MSE,128.0,False,0.0,0.235374,0.21174,0.21174
1.0,1e-06,1.0,relu,0.1,100.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.29331,0.320522,0.320522,0.654106,0.641155,0.641155,1209407047569861.8,1235602280807481.8,1235602280807481.8,141.99,19260817.0,False,MSE,128.0,False,0.0,0.515193,0.555556,0.555556
1.0,1e-06,0.0001,tanh,0.1,100.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,-0.087628,-0.088419,-0.088419,0.811472,0.811472,0.811472,1513623899799808.5,1511415654246012.2,1511415654246012.2,5.18,19260817.0,False,MSE,128.0,False,0.0,0.414739,0.403564,0.403564
1.0,0.1,1.0,relu,0.5,100.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,-0.002287,-0.002289,-0.002289,0.778985,0.778703,0.778703,145539969448601.25,145556322115436.44,145556322115436.44,140.61,19260817.0,False,MSE,128.0,False,0.0,0.235374,0.21174,0.21174
1.0,0.1,1.0,relu,0.1,100.0,128.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,0.327899,0.327011,0.327011,0.637897,0.638086,0.638086,439465278531649.6,463811805118671.25,463811805118671.25,7.06,19260817.0,False,MSE,128.0,False,0.0,0.516327,0.493711,0.493711
1.0,1e-06,1.0,relu,0.5,100.0,128.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.100638,0.122386,0.122386,0.737905,0.728663,0.728663,262909194134547.5,272897686110172.44,272897686110172.44,5.59,19260817.0,False,MSE,128.0,False,0.0,0.448526,0.505241,0.505241
5.0,0.1,0.0001,relu,0.1,100.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.166417,0.181159,0.181159,0.710408,0.703842,0.703842,1080327708542391.8,1074038170245796.0,1074038170245796.0,6.52,19260817.0,False,MSE,128.0,False,0.0,0.479819,0.51782,0.51782
5.0,0.1,1.0,relu,0.1,1000.0,128.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,-0.203104,-0.198605,-0.198605,0.853463,0.851556,0.851556,1333923632418759.0,1332152234045389.8,1332152234045389.8,64.0,19260817.0,False,MSE,128.0,False,0.0,0.235374,0.21174,0.21174
5.0,0.1,0.0001,relu,0.5,100.0,8192.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,-0.0,-0.0,-0.0,0.778096,0.777813,0.777813,6187015773.386938,6187708404.362088,6187708404.362088,156.79,19260817.0,False,MSE,128.0,False,0.0,0.235374,0.21174,0.21174
1.0,1e-06,1.0,relu,0.1,1000.0,8192.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,-0.002191,-0.031622,-0.031622,0.778948,0.790016,0.790016,66193526958271.43,68165841775703.11,68165841775703.11,1354.81,19260817.0,False,MSE,128.0,False,0.0,0.233787,0.196017,0.196017
1.0,1e-06,0.0001,tanh,0.1,100.0,128.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.025367,0.027124,0.027124,0.768164,0.767192,0.767192,1027905429782053.6,1028610613313607.2,1028610613313607.2,6.45,19260817.0,False,MSE,128.0,False,0.0,0.272562,0.226415,0.226415
5.0,1e-06,0.0001,relu,0.1,1000.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.501356,0.521949,0.521949,0.549451,0.537789,0.537789,646377892695046.9,650002515346831.5,650002515346831.5,65.84,19260817.0,False,MSE,128.0,False,0.0,0.529252,0.557652,0.557652
5.0,0.1,1.0,relu,0.5,100.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,-0.025931,-0.025913,-0.025913,0.78812,0.787826,0.787826,486567502547960.2,486635520051113.4,486635520051113.4,7.84,19260817.0,False,MSE,128.0,False,0.0,0.235374,0.21174,0.21174
1.0,0.1,1.0,tanh,0.1,100.0,128.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.317687,0.341861,0.341861,0.642725,0.631007,0.631007,848868061753004.0,850881907229490.1,850881907229490.1,6.78,19260817.0,False,MSE,128.0,False,0.0,0.540136,0.542977,0.542977
5.0,1e-06,1.0,tanh,0.5,100.0,128.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,-0.012175,-0.012486,-0.012486,0.782818,0.782654,0.782654,258397498066896.25,258388823337072.47,258388823337072.47,5.39,19260817.0,False,MSE,128.0,False,0.0,0.004762,0.007338,0.007338
5.0,0.1,1.0,tanh,0.5,100.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-0.123952,-0.124339,-0.124339,0.824911,0.824753,0.824753,896962352997110.4,897058273723811.5,897058273723811.5,145.61,19260817.0,False,MSE,128.0,False,0.0,0.235374,0.21174,0.21174
1.0,1e-06,1.0,tanh,0.5,100.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.145678,0.147292,0.147292,0.719191,0.71825,0.71825,1092620557390922.8,1100562329006917.0,1100562329006917.0,130.04,19260817.0,False,MSE,128.0,False,0.0,0.490023,0.51782,0.51782
5.0,1e-06,0.0001,tanh,0.5,100.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.061538,0.062191,0.062191,0.753775,0.753238,0.753238,303454164971245.5,304312126269461.6,304312126269461.6,145.05,19260817.0,False,MSE,128.0,False,0.0,0.530385,0.575472,0.575472
5.0,1e-06,1.0,tanh,0.1,1000.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,-0.107921,-0.096298,-0.096298,0.819007,0.814403,0.814403,1069635432015745.2,1128831372215670.0,1128831372215670.0,1635.88,19260817.0,False,MSE,128.0,False,0.0,0.302948,0.307128,0.307128
5.0,0.1,0.0001,tanh,0.5,100.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,-0.042755,-0.043586,-0.043586,0.794556,0.794583,0.794583,413407557353232.7,405710248795284.0,405710248795284.0,5.86,19260817.0,False,MSE,128.0,False,0.0,0.08458,0.036688,0.036688
