n_hidden_layers,lambda_lasso,learning_rate,activation,dropout_prob,num_epochs,epoch_batch_size,batch_normalisation,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,verbose,loss_function,batch_size,gpu,gpu_id,Train Brownlow Metric,Val Brownlow Metric,Test Brownlow Metric
1.0,0.1,0.0001,relu,0.5,1000.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.346523,0.360088,0.360088,0.628997,0.622208,0.622208,211158127774355.38,210092478219902.25,210092478219902.25,1423.14,19260817.0,False,MSE,128.0,False,0.0,0.504308,0.534591,0.534591
1.0,1e-06,1.0,tanh,0.1,1000.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,-0.487261,-0.469572,-0.469572,0.948914,0.942911,0.942911,2817851478584959.5,2834349540362020.0,2834349540362020.0,1348.43,19260817.0,False,MSE,128.0,False,0.0,0.510658,0.528302,0.528302
5.0,1e-06,0.0001,tanh,0.1,1000.0,128.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.421936,0.440253,0.440253,0.591591,0.581931,0.581931,643612908360626.8,644772708843750.6,644772708843750.6,58.27,19260817.0,False,MSE,128.0,False,0.0,0.505896,0.557652,0.557652
5.0,1e-06,0.0001,relu,0.1,100.0,128.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.03184,0.032579,0.032579,0.765609,0.765038,0.765038,110306936649194.22,111545593933924.16,111545593933924.16,5.69,19260817.0,False,MSE,128.0,False,0.0,0.237415,0.209644,0.209644
1.0,0.1,1.0,tanh,0.1,100.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.033445,0.034136,0.034136,0.764974,0.764422,0.764422,500478391817480.06,500585293592451.1,500585293592451.1,4.86,19260817.0,False,MSE,128.0,False,0.0,0.235374,0.21174,0.21174
5.0,1e-06,0.0001,tanh,0.1,1000.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.521814,0.52755,0.52755,0.538061,0.53463,0.53463,481282727961865.44,508132525242517.3,508132525242517.3,1608.75,19260817.0,False,MSE,128.0,False,0.0,0.523356,0.57652,0.57652
5.0,0.1,0.0001,tanh,0.1,100.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,0.374687,0.387187,0.387187,0.615293,0.608891,0.608891,417847972610048.06,415831668454714.1,415831668454714.1,160.52,19260817.0,False,MSE,128.0,False,0.0,0.512245,0.557652,0.557652
1.0,1e-06,1.0,tanh,0.5,100.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,0.171848,0.168903,0.168903,0.70809,0.709089,0.709089,1357331551003136.0,1375613673766280.8,1375613673766280.8,5.07,19260817.0,False,MSE,128.0,False,0.0,0.531746,0.559748,0.559748
1.0,0.1,1.0,relu,0.1,1000.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.369813,0.386463,0.386463,0.617686,0.60925,0.60925,681234193880879.1,678372519920382.9,678372519920382.9,1261.98,19260817.0,False,MSE,128.0,False,0.0,0.497279,0.556604,0.556604
1.0,1e-06,1.0,relu,0.1,100.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,-0.125753,-0.234387,-0.234387,0.825572,0.864173,0.864173,65080885279721.08,83296363234475.45,83296363234475.45,133.63,19260817.0,False,MSE,128.0,False,0.0,0.135374,0.097484,0.097484
1.0,1e-06,0.0001,tanh,0.1,100.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,-0.305963,-0.307007,-0.307007,0.889198,0.88923,0.88923,433467481432285.2,435659767361224.9,435659767361224.9,5.74,19260817.0,False,MSE,128.0,False,0.0,0.007483,0.006289,0.006289
1.0,0.1,1.0,relu,0.5,100.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.175585,0.181676,0.181676,0.70649,0.70362,0.70362,146506367873140.44,154670989067059.1,154670989067059.1,129.46,19260817.0,False,MSE,128.0,False,0.0,0.518141,0.550314,0.550314
1.0,0.1,1.0,relu,0.1,100.0,128.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,-0.17687,-0.176952,-0.176952,0.844107,0.843829,0.843829,1465790399756584.2,1485857670698851.8,1485857670698851.8,4.96,19260817.0,False,MSE,128.0,False,0.0,0.321315,0.430818,0.430818
1.0,1e-06,1.0,relu,0.5,100.0,128.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,-1.592881,-2.414909,-2.414909,1.252924,1.437358,1.437358,286390213917257.0,323897448429016.8,323897448429016.8,5.87,19260817.0,False,MSE,128.0,False,0.0,0.158503,0.168763,0.168763
5.0,0.1,0.0001,relu,0.1,100.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-0.211675,-0.219241,-0.219241,0.856498,0.858855,0.858855,1562713307341807.0,1562912243841968.2,1562912243841968.2,5.44,19260817.0,False,MSE,128.0,False,0.0,0.342404,0.294549,0.294549
5.0,0.1,1.0,relu,0.1,1000.0,128.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,-0.0,-0.0,-0.0,0.778096,0.777813,0.777813,1378777572679.979,1378931925616.809,1378931925616.809,57.6,19260817.0,False,MSE,128.0,False,0.0,0.235374,0.21174,0.21174
5.0,0.1,0.0001,relu,0.5,100.0,8192.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,-0.0,-0.0,-0.0,0.778096,0.777813,0.777813,207119792261.8805,207142979140.4928,207142979140.4928,144.1,19260817.0,False,MSE,128.0,False,0.0,0.235374,0.21174,0.21174
1.0,1e-06,1.0,relu,0.1,1000.0,8192.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,-0.003659,-0.004243,-0.004243,0.779518,0.779461,0.779461,177070609282766.44,177556632317501.0,177556632317501.0,1289.65,19260817.0,False,MSE,128.0,False,0.0,0.235374,0.205451,0.205451
1.0,1e-06,0.0001,tanh,0.1,100.0,128.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,-0.271697,-0.283916,-0.283916,0.877455,0.88134,0.88134,852942874023439.2,847428380086683.0,847428380086683.0,5.68,19260817.0,False,MSE,128.0,False,0.0,0.006803,0.005241,0.005241
5.0,1e-06,0.0001,relu,0.1,1000.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.508015,0.526609,0.526609,0.54577,0.535162,0.535162,618757728872762.5,624061576116502.4,624061576116502.4,58.22,19260817.0,False,MSE,128.0,False,0.0,0.533333,0.570231,0.570231
5.0,0.1,1.0,relu,0.5,100.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,-0.004843,-0.00489,-0.00489,0.779978,0.779712,0.779712,211950559518031.7,212096444298719.3,212096444298719.3,5.13,19260817.0,False,MSE,128.0,False,0.0,0.235374,0.21174,0.21174
1.0,0.1,1.0,tanh,0.1,100.0,128.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.270605,0.280079,0.280079,0.66453,0.65996,0.65996,1183827989443814.5,1194591550357253.2,1194591550357253.2,5.99,19260817.0,False,MSE,128.0,False,0.0,0.51542,0.549266,0.549266
5.0,1e-06,1.0,tanh,0.5,100.0,128.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,-0.030995,-0.02699,-0.02699,0.790063,0.78824,0.78824,1053415731415532.4,1057848889015081.2,1057848889015081.2,6.05,19260817.0,False,MSE,128.0,False,0.0,0.235374,0.21174,0.21174
5.0,0.1,1.0,tanh,0.5,100.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.034299,0.034416,0.034416,0.764636,0.764311,0.764311,64702644319619.26,64854529097711.92,64854529097711.92,141.54,19260817.0,False,MSE,128.0,False,0.0,0.476417,0.515723,0.515723
1.0,1e-06,1.0,tanh,0.5,100.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,-0.29775,-0.287433,-0.287433,0.886398,0.882546,0.882546,1682047533487315.2,1694820172706717.8,1694820172706717.8,127.63,19260817.0,False,MSE,128.0,False,0.0,0.235601,0.298742,0.298742
5.0,1e-06,0.0001,tanh,0.5,100.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.08631,0.086857,0.086857,0.74376,0.743266,0.743266,246402243347051.38,246975783252886.16,246975783252886.16,139.46,19260817.0,False,MSE,128.0,False,0.0,0.5,0.534591,0.534591
5.0,1e-06,1.0,tanh,0.1,1000.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,-0.223001,-0.131955,-0.131955,0.860492,0.827541,0.827541,1813196524271476.8,1661589974560015.8,1661589974560015.8,1556.84,19260817.0,False,MSE,128.0,False,0.0,0.403628,0.372117,0.372117
5.0,0.1,0.0001,tanh,0.5,100.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,-0.024006,-0.012839,-0.012839,0.78738,0.78279,0.78279,1223192747517916.5,1210038974438844.8,1210038974438844.8,5.32,19260817.0,False,MSE,128.0,False,0.0,0.23424,0.27044,0.27044
1.0,1e-06,1.0,relu,0.5,1000.0,128.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.474945,0.495288,0.495288,0.563814,0.552582,0.552582,167019364654908.6,191087870138034.75,191087870138034.75,53.43,19260817.0,False,MSE,128.0,False,0.0,0.501587,0.531447,0.531447
1.0,1e-06,1.0,relu,0.5,100.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-0.003519,-0.003521,-0.003521,0.779464,0.779181,0.779181,180528903501867.7,180549113553866.25,180549113553866.25,123.22,19260817.0,False,MSE,128.0,False,0.0,0.235374,0.21174,0.21174
1.0,0.1,1.0,tanh,0.1,1000.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.293516,0.304711,0.304711,0.65401,0.648572,0.648572,1127323527853738.8,1122101330030952.6,1122101330030952.6,54.5,19260817.0,False,MSE,128.0,False,0.0,0.479138,0.502096,0.502096
1.0,1e-06,1.0,tanh,0.1,100.0,8192.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.225967,0.238316,0.238316,0.684563,0.678833,0.678833,1203795105936399.5,1229850216286352.8,1229850216286352.8,127.46,19260817.0,False,MSE,128.0,False,0.0,0.500454,0.534591,0.534591
5.0,0.1,1.0,relu,0.1,1000.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,-0.019164,-0.018524,-0.018524,0.785516,0.784984,0.784984,614115246531251.5,611781575894800.9,611781575894800.9,58.81,19260817.0,False,MSE,128.0,False,0.0,0.235374,0.21174,0.21174
5.0,1e-06,0.0001,tanh,0.5,100.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.281424,0.286783,0.286783,0.659583,0.65688,0.65688,756252058150783.8,753608496596923.8,753608496596923.8,157.67,19260817.0,False,MSE,128.0,False,0.0,0.502494,0.572327,0.572327
5.0,0.1,1.0,relu,0.1,100.0,8192.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,-0.000124,-0.000124,-0.000124,0.778144,0.777861,0.777861,33902425331909.75,33906219525946.65,33906219525946.65,138.77,19260817.0,False,MSE,128.0,False,0.0,0.235374,0.21174,0.21174
5.0,1e-06,1.0,tanh,0.1,1000.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,-0.160956,-0.140836,-0.140836,0.838381,0.830781,0.830781,1968621175980058.5,1959809224475040.0,1959809224475040.0,1542.12,19260817.0,False,MSE,128.0,False,0.0,0.415646,0.473795,0.473795
5.0,0.1,1.0,relu,0.5,100.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,-0.002393,-0.002149,-0.002149,0.779027,0.778648,0.778648,13775023363538.424,13663016547124.664,13663016547124.664,6.26,19260817.0,False,MSE,128.0,False,0.0,0.023129,0.034591,0.034591
1.0,0.1,1.0,relu,0.5,100.0,8192.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.078596,0.073383,0.073383,0.746893,0.74873,0.74873,216641241175342.44,217596980433856.0,217596980433856.0,143.61,19260817.0,False,MSE,128.0,False,0.0,0.378005,0.361635,0.361635
1.0,1e-06,0.0001,relu,0.1,1000.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.466644,0.487266,0.487266,0.568253,0.556956,0.556956,788239364437690.2,807567253522600.1,807567253522600.1,55.38,19260817.0,False,MSE,128.0,False,0.0,0.535828,0.56499,0.56499
5.0,0.1,0.0001,tanh,0.5,1000.0,8192.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-0.0,-0.0,-0.0,0.778096,0.777813,0.777813,194528674782.99988,194550452097.0824,194550452097.0824,1354.1,19260817.0,False,MSE,128.0,False,0.0,0.235374,0.21174,0.21174
1.0,0.1,1.0,tanh,0.1,1000.0,128.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.239836,0.247534,0.247534,0.678402,0.674712,0.674712,430520297532175.1,427840560064608.0,427840560064608.0,55.83,19260817.0,False,MSE,128.0,False,0.0,0.504762,0.552411,0.552411
5.0,1e-06,0.0001,tanh,0.1,100.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.054751,0.058069,0.058069,0.756496,0.754892,0.754892,1271348780639035.0,1281982025187938.5,1281982025187938.5,6.87,19260817.0,False,MSE,128.0,False,0.0,0.42585,0.489518,0.489518
5.0,1e-06,0.0001,tanh,0.5,1000.0,8192.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.437208,0.455033,0.455033,0.583724,0.574196,0.574196,478292606817805.94,482391087041976.25,482391087041976.25,1447.28,19260817.0,False,MSE,128.0,False,0.0,0.507029,0.548218,0.548218
1.0,0.1,0.0001,tanh,0.5,1000.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.379967,0.39288,0.39288,0.61269,0.606056,0.606056,416975775010661.2,417500270483736.8,417500270483736.8,57.73,19260817.0,False,MSE,128.0,False,0.0,0.512245,0.569182,0.569182
