n_estimators,max_depth,max_samples,max_features,ccp_alpha,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,n_jobs,Train Brownlow Metric,Val Brownlow Metric,Test Brownlow Metric
400.0,3.0,0.625,0.85,1e-08,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.496545,0.527064,0.527064,0.552095,0.534905,0.534905,272046461671611.7,282230465646175.9,282230465646175.9,142.45,19260817.0,-1.0,0.510204,0.580713,0.580713
400.0,3.0,0.625,0.85,3.1622776601683795e-05,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.486576,0.517967,0.517967,0.557534,0.540025,0.540025,289864931774309.6,303400305069355.5,303400305069355.5,26.56,19260817.0,-1.0,0.516327,0.604822,0.604822
400.0,3.0,0.625,0.85,3.1622776601683795e-05,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.496545,0.527064,0.527064,0.552095,0.534905,0.534905,272046461671611.6,282230465646175.9,282230465646175.9,149.7,19260817.0,-1.0,0.510204,0.580713,0.580713
400.0,98.0,0.4,0.85,1e-08,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.593444,0.521183,0.521183,0.496128,0.53822,0.53822,402043795284602.06,451340728528865.8,451340728528865.8,90.42,19260817.0,-1.0,0.621542,0.550314,0.550314
400.0,98.0,0.4,0.85,1e-08,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.899204,0.534125,0.534125,0.247033,0.530896,0.530896,183317886909361.44,518827545499011.2,518827545499011.2,881.01,19260817.0,-1.0,0.764399,0.589099,0.589099
400.0,98.0,0.4,0.85,3.1622776601683795e-05,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.548928,0.561837,0.561837,0.522584,0.514864,0.514864,413545997637966.2,426788886487191.5,426788886487191.5,326.77,19260817.0,-1.0,0.539456,0.584906,0.584906
400.0,98.0,0.4,0.85,3.1622776601683795e-05,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.79805,0.545075,0.545075,0.349667,0.52462,0.52462,235716828660489.3,454275889967541.75,454275889967541.75,1234.53,19260817.0,-1.0,0.6322,0.607966,0.607966
400.0,98.0,0.625,0.85,1e-08,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.598721,0.51315,0.51315,0.492897,0.542716,0.542716,398331865492878.4,452789209928131.7,452789209928131.7,119.55,19260817.0,-1.0,0.627891,0.552411,0.552411
400.0,98.0,0.625,0.85,1e-08,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.940135,0.523421,0.523421,0.19038,0.536961,0.536961,136467461779638.12,526155581157744.56,526155581157744.56,1373.15,19260817.0,-1.0,0.8,0.59434,0.59434
400.0,98.0,0.625,0.85,3.1622776601683795e-05,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.544921,0.563083,0.563083,0.5249,0.514132,0.514132,415507066738975.3,426909393177888.5,426909393177888.5,433.87,19260817.0,-1.0,0.530385,0.58805,0.58805
400.0,98.0,0.625,0.85,3.1622776601683795e-05,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.793587,0.53959,0.53959,0.35351,0.527774,0.527774,234688712529081.4,451264760925672.8,451264760925672.8,1798.92,19260817.0,-1.0,0.614286,0.60587,0.60587
307.0,51.0,0.5125,0.7375,5.62341325190349e-07,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.903978,0.519475,0.519475,0.241112,0.539179,0.539179,191972511148467.4,532517368990247.0,532517368990247.0,377.32,19260817.0,-1.0,0.786395,0.620545,0.620545
400.0,3.0,0.4,0.85,3.1622776601683795e-05,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.498488,0.529162,0.529162,0.551028,0.533717,0.533717,271391745321182.25,280792994152515.6,280792994152515.6,224.25,19260817.0,-1.0,0.510884,0.584906,0.584906
400.0,3.0,0.625,0.85,1e-08,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.497016,0.527724,0.527724,0.551837,0.534531,0.534531,272519465928574.97,281864794425384.2,281864794425384.2,329.53,19260817.0,-1.0,0.508844,0.582809,0.582809
400.0,3.0,0.625,0.85,3.1622776601683795e-05,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.497016,0.527724,0.527724,0.551837,0.534531,0.534531,272519465928574.97,281864794425384.2,281864794425384.2,321.62,19260817.0,-1.0,0.508844,0.582809,0.582809
400.0,98.0,0.4,0.85,1e-08,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.896897,0.538515,0.538515,0.249844,0.528389,0.528389,187747294748080.62,516959527050634.56,516959527050634.56,2241.95,19260817.0,-1.0,0.754875,0.631027,0.631027
400.0,98.0,0.4,0.85,3.1622776601683795e-05,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.806979,0.546039,0.546039,0.34185,0.524064,0.524064,233237771262688.1,457166595243558.3,457166595243558.3,2311.9,19260817.0,-1.0,0.64966,0.598532,0.598532
400.0,98.0,0.625,0.85,1e-08,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.939078,0.533211,0.533211,0.192052,0.531417,0.531417,139643351127744.69,522466610550670.9,522466610550670.9,3165.94,19260817.0,-1.0,0.800454,0.632075,0.632075
400.0,98.0,0.625,0.85,3.1622776601683795e-05,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.805118,0.542812,0.542812,0.343494,0.525923,0.525923,228224323230041.28,450317213655220.8,450317213655220.8,3691.85,19260817.0,-1.0,0.637188,0.602725,0.602725
307.0,51.0,0.5125,0.7375,5.62341325190349e-07,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks']",0.9786082458844692,0.921239,0.536499,0.536499,0.218368,0.529542,0.529542,157431652573664.72,510611275712579.9,510611275712579.9,1342.51,19260817.0,-1.0,0.79093,0.634172,0.634172
400.0,3.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.388849,0.408887,0.408887,0.608286,0.598013,0.598013,147894034570335.75,151055223642231.72,151055223642231.72,100.48,19260817.0,-1.0,0.514739,0.552411,0.552411
400.0,3.0,0.625,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.332985,0.349716,0.349716,0.635479,0.62723,0.62723,118139240152268.88,120604393168813.64,120604393168813.69,32.03,19260817.0,-1.0,0.514739,0.552411,0.552411
400.0,3.0,0.625,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.387892,0.408323,0.408323,0.608762,0.598298,0.598298,145237388803591.94,148603309440822.38,148603309440822.38,154.62,19260817.0,-1.0,0.514739,0.552411,0.552411
400.0,98.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.334645,0.351123,0.351123,0.634688,0.626551,0.626551,111546014959915.48,113863730879733.0,113863730879733.0,319.25,19260817.0,-1.0,0.514739,0.552411,0.552411
400.0,98.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.390558,0.410738,0.410738,0.607434,0.597076,0.597076,145451975773936.25,148654099816121.88,148654099816121.88,1148.17,19260817.0,-1.0,0.514739,0.552411,0.552411
400.0,98.0,0.625,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.336645,0.35361,0.35361,0.633733,0.625349,0.625349,113920718945967.8,116436834261527.0,116436834261527.0,434.97,19260817.0,-1.0,0.514739,0.552411,0.552411
400.0,98.0,0.625,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.389017,0.409541,0.409541,0.608202,0.597682,0.597682,143136756389115.56,146529482506524.56,146529482506524.56,1801.07,19260817.0,-1.0,0.514739,0.552411,0.552411
307.0,51.0,0.5125,0.7375,0.0017782794100389,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.522278,0.552347,0.552347,0.5378,0.52041,0.52041,378194506955000.4,388244694280487.2,388244694280487.2,845.42,19260817.0,-1.0,0.509524,0.581761,0.581761
400.0,3.0,0.625,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.397531,0.418646,0.418646,0.603949,0.593056,0.593056,155240706272734.22,158789937507902.53,158789937507902.53,303.46,19260817.0,-1.0,0.514739,0.552411,0.552411
400.0,98.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.399025,0.41983,0.41983,0.6032,0.592451,0.592451,156334013348572.22,159708138527085.4,159708138527085.4,2429.84,19260817.0,-1.0,0.514739,0.552411,0.552411
400.0,98.0,0.625,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.397051,0.41812,0.41812,0.60419,0.593324,0.593324,156328483020980.47,159863296195738.16,159863296195738.16,3635.23,19260817.0,-1.0,0.514739,0.552411,0.552411
307.0,51.0,0.5125,0.7375,0.0017782794100389,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks']",0.9786082458844692,0.520412,0.551045,0.551045,0.538849,0.521167,0.521167,376663015932204.1,385593440861307.0,385593440861307.0,1599.98,19260817.0,-1.0,0.509751,0.580713,0.580713
400.0,3.0,0.85,0.4,1e-08,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.443124,0.474278,0.474278,0.580647,0.563967,0.563967,296418957156630.56,315498300767114.1,315498300767114.1,92.33,19260817.0,-1.0,0.521315,0.566038,0.566038
400.0,3.0,0.85,0.4,3.1622776601683795e-05,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.424699,0.460265,0.460265,0.590175,0.571433,0.571433,345259596969572.56,365659454838700.4,365659454838700.4,23.84,19260817.0,-1.0,0.505896,0.548218,0.548218
400.0,3.0,0.85,0.4,3.1622776601683795e-05,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.443124,0.474278,0.474278,0.580647,0.563967,0.563967,296418957156630.56,315498300767114.1,315498300767114.1,91.77,19260817.0,-1.0,0.521315,0.566038,0.566038
400.0,3.0,0.85,0.625,1e-08,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.424699,0.460265,0.460265,0.590175,0.571433,0.571433,345259596969572.56,365659454838700.4,365659454838700.4,22.42,19260817.0,-1.0,0.505896,0.548218,0.548218
400.0,3.0,0.85,0.625,1e-08,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.486592,0.516854,0.516854,0.557525,0.540648,0.540648,271346825202458.8,285937430227935.2,285937430227935.2,138.47,19260817.0,-1.0,0.530612,0.622642,0.622642
400.0,3.0,0.85,0.625,3.1622776601683795e-05,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.424699,0.460265,0.460265,0.590175,0.571433,0.571433,345259596969572.56,365659454838700.4,365659454838700.4,22.5,19260817.0,-1.0,0.505896,0.548218,0.548218
400.0,3.0,0.85,0.625,3.1622776601683795e-05,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.486592,0.516854,0.516854,0.557525,0.540648,0.540648,271346825202458.8,285937430227935.2,285937430227935.2,136.5,19260817.0,-1.0,0.530612,0.622642,0.622642
400.0,98.0,0.85,0.4,1e-08,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.601731,0.509138,0.509138,0.491045,0.544948,0.544948,395750941931093.75,452987599951485.94,452987599951485.94,111.21,19260817.0,-1.0,0.62517,0.552411,0.552411
400.0,98.0,0.85,0.4,1e-08,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.960547,0.545851,0.545851,0.154552,0.524173,0.524173,112457961668867.02,508037789694508.3,508037789694508.3,803.13,19260817.0,-1.0,0.816553,0.609015,0.609015
400.0,98.0,0.85,0.4,3.1622776601683795e-05,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.544276,0.562927,0.562927,0.525272,0.514224,0.514224,411738193754094.7,425256777195641.75,425256777195641.75,497.63,19260817.0,-1.0,0.541497,0.577568,0.577568
400.0,98.0,0.85,0.4,3.1622776601683795e-05,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.760665,0.562667,0.562667,0.38066,0.514377,0.514377,265931414151498.62,436165222161427.4,436165222161427.4,1812.62,19260817.0,-1.0,0.596145,0.593291,0.593291
400.0,98.0,0.85,0.625,1e-08,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.601731,0.509138,0.509138,0.491045,0.544948,0.544948,395750941931093.75,452987599951485.94,452987599951485.94,113.11,19260817.0,-1.0,0.62517,0.552411,0.552411
400.0,98.0,0.85,0.625,1e-08,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.96259,0.529353,0.529353,0.150496,0.533609,0.533609,106946341803954.95,522068785740228.06,522068785740228.06,1283.98,19260817.0,-1.0,0.813605,0.615304,0.615304
400.0,98.0,0.85,0.625,3.1622776601683795e-05,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.544276,0.562927,0.562927,0.525272,0.514224,0.514224,411738193754094.6,425256777195641.75,425256777195641.75,501.15,19260817.0,-1.0,0.541497,0.577568,0.577568
400.0,98.0,0.85,0.625,3.1622776601683795e-05,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.782479,0.54754,0.54754,0.362897,0.523197,0.523197,245359722739522.56,445217508847779.2,445217508847779.2,2149.91,19260817.0,-1.0,0.597052,0.607966,0.607966
307.0,51.0,0.7375,0.5125,5.62341325190349e-07,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.939012,0.520248,0.520248,0.192156,0.538746,0.538746,148672491382072.97,525633444568943.9,525633444568943.9,409.38,19260817.0,-1.0,0.801361,0.601677,0.601677
