alpha,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,Train Brownlow Metric,Val Brownlow Metric,Test Brownlow Metric
0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50']",0.9668398251654758,0.507308,0.536486,0.536486,0.546161,0.52955,0.52955,697284455490062.0,709689196627089.1,709689196627089.1,3.96,19260817.0,0.52449,0.560797,0.560797
0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers']",0.9750128387391142,0.507429,0.536468,0.536468,0.546094,0.52956,0.52956,698115001821523.5,710535575355131.9,710535575355131.9,5.17,19260817.0,0.524943,0.563941,0.563941
1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319709,0.28065,0.291077,0.291077,0.659939,0.6549,0.6549,159285904816556.12,158480311416885.94,158480311416885.94,0.22,19260817.0,0.505215,0.557652,0.557652
0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50']",0.9668398251654758,0.505899,0.532977,0.532977,0.546942,0.53155,0.53155,649251374298013.5,658241344605335.9,658241344605335.9,0.78,19260817.0,0.521315,0.563941,0.563941
0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers']",0.9750128387391142,0.505894,0.532939,0.532939,0.546944,0.531572,0.531572,649276292764353.5,658302973052552.2,658302973052552.2,1.07,19260817.0,0.521315,0.563941,0.563941
0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists']",0.9622116975748499,0.5071,0.53624,0.53624,0.546277,0.52969,0.52969,695579341366762.6,708897923501580.5,708897923501580.5,4.04,19260817.0,0.52381,0.560797,0.560797
0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks']",0.9786082458844693,0.507435,0.53632,0.53632,0.546091,0.529644,0.529644,698185900653323.6,710551581618039.9,710551581618039.9,4.14,19260817.0,0.522902,0.563941,0.563941
0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.505712,0.532791,0.532791,0.547045,0.531656,0.531656,648671601105137.0,658124654087023.2,658124654087023.2,0.63,19260817.0,0.517234,0.563941,0.563941
0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s']",0.9417404842109905,0.50703,0.536161,0.536161,0.546316,0.529735,0.529735,695544234353341.6,708478465507367.2,708478465507367.2,3.73,19260817.0,0.526757,0.563941,0.563941
0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained']",0.9523402288050722,0.507061,0.536076,0.536076,0.546298,0.529784,0.529784,695816911176356.4,708860689433536.8,708860689433536.8,3.9,19260817.0,0.526757,0.563941,0.563941
0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained']",0.9523402288050722,0.505712,0.532791,0.532791,0.547045,0.531656,0.531656,648671601105137.0,658124654087023.2,658124654087023.2,0.67,19260817.0,0.517234,0.563941,0.563941
0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements']",0.9575623339697504,0.5071,0.53624,0.53624,0.546277,0.52969,0.52969,695579342535877.2,708897924273062.8,708897924273062.8,3.85,19260817.0,0.52381,0.560797,0.560797
0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.505698,0.532976,0.532976,0.547053,0.531551,0.531551,648408429246995.0,657738441973598.8,657738441973598.8,0.49,19260817.0,0.517687,0.563941,0.563941
0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s']",0.9130469708326392,0.506911,0.536303,0.536303,0.546382,0.529654,0.529654,694984199623504.9,706993141290183.9,706993141290183.9,2.48,19260817.0,0.526077,0.557652,0.557652
0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists']",0.9248985490429719,0.506996,0.536427,0.536427,0.546334,0.529583,0.529583,695034679468179.9,707532075378808.5,707532075378808.5,2.13,19260817.0,0.526077,0.568134,0.568134
1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.28065,0.291077,0.291077,0.659939,0.6549,0.6549,159285904816556.12,158480311416885.94,158480311416885.94,0.14,19260817.0,0.505215,0.557652,0.557652
0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s']",0.9130469708326392,0.505692,0.532988,0.532988,0.547057,0.531544,0.531544,648380052588785.4,657645581251242.4,657645581251242.4,0.46,19260817.0,0.517687,0.563941,0.563941
0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists']",0.9248985490429719,0.505698,0.532976,0.532976,0.547053,0.531551,0.531551,648408429246995.0,657738441973598.8,657738441973598.8,0.72,19260817.0,0.517687,0.563941,0.563941
0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50']",0.906940299335011,0.506878,0.536234,0.536234,0.5464,0.529694,0.529694,694420207049114.8,706565606397986.9,706565606397986.9,2.09,19260817.0,0.525397,0.557652,0.557652
0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions']",0.9306217431588558,0.507001,0.536401,0.536401,0.546332,0.529598,0.529598,695158383492962.2,707897980925571.1,707897980925571.1,2.9,19260817.0,0.52517,0.568134,0.568134
0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.505445,0.532566,0.532566,0.547193,0.531784,0.531784,646879840424070.0,656817285970794.6,656817285970794.6,0.4,19260817.0,0.516327,0.570231,0.570231
0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.50644,0.534489,0.534489,0.546642,0.530689,0.530689,692349344605687.5,705349268842234.5,705349268842234.5,0.45,19260817.0,0.52381,0.56499,0.56499
0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals']",0.8934391461254398,0.506873,0.536096,0.536096,0.546402,0.529772,0.529772,694561882691023.4,706856715185914.4,706856715185914.4,0.64,19260817.0,0.524943,0.563941,0.563941
1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.28065,0.291077,0.291077,0.659939,0.6549,0.6549,159285904816556.12,158480311416885.94,158480311416885.94,0.11,19260817.0,0.505215,0.557652,0.557652
0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.505445,0.532566,0.532566,0.547193,0.531784,0.531784,646879840424070.0,656817285970794.6,656817285970794.6,0.33,19260817.0,0.516327,0.570231,0.570231
0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals']",0.8934391461254398,0.505692,0.532988,0.532988,0.547057,0.531544,0.531544,648379588807540.0,657645078599327.6,657645078599327.6,0.43,19260817.0,0.517687,0.563941,0.563941
0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds']",0.8659768297633487,0.506347,0.534199,0.534199,0.546694,0.530854,0.530854,692816081776504.5,705440889331757.8,705440889331757.8,0.48,19260817.0,0.523356,0.56499,0.56499
0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances']",0.9003977265227703,0.506873,0.536096,0.536096,0.546402,0.529772,0.529772,694564049757688.1,706858886250707.5,706858886250707.5,1.93,19260817.0,0.524943,0.563941,0.563941
0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.505199,0.531865,0.531865,0.547329,0.532183,0.532183,646605243584690.1,656193406830545.2,656193406830545.2,0.23,19260817.0,0.519728,0.560797,0.560797
0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.505875,0.532278,0.532278,0.546955,0.531948,0.531948,693171242982683.6,705268102155449.0,705268102155449.0,0.22,19260817.0,0.521995,0.554507,0.554507
0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts']",0.8421594803742163,0.50593,0.532862,0.532862,0.546925,0.531616,0.531616,692203412023510.0,703957246747049.2,703957246747049.2,0.35,19260817.0,0.521769,0.560797,0.560797
1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.28065,0.291077,0.291077,0.659939,0.6549,0.6549,159285904816556.12,158480311416885.94,158480311416885.94,0.07,19260817.0,0.505215,0.557652,0.557652
0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.505199,0.531865,0.531865,0.547329,0.532183,0.532183,646605243584690.1,656193406830545.2,656193406830545.2,0.22,19260817.0,0.519728,0.560797,0.560797
0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts']",0.8421594803742163,0.505199,0.531865,0.531865,0.547329,0.532183,0.532183,646605243584690.1,656193406830545.2,656193406830545.2,0.25,19260817.0,0.519728,0.560797,0.560797
0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs']",0.8541358029977908,0.506185,0.533495,0.533495,0.546784,0.531256,0.531256,692263616777443.4,704498647830404.0,704498647830404.0,0.4,19260817.0,0.52449,0.560797,0.560797
1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.28065,0.291077,0.291077,0.659939,0.6549,0.6549,159285904816556.12,158480311416885.94,158480311416885.94,0.03,19260817.0,0.505215,0.557652,0.557652
0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.501155,0.529324,0.529324,0.549561,0.533625,0.533625,637276948656911.8,646752125397244.4,646752125397244.4,0.08,19260817.0,0.507937,0.552411,0.552411
