epsilon,alpha,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,max_iter,Train Brownlow Metric,Val Brownlow Metric,Test Brownlow Metric
10.0,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.507017,0.536499,0.536499,0.546323,0.529542,0.529542,695853247413902.8,708650612899040.5,708650612899040.5,3.29,1000.0,0.528118,0.568134,0.568134
10.0,100.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.507017,0.536498,0.536498,0.546323,0.529543,0.529543,695838572872338.4,708637949642260.2,708637949642260.2,3.99,1000.0,0.528118,0.568134,0.568134
10.0,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions']",0.9306217431588558,0.507001,0.53645,0.53645,0.546331,0.52957,0.52957,695690996503122.8,708464172402456.4,708464172402456.4,3.06,1000.0,0.52517,0.568134,0.568134
10.0,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s']",0.9417404842109904,0.50703,0.536207,0.536207,0.546315,0.529709,0.529709,696090840893603.6,709063585251028.9,709063585251028.9,4.03,1000.0,0.526757,0.563941,0.563941
10000.0,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.507017,0.5365,0.5365,0.546323,0.529541,0.529541,695869129873479.4,708666357494493.2,708666357494493.2,3.34,1000.0,0.528118,0.568134,0.568134
1000.0,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.507017,0.5365,0.5365,0.546323,0.529541,0.529541,695869267748328.5,708666475644279.1,708666475644279.1,3.95,1000.0,0.528118,0.568134,0.568134
1000.0,100.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.507017,0.536499,0.536499,0.546323,0.529542,0.529542,695855364293038.6,708654559903292.5,708654559903292.5,3.3,1000.0,0.528118,0.568134,0.568134
1000.0,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions']",0.9306217431588558,0.507001,0.536449,0.536449,0.546331,0.529571,0.529571,695694722164331.1,708465869663051.8,708465869663051.8,3.48,1000.0,0.52517,0.568134,0.568134
1000.0,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s']",0.9417404842109904,0.50703,0.536208,0.536208,0.546315,0.529708,0.529708,696111783343750.2,709083539369903.4,709083539369903.4,4.34,1000.0,0.526757,0.563941,0.563941
100.0,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.507017,0.5365,0.5365,0.546323,0.529541,0.529541,695869269127161.1,708666476825853.9,708666476825853.9,3.29,1000.0,0.528118,0.568134,0.568134
100.0,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions']",0.9306217431588558,0.507001,0.536449,0.536449,0.546331,0.529571,0.529571,695694876318698.8,708466001938451.0,708466001938451.0,4.71,1000.0,0.52517,0.568134,0.568134
100.0,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s']",0.9417404842109904,0.50703,0.536208,0.536208,0.546315,0.529708,0.529708,696111837088747.9,709083575082467.1,709083575082467.1,3.56,1000.0,0.526757,0.563941,0.563941
100.0,100.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions']",0.9306217431588558,0.507001,0.536447,0.536447,0.546331,0.529572,0.529572,695679224450025.5,708452553948128.9,708452553948128.9,4.52,1000.0,0.52517,0.568134,0.568134
100.0,100.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s']",0.9417404842109904,0.50703,0.536206,0.536206,0.546315,0.52971,0.52971,696064503929542.6,709039073254054.2,709039073254054.2,4.89,1000.0,0.526757,0.563941,0.563941
100.0,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists']",0.924898549042972,0.506997,0.536476,0.536476,0.546334,0.529555,0.529555,695572190808870.5,708094556050630.2,708094556050630.2,3.98,1000.0,0.52585,0.568134,0.568134
100.0,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.507062,0.536121,0.536121,0.546298,0.529758,0.529758,696357708050174.2,709438153030955.1,709438153030955.1,3.74,1000.0,0.526757,0.563941,0.563941
10.0,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.507499,0.53677,0.53677,0.546056,0.529387,0.529387,699038542099804.8,710410443746686.5,710410443746686.5,6.13,1000.0,0.523583,0.563941,0.563941
1.0,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.459146,0.480254,0.480254,0.572233,0.560752,0.560752,345267070002256.4,343520871205132.3,343520871205132.3,18.44,1000.0,0.505215,0.553459,0.553459
1.0,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks']",0.9855366104335248,0.458529,0.479575,0.479575,0.57256,0.561118,0.561118,344103881165552.4,342363565374493.06,342363565374493.06,18.06,1000.0,0.510204,0.569182,0.569182
1.0,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks']",0.9918657644199986,0.460819,0.482097,0.482097,0.571348,0.559757,0.559757,348482881438804.06,346720418479228.5,346720418479228.5,17.28,1000.0,0.502494,0.540881,0.540881
1000.0,100.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497629,0.527313,0.527313,0.5515,0.534764,0.534764,635926849264883.5,641207211954482.4,641207211954482.4,0.62,1000.0,0.507937,0.572327,0.572327
10000.0,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497629,0.527313,0.527313,0.5515,0.534764,0.534764,635938908375343.2,641219344244064.9,641219344244064.9,1.08,1000.0,0.507937,0.572327,0.572327
10000.0,100.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.501573,0.529693,0.529693,0.549331,0.533416,0.533416,677965009734840.1,690223562091050.4,690223562091050.4,0.6,1000.0,0.509524,0.555556,0.555556
100.0,100.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497629,0.527313,0.527313,0.5515,0.534764,0.534764,635926849264883.5,641207211954482.4,641207211954482.4,0.63,1000.0,0.507937,0.572327,0.572327
1000.0,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497629,0.527313,0.527313,0.5515,0.534764,0.534764,635938908375343.2,641219344244064.9,641219344244064.9,1.23,1000.0,0.507937,0.572327,0.572327
1000.0,100.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.501573,0.529693,0.529693,0.549331,0.533416,0.533416,677965009734840.1,690223562091050.4,690223562091050.4,0.61,1000.0,0.509524,0.555556,0.555556
10000.0,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497629,0.527313,0.527313,0.5515,0.534764,0.534764,635939028970901.2,641219465571026.1,641219465571026.1,0.63,1000.0,0.507937,0.572327,0.572327
10000.0,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.501573,0.529693,0.529693,0.549331,0.533416,0.533416,677984768336755.6,690244472774794.5,690244472774794.5,1.14,1000.0,0.509524,0.555556,0.555556
1000.0,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497629,0.527313,0.527313,0.5515,0.534764,0.534764,635939030176857.1,641219466784295.6,641219466784295.6,0.62,1000.0,0.507937,0.572327,0.572327
10000.0,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.501573,0.529693,0.529693,0.549331,0.533416,0.533416,677984967916773.8,690244683992850.1,690244683992850.1,0.65,1000.0,0.509524,0.555556,0.555556
100.0,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497629,0.527313,0.527313,0.5515,0.534764,0.534764,635939030176857.1,641219466784295.6,641219466784295.6,1.19,1000.0,0.507937,0.572327,0.572327
1000.0,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497629,0.527313,0.527313,0.5515,0.534764,0.534764,635939028970901.2,641219465571026.1,641219465571026.1,0.6,1000.0,0.507937,0.572327,0.572327
1000.0,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.501573,0.529693,0.529693,0.549331,0.533416,0.533416,677984967916773.8,690244683992850.1,690244683992850.1,0.62,1000.0,0.509524,0.555556,0.555556
10.0,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497629,0.527313,0.527313,0.5515,0.534764,0.534764,635941611730562.8,641222051737505.5,641222051737505.5,0.7,1000.0,0.507937,0.572327,0.572327
1.0,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.47534,0.498359,0.498359,0.563602,0.550898,0.550898,381850109017331.2,379918890572510.56,379918890572510.56,2.62,1000.0,0.507029,0.570231,0.570231
1.0,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.479776,0.50349,0.50349,0.561214,0.548074,0.548074,395454708310748.0,393454684079578.6,393454684079578.6,3.28,1000.0,0.503855,0.552411,0.552411
10.0,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497629,0.527313,0.527313,0.5515,0.534764,0.534764,635941610527759.6,641222050527483.0,641222050527483.0,1.01,1000.0,0.507937,0.572327,0.572327
10.0,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.501573,0.529693,0.529693,0.549331,0.533416,0.533416,677977876540451.5,690237325851677.8,690237325851677.8,0.62,1000.0,0.509524,0.555556,0.555556
1.0,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.475346,0.498366,0.498366,0.563598,0.550895,0.550895,381866420230919.4,379935119035886.5,379935119035886.5,2.98,1000.0,0.506803,0.552411,0.552411
1.0,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.479793,0.50351,0.50351,0.561205,0.548063,0.548063,395510612491209.75,393510305569901.3,393510305569901.3,3.37,1000.0,0.504535,0.541929,0.541929
1000.0,100.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.505883,0.532178,0.532178,0.546951,0.532005,0.532005,693839883274908.2,706290555152850.2,706290555152850.2,1.14,1000.0,0.522449,0.560797,0.560797
10000.0,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.505883,0.532178,0.532178,0.546951,0.532005,0.532005,693863935174623.5,706314246277453.4,706314246277453.4,1.2,1000.0,0.522449,0.560797,0.560797
10000.0,100.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.505875,0.532272,0.532272,0.546955,0.531951,0.531951,693622802239356.6,705747069454585.5,705747069454585.5,1.0,1000.0,0.521995,0.554507,0.554507
10000.0,100.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts']",0.8421594803742163,0.50593,0.532868,0.532868,0.546925,0.531612,0.531612,692641282507556.5,704412960505647.8,704412960505647.8,2.5,1000.0,0.521769,0.560797,0.560797
100.0,100.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.505883,0.532178,0.532178,0.546951,0.532005,0.532005,693839883274908.2,706290555152850.2,706290555152850.2,1.17,1000.0,0.522449,0.560797,0.560797
1000.0,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.505883,0.532178,0.532178,0.546951,0.532005,0.532005,693863935174623.5,706314246277453.4,706314246277453.4,1.18,1000.0,0.522449,0.560797,0.560797
1000.0,100.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.505875,0.532272,0.532272,0.546955,0.531951,0.531951,693622802239356.6,705747069454585.5,705747069454585.5,0.98,1000.0,0.521995,0.554507,0.554507
1000.0,100.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts']",0.8421594803742163,0.50593,0.532868,0.532868,0.546925,0.531612,0.531612,692641282507556.5,704412960505647.8,704412960505647.8,1.61,1000.0,0.521769,0.560797,0.560797
10000.0,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.505883,0.532178,0.532178,0.546951,0.532005,0.532005,693864175946740.4,706314483467724.2,706314483467724.2,2.03,1000.0,0.522449,0.560797,0.560797
10000.0,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.505875,0.532272,0.532272,0.546955,0.531951,0.531951,693647657103201.6,705772348058250.1,705772348058250.1,0.98,1000.0,0.521995,0.554507,0.554507
10000.0,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts']",0.8421594803742163,0.50593,0.532868,0.532868,0.546925,0.531612,0.531612,692665140370063.5,704436408215069.0,704436408215069.0,1.57,1000.0,0.521769,0.560797,0.560797
10000.0,100.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs']",0.8541358029977908,0.506185,0.533503,0.533503,0.546784,0.531251,0.531251,692714083488567.8,704966767116174.1,704966767116174.1,1.65,1000.0,0.52449,0.560797,0.560797
1000.0,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.505883,0.532178,0.532178,0.546951,0.532005,0.532005,693864178354484.5,706314485839650.2,706314485839650.2,1.14,1000.0,0.522449,0.560797,0.560797
10000.0,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.505875,0.532272,0.532272,0.546955,0.531951,0.531951,693647908210368.8,705772603460743.0,705772603460743.0,0.99,1000.0,0.521995,0.554507,0.554507
10000.0,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts']",0.8421594803742163,0.50593,0.532868,0.532868,0.546925,0.531612,0.531612,692665381403267.4,704436645090172.4,704436645090172.4,1.57,1000.0,0.521769,0.560797,0.560797
100.0,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.505883,0.532178,0.532178,0.546951,0.532005,0.532005,693864178354484.5,706314485839650.2,706314485839650.2,1.15,1000.0,0.522449,0.560797,0.560797
1000.0,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.505883,0.532178,0.532178,0.546951,0.532005,0.532005,693864175946740.4,706314483467724.2,706314483467724.2,1.93,1000.0,0.522449,0.560797,0.560797
1000.0,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.505875,0.532272,0.532272,0.546955,0.531951,0.531951,693647908210368.8,705772603460743.0,705772603460743.0,0.98,1000.0,0.521995,0.554507,0.554507
1000.0,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts']",0.8421594803742163,0.50593,0.532868,0.532868,0.546925,0.531612,0.531612,692665381403267.4,704436645090172.4,704436645090172.4,1.58,1000.0,0.521769,0.560797,0.560797
10000.0,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts']",0.8421594803742163,0.50593,0.532868,0.532868,0.546925,0.531612,0.531612,692665379016531.8,704436642744615.9,704436642744615.9,2.57,1000.0,0.521769,0.560797,0.560797
10000.0,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs']",0.8541358029977908,0.506185,0.533503,0.533503,0.546784,0.531251,0.531251,692733160005231.0,704985246106568.2,704985246106568.2,1.63,1000.0,0.52449,0.560797,0.560797
10.0,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.505883,0.532178,0.532178,0.546951,0.532005,0.532005,693860986175096.6,706310904723538.0,706310904723538.0,1.17,1000.0,0.522449,0.560797,0.560797
1.0,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.472689,0.495343,0.495343,0.565024,0.552552,0.552552,374764918244118.7,372869533338659.9,372869533338659.9,4.62,1000.0,0.502268,0.574423,0.574423
1.0,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.468597,0.490737,0.490737,0.567212,0.555068,0.555068,364870770407499.7,363025425063756.5,363025425063756.5,6.1,1000.0,0.505669,0.549266,0.549266
1.0,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts']",0.8421594803742163,0.473692,0.49648,0.49648,0.564486,0.551929,0.551929,377371785565153.44,375463216026285.1,375463216026285.1,5.74,1000.0,0.507029,0.535639,0.535639
10.0,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.505883,0.532178,0.532178,0.546951,0.532005,0.532005,693860983788633.2,706310902375542.4,706310902375542.4,1.24,1000.0,0.522449,0.560797,0.560797
1.0,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.472687,0.495341,0.495341,0.565025,0.552554,0.552554,374759246693231.4,372863892239949.0,372863892239949.0,4.07,1000.0,0.495465,0.5587,0.5587
1.0,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.468597,0.490737,0.490737,0.567212,0.555068,0.555068,364870775609071.1,363025430286284.1,363025430286284.1,5.06,1000.0,0.507256,0.533543,0.533543
1.0,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts']",0.8421594803742163,0.473692,0.496481,0.496481,0.564486,0.551929,0.551929,377373375763522.3,375464798721741.9,375464798721741.9,7.38,1000.0,0.497732,0.544025,0.544025
1000.0,100.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.506568,0.535418,0.535418,0.546571,0.530159,0.530159,693990736092002.1,707076981140596.5,707076981140596.5,2.0,1000.0,0.521995,0.560797,0.560797
