n_estimators,max_depth,max_samples,max_features,ccp_alpha,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,n_jobs,bootstrap,Train Brownlow Metric,Val Brownlow Metric,Test Brownlow Metric
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances']",0.9003977265227703,0.489648,0.514475,0.514475,0.555863,0.541977,0.541977,355057041358937.9,360473658637152.94,360473658637152.94,19.61,19260817.0,-1.0,True,0.520408,0.577568,0.577568
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50']",0.906940299335011,0.494027,0.522486,0.522486,0.553474,0.537487,0.537487,344498434014493.5,348860682642654.5,348860682642654.56,19.4,19260817.0,-1.0,True,0.528118,0.578616,0.578616
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s']",0.9130469708326392,0.493654,0.520212,0.520212,0.553678,0.538766,0.538766,348620859637912.75,355048558331451.9,355048558331451.9,19.77,19260817.0,-1.0,True,0.511338,0.574423,0.574423
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.494887,0.521007,0.521007,0.553003,0.538319,0.538319,374378750053171.0,379842512569415.6,379842512569415.6,21.93,19260817.0,-1.0,True,0.51678,0.57652,0.57652
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists']",0.9248985490429719,0.494082,0.521852,0.521852,0.553444,0.537844,0.537844,359474398540922.9,363459357293435.6,363459357293435.6,24.0,19260817.0,-1.0,True,0.514739,0.572327,0.572327
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions']",0.9306217431588558,0.491779,0.517013,0.517013,0.554702,0.540559,0.540559,357551762470104.06,362685658762539.7,362685658762539.7,26.01,19260817.0,-1.0,True,0.521542,0.577568,0.577568
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092989,0.497363,0.524795,0.524795,0.551646,0.536186,0.536186,354313601185741.06,360720424943571.5,360720424943571.56,27.43,19260817.0,-1.0,True,0.512018,0.574423,0.574423
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s']",0.9417404842109905,0.491042,0.51705,0.51705,0.555104,0.540538,0.540538,360223265284332.9,364315119164609.4,364315119164609.4,26.24,19260817.0,-1.0,True,0.522676,0.569182,0.569182
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.495654,0.52326,0.52326,0.552583,0.537052,0.537052,360580102426096.75,364756365446364.6,364756365446364.6,29.8,19260817.0,-1.0,True,0.514286,0.580713,0.580713
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained']",0.9523402288050722,0.491652,0.518907,0.518907,0.554771,0.539498,0.539498,387721542947917.0,392704508802617.7,392704508802617.7,29.66,19260817.0,-1.0,True,0.513605,0.582809,0.582809
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements']",0.9575623339697504,0.49351,0.520337,0.520337,0.553756,0.538695,0.538695,367864745821428.0,373768812004556.75,373768812004556.75,34.11,19260817.0,-1.0,True,0.514512,0.563941,0.563941
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists']",0.9622116975748499,0.497045,0.522358,0.522358,0.551821,0.537559,0.537559,362141683934087.1,367562666383224.94,367562666383224.94,32.02,19260817.0,-1.0,True,0.514286,0.575472,0.575472
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50']",0.9668398251654758,0.495893,0.522259,0.522259,0.552452,0.537615,0.537615,348263260181164.75,354521460266616.75,354521460266616.75,32.28,19260817.0,-1.0,True,0.520408,0.582809,0.582809
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319709,0.491453,0.51689,0.51689,0.55488,0.540628,0.540628,373659945985659.2,381877204867094.7,381877204867094.6,33.66,19260817.0,-1.0,True,0.520862,0.569182,0.569182
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers']",0.9750128387391142,0.495062,0.522581,0.522581,0.552907,0.537434,0.537434,332915651830891.2,335950338638381.1,335950338638381.1,36.39,19260817.0,-1.0,True,0.519274,0.568134,0.568134
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks']",0.9786082458844693,0.494974,0.519928,0.519928,0.552955,0.538925,0.538925,349887434111063.5,357285763341537.94,357285763341537.94,36.57,19260817.0,-1.0,True,0.517687,0.571279,0.571279
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50']",0.9821571136477905,0.4914,0.515286,0.515286,0.554909,0.541525,0.541525,378527984820063.44,385280212710439.25,385280212710439.25,38.01,19260817.0,-1.0,True,0.5161,0.575472,0.575472
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks']",0.9855366104335249,0.493935,0.518336,0.518336,0.553524,0.539818,0.539818,367282799833486.6,373024298954305.0,373024298954305.0,39.09,19260817.0,-1.0,True,0.52585,0.579665,0.579665
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.498759,0.523009,0.523009,0.550879,0.537193,0.537193,361107250066981.8,364450265669561.1,364450265669561.1,40.25,19260817.0,-1.0,True,0.509751,0.579665,0.579665
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks']",0.9918657644199986,0.491273,0.516507,0.516507,0.554978,0.540842,0.540842,349525156604760.25,354624795478186.8,354624795478186.8,36.81,19260817.0,-1.0,True,0.520181,0.57652,0.57652
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %']",0.9946253824061244,0.490683,0.513403,0.513403,0.555299,0.542575,0.542575,340281468538964.5,347951489701009.56,347951489701009.56,41.17,19260817.0,-1.0,True,0.517687,0.580713,0.580713
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals']",0.9966894167418735,0.495824,0.521163,0.521163,0.55249,0.538232,0.538232,355704632326606.9,360455632698128.56,360455632698128.56,44.83,19260817.0,-1.0,True,0.510658,0.57652,0.57652
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway']",0.9984280188842564,0.493343,0.520005,0.520005,0.553847,0.538882,0.538882,348320706507606.25,353095437319806.44,353095437319806.4,43.9,19260817.0,-1.0,True,0.524036,0.572327,0.572327
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.494071,0.519149,0.519149,0.55345,0.539362,0.539362,346039896491438.06,349601524093963.9,349601524093963.9,44.38,19260817.0,-1.0,True,0.525397,0.562893,0.562893
50.0,3.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.46382,0.48924,0.48924,0.569755,0.555883,0.555883,322725745985383.44,328808604249714.56,328808604249714.56,2.36,19260817.0,-1.0,True,0.528798,0.574423,0.574423
50.0,6.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.496432,0.525315,0.525315,0.552157,0.535893,0.535893,353422256193601.4,356567793718676.2,356567793718676.2,2.48,19260817.0,-1.0,True,0.510431,0.57652,0.57652
50.0,24.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.496591,0.525718,0.525718,0.55207,0.535666,0.535666,371189034216326.4,375407652892727.75,375407652892727.75,46.08,19260817.0,-1.0,True,0.511565,0.579665,0.579665
50.0,48.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.496673,0.524316,0.524316,0.552025,0.536457,0.536457,382555218542118.1,387670435175143.2,387670435175143.2,48.62,19260817.0,-1.0,True,0.513379,0.579665,0.579665
50.0,96.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.496673,0.524316,0.524316,0.552025,0.536457,0.536457,382555218542118.1,387670435175143.2,387670435175143.2,46.2,19260817.0,-1.0,True,0.513379,0.579665,0.579665
50.0,192.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.496673,0.524316,0.524316,0.552025,0.536457,0.536457,382555218542118.1,387670435175143.2,387670435175143.2,46.43,19260817.0,-1.0,True,0.513379,0.579665,0.579665
50.0,12.0,0.7,0.4,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.450232,0.474925,0.474925,0.57693,0.563619,0.563619,377886960586895.9,385014440752313.7,385014440752313.6,3.95,19260817.0,-1.0,True,0.5322,0.583857,0.583857
50.0,12.0,0.7,0.55,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.450232,0.474925,0.474925,0.57693,0.563619,0.563619,377886960586895.94,385014440752313.6,385014440752313.6,3.06,19260817.0,-1.0,True,0.5322,0.583857,0.583857
50.0,12.0,0.7,0.85,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.494053,0.522871,0.522871,0.55346,0.537271,0.537271,364434490355722.6,368277873065667.75,368277873065667.75,7.24,19260817.0,-1.0,True,0.514059,0.582809,0.582809
50.0,12.0,0.4,0.4,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.444822,0.469411,0.469411,0.579762,0.566571,0.566571,388699112776364.75,396872121094568.0,396872121094568.0,2.39,19260817.0,-1.0,True,0.536281,0.571279,0.571279
50.0,12.0,0.55,0.4,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.451621,0.477606,0.477606,0.5762,0.562178,0.562178,400004147233298.75,408729545582865.7,408729545582865.7,2.89,19260817.0,-1.0,True,0.540363,0.579665,0.579665
50.0,12.0,0.85,0.4,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.452828,0.479845,0.479845,0.575566,0.560972,0.560972,374103051614541.2,384349014338793.44,384349014338793.5,4.86,19260817.0,-1.0,True,0.538095,0.581761,0.581761
25.0,12.0,0.7,0.4,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.436319,0.459219,0.459219,0.584184,0.571987,0.571987,403440413516403.1,411767056602703.2,411767056602703.2,3.25,19260817.0,-1.0,True,0.534694,0.567086,0.567086
100.0,12.0,0.7,0.4,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.455334,0.479946,0.479946,0.574246,0.560918,0.560918,381101274412634.0,389783118104235.25,389783118104235.25,8.44,19260817.0,-1.0,True,0.526304,0.587002,0.587002
200.0,12.0,0.7,0.4,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.45415,0.478577,0.478577,0.57487,0.561656,0.561656,383023557436871.44,393215950186774.2,393215950186774.2,14.86,19260817.0,-1.0,True,0.528571,0.577568,0.577568
400.0,12.0,0.7,0.4,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.457094,0.482224,0.482224,0.573318,0.559688,0.559688,376914381192333.8,386326987826479.9,386326987826479.94,28.4,19260817.0,-1.0,True,0.529932,0.571279,0.571279
100.0,12.0,0.7,0.4,1e-08,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.536258,0.559128,0.559128,0.529873,0.516454,0.516454,436698357303156.0,451961827879227.06,451961827879227.06,5.99,19260817.0,-1.0,True,0.54195,0.573375,0.573375
100.0,12.0,0.7,0.4,1e-06,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.53617,0.559164,0.559164,0.529923,0.516433,0.516433,436604259221143.25,451837954786077.44,451837954786077.44,6.17,19260817.0,-1.0,True,0.539909,0.573375,0.573375
100.0,12.0,0.7,0.4,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.524186,0.55754,0.55754,0.536725,0.517383,0.517383,436106267055416.5,447329459038652.5,447329459038652.5,6.42,19260817.0,-1.0,True,0.520862,0.579665,0.579665
100.0,12.0,0.7,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.133927,0.137856,0.137856,0.72412,0.722213,0.722213,60726119938494.89,59915833790069.766,59915833790069.766,6.45,19260817.0,-1.0,True,0.505215,0.557652,0.557652
