C,epsilon,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,Train Brownlow Metric,Val Brownlow Metric,Test Brownlow Metric
0.01,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092989,0.346504,0.354671,0.354671,0.629006,0.624836,0.624836,1063918484154211.8,1084248564100995.4,1084248564100995.4,0.59,19260817.0,0.484807,0.486373,0.486373
0.01,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions']",0.9306217431588558,0.485461,0.510858,0.510858,0.558139,0.543992,0.543992,762154127278852.5,779281558246805.0,779281558246805.0,0.62,19260817.0,0.5161,0.538784,0.538784
0.01,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s']",0.9417404842109905,0.484643,0.508595,0.508595,0.558583,0.545249,0.545249,726973579776423.2,742213338868048.1,742213338868048.1,0.69,19260817.0,0.5161,0.526205,0.526205
100.0,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092989,0.395266,0.395636,0.395636,0.605084,0.604678,0.604678,859630979354287.9,881549079813632.2,881549079813632.2,0.65,19260817.0,0.484807,0.5,0.5
10.0,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092989,0.395048,0.395708,0.395708,0.605193,0.604642,0.604642,942114323533674.8,968096316529257.6,968096316529257.6,0.83,19260817.0,0.5,0.512579,0.512579
10.0,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092989,0.257318,0.255903,0.255903,0.670556,0.67095,0.67095,924573147612665.2,932192579003168.1,932192579003168.1,0.64,19260817.0,0.439909,0.419287,0.419287
10.0,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions']",0.9306217431588558,0.377994,0.378883,0.378883,0.613664,0.613002,0.613002,853518753518431.5,879796611433466.0,879796611433466.0,0.64,19260817.0,0.471202,0.490566,0.490566
10.0,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s']",0.9417404842109905,0.412671,0.415536,0.415536,0.596313,0.59464,0.59464,838535803831887.8,857517617152469.2,857517617152469.2,0.71,19260817.0,0.501134,0.489518,0.489518
1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092989,0.393551,0.394136,0.394136,0.605941,0.605428,0.605428,955247425566475.2,981610134329691.9,981610134329691.9,0.66,19260817.0,0.496825,0.513627,0.513627
1.0,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions']",0.9306217431588558,0.365204,0.365907,0.365907,0.619941,0.619372,0.619372,832217265946760.1,852865664594444.0,852865664594444.0,0.67,19260817.0,0.475057,0.485325,0.485325
1.0,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s']",0.9417404842109905,0.393637,0.392899,0.392899,0.605898,0.606046,0.606046,924257458190970.0,951164134101454.4,951164134101454.4,0.81,19260817.0,0.504308,0.490566,0.490566
0.01,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.32218,0.323451,0.323451,0.640605,0.639772,0.639772,1056806989937097.0,1074599735838044.6,1074599735838044.6,0.83,19260817.0,0.473923,0.492662,0.492662
0.0001,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.492536,0.518774,0.518774,0.554288,0.539572,0.539572,524323578884219.9,530545224299816.56,530545224299816.56,0.83,19260817.0,0.508163,0.549266,0.549266
0.0001,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway']",0.9984280188842564,0.492064,0.519809,0.519809,0.554546,0.538992,0.538992,929973050303794.4,955280401807640.9,955280401807640.9,0.78,19260817.0,0.537642,0.569182,0.569182
10.0,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-5.144892,-5.311151,-5.311151,1.928814,1.954022,1.954022,4370115561636012.5,4378362860923923.5,4378362860923923.5,0.64,19260817.0,0.00907,0.004193,0.004193
100.0,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-4009.811546,-4296.149275,-4296.149275,49.277586,50.987702,50.987702,1.481625708396312e+17,1.5226394868459728e+17,1.5226394868459728e+17,0.57,19260817.0,0.119048,0.095388,0.095388
100.0,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,-9572.625702,-10154.844615,-10154.844615,76.132751,78.38505,78.38505,2.0746688696518026e+17,2.0825684935509277e+17,2.0825684935509277e+17,1.04,19260817.0,0.055782,0.050314,0.050314
0.01,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.480688,0.504789,0.504789,0.560722,0.547356,0.547356,458194173734145.7,456769731972370.8,456769731972370.8,0.51,19260817.0,0.494104,0.526205,0.526205
0.0001,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.474914,0.498128,0.498128,0.56383,0.551026,0.551026,387516832445294.9,385866423164510.56,385866423164510.56,0.42,19260817.0,0.501587,0.552411,0.552411
0.0001,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.474357,0.497222,0.497222,0.564129,0.551523,0.551523,381203735306957.56,379404304690485.7,379404304690485.7,0.37,19260817.0,0.507256,0.538784,0.538784
0.01,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.489331,0.51841,0.51841,0.556036,0.539776,0.539776,616561851431353.9,616553072919773.6,616553072919773.6,0.38,19260817.0,0.502041,0.548218,0.548218
0.0001,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.480564,0.507037,0.507037,0.560789,0.546113,0.546113,464363337497170.4,465424576861241.8,465424576861241.8,0.37,19260817.0,0.502268,0.546122,0.546122
0.0001,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.488752,0.515263,0.515263,0.556351,0.541537,0.541537,899559922076241.5,926366190454140.0,926366190454140.0,0.4,19260817.0,0.527891,0.553459,0.553459
0.01,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.487525,0.509435,0.509435,0.557018,0.544783,0.544783,524750324887717.3,532853100127791.0,532853100127791.0,0.58,19260817.0,0.503855,0.54717,0.54717
0.0001,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.475932,0.49865,0.49865,0.563284,0.550739,0.550739,395599678938467.3,394841265030284.9,394841265030284.9,0.57,19260817.0,0.506576,0.534591,0.534591
0.0001,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.474432,0.49727,0.49727,0.564089,0.551496,0.551496,381485677505705.4,379740720556430.44,379740720556430.44,0.53,19260817.0,0.511565,0.528302,0.528302
0.0001,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts']",0.8421594803742163,0.47459,0.49746,0.49746,0.564004,0.551392,0.551392,382423477727291.0,380768218236767.0,380768218236767.0,0.57,19260817.0,0.509977,0.530398,0.530398
1.0,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.159671,0.144276,0.144276,0.713276,0.719519,0.719519,521649024853721.25,510996201577315.3,510996201577315.3,0.53,19260817.0,0.385261,0.366876,0.366876
0.01,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.485115,0.506722,0.506722,0.558326,0.546287,0.546287,519939005271208.06,526954605343044.25,526954605343044.25,0.58,19260817.0,0.507256,0.530398,0.530398
0.01,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.483853,0.506512,0.506512,0.55901,0.546404,0.546404,470009533488568.7,471749355211683.3,471749355211683.3,0.58,19260817.0,0.494104,0.548218,0.548218
0.01,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts']",0.8421594803742163,0.485515,0.506047,0.506047,0.55811,0.546661,0.546661,529077521104520.6,538887470750090.94,538887470750090.94,0.63,19260817.0,0.505669,0.52935,0.52935
0.0001,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.489693,0.513439,0.513439,0.555839,0.542555,0.542555,515572559439513.5,520474252252272.94,520474252252272.94,0.65,19260817.0,0.503855,0.548218,0.548218
0.0001,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.475506,0.498221,0.498221,0.563513,0.550974,0.550974,393247498555918.3,392281624431355.5,392281624431355.5,0.52,19260817.0,0.502948,0.534591,0.534591
0.0001,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts']",0.8421594803742163,0.475722,0.498605,0.498605,0.563396,0.550763,0.550763,395300508221252.4,394454247093939.7,394454247093939.7,0.57,19260817.0,0.506576,0.540881,0.540881
0.0001,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts']",0.8049857274440886,0.474419,0.497255,0.497255,0.564096,0.551504,0.551504,381240309341138.06,379487465730061.1,379487465730061.1,0.53,19260817.0,0.509524,0.528302,0.528302
0.0001,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs']",0.8541358029977908,0.474572,0.497453,0.497453,0.564014,0.551396,0.551396,382497115095010.25,380853502284803.06,380853502284803.06,0.57,19260817.0,0.507937,0.530398,0.530398
0.01,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.36849,0.373025,0.373025,0.618335,0.615886,0.615886,1060537903043107.6,1089344323549930.0,1089344323549930.0,0.43,19260817.0,0.488889,0.477987,0.477987
0.0001,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.49202,0.516444,0.516444,0.554571,0.540877,0.540877,913110440095686.6,937340914936036.8,937340914936036.8,0.62,19260817.0,0.531293,0.556604,0.556604
0.0001,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts']",0.8421594803742163,0.492242,0.516212,0.516212,0.554449,0.541007,0.541007,912085248794261.6,937168790650331.1,937168790650331.1,0.52,19260817.0,0.531293,0.559748,0.559748
0.01,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.405526,0.419836,0.419836,0.599929,0.592449,0.592449,1005927476629226.6,1021745389467351.9,1021745389467351.9,0.5,19260817.0,0.508617,0.494759,0.494759
0.0001,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.489963,0.51366,0.51366,0.555692,0.542432,0.542432,514911134912399.3,520029816024761.06,520029816024761.06,0.5,19260817.0,0.503175,0.548218,0.548218
0.0001,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts']",0.8049857274440886,0.492257,0.51658,0.51658,0.554441,0.540801,0.540801,912624562754126.5,936935671141982.6,936935671141982.6,0.4,19260817.0,0.532653,0.5587,0.5587
0.01,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts']",0.8421594803742163,0.366532,0.369239,0.369239,0.619292,0.617743,0.617743,1058087993485068.5,1087385956344675.8,1087385956344675.8,0.49,19260817.0,0.487302,0.474843,0.474843
0.0001,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts']",0.8421594803742163,0.489294,0.514593,0.514593,0.556056,0.541912,0.541912,515846164751980.94,519936478768981.0,519936478768981.0,0.52,19260817.0,0.503628,0.553459,0.553459
0.0001,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs']",0.8541358029977908,0.492669,0.517016,0.517016,0.554216,0.540557,0.540557,908778585675797.9,934578707771191.5,934578707771191.5,0.67,19260817.0,0.534014,0.562893,0.562893
0.01,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.479391,0.50094,0.50094,0.561422,0.54948,0.54948,645909537135862.2,654563677030124.1,654563677030124.1,0.6,19260817.0,0.508617,0.515723,0.515723
0.0001,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.47635,0.499235,0.499235,0.563059,0.550417,0.550417,397315209231319.75,396564830213278.56,396564830213278.56,0.51,19260817.0,0.512018,0.531447,0.531447
0.0001,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.47458,0.497465,0.497465,0.56401,0.551389,0.551389,382790276014661.3,381156880112370.06,381156880112370.06,0.6,19260817.0,0.509977,0.530398,0.530398
0.0001,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals']",0.8934391461254398,0.47467,0.497613,0.497613,0.563961,0.551308,0.551308,383836690269963.9,382151175250057.75,382151175250057.75,0.63,19260817.0,0.509977,0.533543,0.533543
0.01,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.481688,0.503193,0.503193,0.560182,0.548238,0.548238,646767221731893.6,656487253061554.8,656487253061554.8,0.61,19260817.0,0.50771,0.518868,0.518868
0.0001,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.489698,0.516487,0.516487,0.555836,0.540853,0.540853,515323167003310.1,520384837299023.06,520384837299023.06,0.55,19260817.0,0.506576,0.553459,0.553459
0.0001,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.476367,0.499325,0.499325,0.56305,0.550368,0.550368,397653129952409.94,397097821277973.9,397097821277973.9,0.58,19260817.0,0.512472,0.537736,0.537736
0.0001,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals']",0.8934391461254398,0.476023,0.498864,0.498864,0.563235,0.550621,0.550621,396609605392044.44,395941606493623.94,395941606493623.94,0.74,19260817.0,0.511791,0.537736,0.537736
0.01,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.478265,0.495839,0.495839,0.562029,0.552281,0.552281,641373177088139.4,658059591262230.4,658059591262230.4,0.62,19260817.0,0.504762,0.515723,0.515723
0.0001,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds']",0.8659768297633487,0.474511,0.49736,0.49736,0.564047,0.551447,0.551447,382389286723646.4,380717286161468.75,380717286161468.75,0.58,19260817.0,0.509977,0.531447,0.531447
0.01,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals']",0.8934391461254398,0.481796,0.504668,0.504668,0.560123,0.547424,0.547424,684447004688183.8,694281037937542.5,694281037937542.5,0.63,19260817.0,0.511111,0.518868,0.518868
0.0001,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances']",0.9003977265227703,0.474742,0.497691,0.497691,0.563923,0.551265,0.551265,384058412178435.9,382383382683735.6,382383382683735.6,0.62,19260817.0,0.511791,0.539832,0.539832
0.01,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.344637,0.344368,0.344368,0.629904,0.629804,0.629804,1069499778744572.6,1096187930847530.8,1096187930847530.8,0.59,19260817.0,0.486168,0.481132,0.481132
0.0001,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.492628,0.51928,0.51928,0.554238,0.539289,0.539289,910908137890335.4,937594954427473.9,937594954427473.9,0.72,19260817.0,0.529478,0.566038,0.566038
0.0001,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals']",0.8934391461254398,0.493394,0.523137,0.523137,0.55382,0.537121,0.537121,903714256145658.2,927925178147983.4,927925178147983.4,0.61,19260817.0,0.533787,0.572327,0.572327
0.01,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.34445,0.346675,0.346675,0.629994,0.628695,0.628695,1081763444761463.0,1107213939942798.9,1107213939942798.9,0.53,19260817.0,0.485034,0.503145,0.503145
0.0001,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.489359,0.515908,0.515908,0.556021,0.541177,0.541177,514056385261985.5,518946885206328.56,518946885206328.56,0.56,19260817.0,0.507256,0.553459,0.553459
0.0001,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds']",0.8659768297633487,0.492442,0.518779,0.518779,0.55434,0.53957,0.53957,911773342631471.8,938119767914628.0,938119767914628.0,0.52,19260817.0,0.532426,0.567086,0.567086
0.01,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals']",0.8934391461254398,0.337461,0.337581,0.337581,0.633343,0.633055,0.633055,1079071810160294.2,1105345976659696.1,1105345976659696.1,0.58,19260817.0,0.473469,0.467505,0.467505
0.0001,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals']",0.8934391461254398,0.491026,0.51778,0.51778,0.555113,0.54013,0.54013,520561959781100.7,525696869187821.56,525696869187821.56,0.55,19260817.0,0.506349,0.556604,0.556604
0.0001,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances']",0.9003977265227703,0.493333,0.523061,0.523061,0.553853,0.537163,0.537163,904604810529554.6,928821413495017.8,928821413495017.8,0.68,19260817.0,0.533107,0.572327,0.572327
