n_estimators,max_depth,max_samples,max_features,ccp_alpha,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,n_jobs,Train Brownlow Metric,Val Brownlow Metric,Test Brownlow Metric
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50']",0.906940299335011,0.489759,0.518861,0.518861,0.555803,0.539524,0.539524,302970187068028.5,312703386383862.5,312703386383862.5,38.94,19260817.0,-1.0,0.508844,0.59434,0.59434
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s']",0.9130469708326392,0.490426,0.519486,0.519486,0.55544,0.539173,0.539173,323375922097399.6,333790740206598.6,333790740206598.6,42.08,19260817.0,-1.0,0.509297,0.58805,0.58805
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.48848,0.516297,0.516297,0.556499,0.540959,0.540959,327935873148402.75,337078056151873.94,337078056151873.94,43.82,19260817.0,-1.0,0.511338,0.566038,0.566038
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists']",0.924898549042972,0.485687,0.51428,0.51428,0.558016,0.542086,0.542086,299328934332681.44,308198723162914.1,308198723162914.1,50.51,19260817.0,-1.0,0.50839,0.59434,0.59434
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions']",0.9306217431588558,0.4925,0.521735,0.521735,0.554308,0.53791,0.53791,307197208193217.2,314630938339151.3,314630938339151.3,51.84,19260817.0,-1.0,0.508617,0.578616,0.578616
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.487167,0.516011,0.516011,0.557213,0.541119,0.541119,311490041886731.5,320060305624535.75,320060305624535.75,53.42,19260817.0,-1.0,0.50907,0.577568,0.577568
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s']",0.9417404842109904,0.485616,0.513317,0.513317,0.558055,0.542623,0.542623,315983495927004.94,325081779098077.9,325081779098077.9,53.63,19260817.0,-1.0,0.517007,0.589099,0.589099
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.488555,0.516899,0.516899,0.556459,0.540623,0.540623,303677161142249.4,312890788794459.6,312890788794459.6,64.0,19260817.0,-1.0,0.514286,0.571279,0.571279
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained']",0.9523402288050722,0.490141,0.519297,0.519297,0.555595,0.539279,0.539279,311131182960762.25,320790091398433.3,320790091398433.3,64.45,19260817.0,-1.0,0.519274,0.599581,0.599581
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements']",0.9575623339697504,0.480755,0.508246,0.508246,0.560686,0.545443,0.545443,299538487752337.5,310979464569690.5,310979464569690.5,72.31,19260817.0,-1.0,0.520635,0.596436,0.596436
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists']",0.96221169757485,0.49111,0.519281,0.519281,0.555067,0.539288,0.539288,314826616609592.25,323416252961306.3,323416252961306.3,76.61,19260817.0,-1.0,0.513605,0.56499,0.56499
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50']",0.9668398251654758,0.483873,0.512238,0.512238,0.559,0.543225,0.543225,322050692198725.75,333284020842843.44,333284020842843.44,73.63,19260817.0,-1.0,0.526984,0.593291,0.593291
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,0.490181,0.51931,0.51931,0.555573,0.539272,0.539272,305359514958331.6,314853505165151.6,314853505165151.6,75.17,19260817.0,-1.0,0.513379,0.578616,0.578616
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers']",0.9750128387391142,0.486533,0.515147,0.515147,0.557557,0.541602,0.541602,300488972531549.06,309745670109397.9,309745670109397.9,80.57,19260817.0,-1.0,0.512472,0.585954,0.585954
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks']",0.9786082458844692,0.486001,0.51434,0.51434,0.557846,0.542053,0.542053,305461144154862.6,315708550984774.2,315708550984774.2,86.33,19260817.0,-1.0,0.528345,0.591195,0.591195
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50']",0.9821571136477903,0.485894,0.514165,0.514165,0.557904,0.54215,0.54215,292173102233098.2,302441023849028.5,302441023849028.5,89.6,19260817.0,-1.0,0.518367,0.599581,0.599581
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks']",0.9855366104335248,0.490989,0.52019,0.52019,0.555133,0.538778,0.538778,305100387023217.94,312635403330954.7,312635403330954.7,86.75,19260817.0,-1.0,0.510884,0.571279,0.571279
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.487818,0.516663,0.516663,0.556859,0.540755,0.540755,313918227147419.2,322592745624039.3,322592745624039.3,93.17,19260817.0,-1.0,0.51678,0.584906,0.584906
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks']",0.9918657644199986,0.484755,0.512942,0.512942,0.558522,0.542832,0.542832,309457297400626.3,318951944826990.7,318951944826990.6,94.78,19260817.0,-1.0,0.510431,0.575472,0.575472
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %']",0.9946253824061244,0.491588,0.519126,0.519126,0.554806,0.539375,0.539375,332275590961045.5,341615585013153.8,341615585013153.8,101.33,19260817.0,-1.0,0.518141,0.561845,0.561845
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals']",0.9966894167418736,0.484052,0.512657,0.512657,0.558903,0.542991,0.542991,303865306522628.1,314087526455220.2,314087526455220.2,100.84,19260817.0,-1.0,0.517914,0.590147,0.590147
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway']",0.9984280188842564,0.489557,0.517413,0.517413,0.555913,0.540335,0.540335,298956917336732.56,310837004507338.1,310837004507338.1,99.04,19260817.0,-1.0,0.518141,0.584906,0.584906
50.0,12.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.4868,0.51488,0.51488,0.557413,0.541751,0.541751,306255610245355.0,314419145103410.75,314419145103410.75,103.24,19260817.0,-1.0,0.510204,0.577568,0.577568
50.0,3.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.460546,0.488424,0.488424,0.571493,0.556327,0.556327,261802520125969.38,277120986158458.6,277120986158458.6,5.55,19260817.0,-1.0,0.530839,0.57652,0.57652
50.0,6.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.481245,0.508206,0.508206,0.560421,0.545465,0.545465,330444285185197.9,344256101519057.5,344256101519057.5,9.2,19260817.0,-1.0,0.536508,0.606918,0.606918
50.0,24.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.477517,0.50511,0.50511,0.562431,0.547179,0.547179,315450722897142.5,328692229708741.2,328692229708741.2,107.34,19260817.0,-1.0,0.536735,0.606918,0.606918
50.0,48.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.478738,0.5065,0.5065,0.561774,0.54641,0.54641,318972148436352.44,333491105087643.0,333491105087643.0,177.37,19260817.0,-1.0,0.533333,0.602725,0.602725
50.0,96.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.478199,0.50586,0.50586,0.562064,0.546765,0.546765,319232874133232.4,333744408557669.4,333744408557669.4,179.59,19260817.0,-1.0,0.533333,0.602725,0.602725
50.0,192.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.478199,0.50586,0.50586,0.562064,0.546765,0.546765,319232874133232.4,333744408557669.4,333744408557669.4,177.4,19260817.0,-1.0,0.533333,0.602725,0.602725
50.0,6.0,0.7,0.4,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.442085,0.468024,0.468024,0.581189,0.567311,0.567311,340421417593042.06,357354033939008.44,357354033939008.44,5.07,19260817.0,-1.0,0.507029,0.535639,0.535639
50.0,6.0,0.7,0.55,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.45891,0.483979,0.483979,0.572358,0.558739,0.558739,326623770440017.6,342374655802214.94,342374655802214.94,7.5,19260817.0,-1.0,0.540816,0.560797,0.560797
50.0,6.0,0.7,0.85,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.489524,0.518496,0.518496,0.555931,0.539728,0.539728,310446822300222.56,320370730050675.7,320370730050675.7,12.19,19260817.0,-1.0,0.5161,0.578616,0.578616
50.0,6.0,0.4,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.479613,0.507117,0.507117,0.561302,0.546069,0.546069,326405158320413.5,340343004153563.8,340343004153563.8,8.21,19260817.0,-1.0,0.536508,0.593291,0.593291
50.0,6.0,0.55,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.479459,0.50707,0.50707,0.561385,0.546095,0.546095,332920239153937.2,346573461164543.2,346573461164543.2,8.71,19260817.0,-1.0,0.539002,0.598532,0.598532
50.0,6.0,0.85,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.478601,0.506272,0.506272,0.561847,0.546536,0.546536,316395298581577.6,329988929400006.9,329988929400006.9,10.32,19260817.0,-1.0,0.542177,0.601677,0.601677
25.0,6.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.479414,0.507032,0.507032,0.561409,0.546115,0.546115,349390742745653.25,365006429586867.25,365006429586867.25,4.4,19260817.0,-1.0,0.540816,0.607966,0.607966
100.0,6.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.479486,0.506594,0.506594,0.561371,0.546358,0.546358,323936457627255.94,336531263425515.8,336531263425515.8,18.05,19260817.0,-1.0,0.531973,0.60587,0.60587
200.0,6.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.480758,0.508549,0.508549,0.560684,0.545275,0.545275,313001881153879.6,324742676209045.7,324742676209045.7,38.52,19260817.0,-1.0,0.532426,0.600629,0.600629
400.0,6.0,0.7,0.7,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.479772,0.50783,0.50783,0.561216,0.545674,0.545674,308831204581147.0,320356301841953.7,320356301841953.7,70.69,19260817.0,-1.0,0.531519,0.606918,0.606918
25.0,6.0,0.7,0.7,1e-08,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.548603,0.567767,0.567767,0.522772,0.511369,0.511369,368586382113333.9,389506150261144.3,389506150261144.3,4.74,19260817.0,-1.0,0.524943,0.572327,0.572327
