n_hidden_layers,alpha,learning_rate_init,activation,hidden_layer_n_neurons,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,max_iter,learning_rate,batch_size,Train Brownlow Metric,Val Brownlow Metric,Test Brownlow Metric
5.0,1e-08,0.1,relu,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-0.007256,-0.007261,-0.007261,0.780914,0.780632,0.780632,259241729476319.38,259270751359969.22,259270751359969.22,14.55,19260817.0,1000.0,adaptive,auto,0.235374,0.21174,0.21174
5.0,1e-08,0.1,relu,60.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-0.011642,-0.011651,-0.011651,0.782612,0.782331,0.782331,328381748527535.94,328418510575520.1,328418510575520.1,79.18,19260817.0,1000.0,adaptive,auto,0.235374,0.21174,0.21174
5.0,1e-08,0.1,relu,60.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-0.003052,-0.003054,-0.003054,0.779283,0.779,0.779,168124393460088.72,168143214838095.94,168143214838095.94,80.82,19260817.0,1000.0,adaptive,auto,0.235374,0.21174,0.21174
5.0,0.1,0.0001,logistic,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-1e-06,-1e-06,-1e-06,0.778097,0.777813,0.777813,2662088701220.121,2662386719709.3086,2662386719709.3086,14.09,19260817.0,1000.0,adaptive,auto,0.235374,0.21174,0.21174
5.0,0.1,0.0001,logistic,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-0.0,-0.0,-0.0,0.778096,0.777813,0.777813,1233096483025.2483,1233234527092.1965,1233234527092.1965,15.54,19260817.0,1000.0,adaptive,auto,0.235374,0.21174,0.21174
5.0,0.1,0.0001,logistic,60.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-0.001926,-0.001928,-0.001928,0.778845,0.778562,0.778562,133572041364441.2,133586994637015.0,133586994637015.0,129.92,19260817.0,1000.0,adaptive,auto,0.235374,0.21174,0.21174
5.0,0.1,0.0001,logistic,60.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-0.0,-0.0,-0.0,0.778096,0.777813,0.777813,1156661602126.5422,1156791089375.7864,1156791089375.7864,143.58,19260817.0,1000.0,adaptive,auto,0.235374,0.21174,0.21174
5.0,0.1,0.0001,relu,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-0.0,-0.0,-0.0,0.778096,0.777813,0.777813,2106019640302.8958,2106255407349.694,2106255407349.694,18.94,19260817.0,1000.0,adaptive,auto,0.235374,0.21174,0.21174
5.0,0.1,0.0001,relu,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-6e-06,-6e-06,-6e-06,0.778098,0.777815,0.777815,7188047750551.768,7188852446176.615,7188852446176.615,17.7,19260817.0,1000.0,adaptive,auto,0.235374,0.21174,0.21174
5.0,0.1,0.0001,relu,60.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.52897,0.563469,0.563469,0.53402,0.513905,0.513905,438533755674213.44,447202809283515.8,447202809283515.8,298.06,19260817.0,1000.0,adaptive,auto,0.513379,0.585954,0.585954
5.0,0.1,0.0001,relu,60.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.743408,0.438273,0.438273,0.394144,0.582959,0.582959,314880993496760.9,543575181777584.2,543575181777584.2,1459.86,19260817.0,1000.0,adaptive,auto,0.634921,0.541929,0.541929
5.0,0.1,0.1,logistic,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-0.008602,-0.008609,-0.008609,0.781436,0.781154,0.781154,282272526429552.44,282304126590669.06,282304126590669.06,13.34,19260817.0,1000.0,adaptive,auto,0.235374,0.21174,0.21174
5.0,0.1,0.1,logistic,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-0.007254,-0.007259,-0.007259,0.780913,0.780631,0.780631,259211768625424.4,259240787154983.53,259240787154983.53,14.77,19260817.0,1000.0,adaptive,auto,0.235374,0.21174,0.21174
5.0,0.1,0.1,logistic,60.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-8e-06,-8e-06,-8e-06,0.778099,0.777816,0.777816,8337997835872.405,8338931267398.134,8338931267398.134,87.41,19260817.0,1000.0,adaptive,auto,0.235374,0.21174,0.21174
5.0,0.1,0.1,logistic,60.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-0.008679,-0.008686,-0.008686,0.781466,0.781184,0.781184,283533772868831.2,283565514225380.25,283565514225380.25,114.73,19260817.0,1000.0,adaptive,auto,0.235374,0.21174,0.21174
5.0,0.1,0.1,relu,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-0.008608,-0.008614,-0.008614,0.781438,0.781156,0.781156,282359408218656.6,282391018106113.1,282391018106113.1,13.24,19260817.0,1000.0,adaptive,auto,0.235374,0.21174,0.21174
5.0,0.1,0.1,relu,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-0.007256,-0.007261,-0.007261,0.780914,0.780632,0.780632,259241729476319.38,259270751359969.22,259270751359969.22,14.54,19260817.0,1000.0,adaptive,auto,0.235374,0.21174,0.21174
5.0,0.1,0.1,relu,60.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-8.1e-05,-8.1e-05,-8.1e-05,0.778128,0.777845,0.777845,27402918694465.027,27405986427116.035,27405986427116.035,90.17,19260817.0,1000.0,adaptive,auto,0.235374,0.21174,0.21174
5.0,0.1,0.1,relu,60.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-0.000364,-0.000364,-0.000364,0.778238,0.777955,0.777955,58036957176239.21,58043454362560.16,58043454362560.16,106.64,19260817.0,1000.0,adaptive,auto,0.235374,0.21174,0.21174
3.0,3.1622776601683795e-05,0.0031622776601683794,logistic,31.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092989,0.643587,0.500906,0.500906,0.464526,0.549498,0.549498,343696701400449.06,453874597637411.9,453874597637411.9,179.37,19260817.0,1000.0,adaptive,auto,0.551474,0.595388,0.595388
3.0,3.1622776601683795e-05,0.0031622776601683794,relu,31.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092989,0.643872,0.466281,0.466281,0.464341,0.56824,0.56824,349550067634100.56,469714880474383.56,469714880474383.56,217.29,19260817.0,1000.0,adaptive,auto,0.582086,0.550314,0.550314
1.0,1e-08,0.0001,logistic,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092989,0.485936,0.511498,0.511498,0.557882,0.543637,0.543637,687875784951963.0,698480602372498.1,698480602372498.1,32.45,19260817.0,1000.0,adaptive,auto,0.519048,0.563941,0.563941
1.0,1e-08,0.0001,logistic,31.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.493324,0.521717,0.521717,0.553858,0.53792,0.53792,626370523209261.8,631321870345390.1,631321870345390.1,15.0,19260817.0,1000.0,adaptive,auto,0.506576,0.575472,0.575472
1.0,1e-08,0.0001,logistic,31.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092989,0.528321,0.539203,0.539203,0.534388,0.527995,0.527995,626927873973499.9,653693938726829.4,653693938726829.4,36.69,19260817.0,1000.0,adaptive,auto,0.533333,0.572327,0.572327
1.0,1e-08,0.0031622776601683794,logistic,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.490382,0.518516,0.518516,0.555464,0.539717,0.539717,704314409703784.6,712645859348514.6,712645859348514.6,12.67,19260817.0,1000.0,adaptive,auto,0.514512,0.574423,0.574423
1.0,1e-08,0.0031622776601683794,logistic,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092989,0.497117,0.525768,0.525768,0.551781,0.535637,0.535637,717733031257250.6,734291730998660.2,734291730998660.2,16.55,19260817.0,1000.0,adaptive,auto,0.519728,0.568134,0.568134
1.0,1e-08,0.0031622776601683794,logistic,31.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.529289,0.561767,0.561767,0.533839,0.514906,0.514906,460152385011306.44,470059205679376.9,470059205679376.9,40.77,19260817.0,1000.0,adaptive,auto,0.519274,0.575472,0.575472
1.0,1e-08,0.0031622776601683794,logistic,31.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092989,0.580407,0.553534,0.553534,0.50402,0.51972,0.51972,602952170886549.8,660376800959968.9,660376800959968.9,45.82,19260817.0,1000.0,adaptive,auto,0.566893,0.542977,0.542977
1.0,3.1622776601683795e-05,0.0001,logistic,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.477513,0.502901,0.502901,0.562433,0.548399,0.548399,629616822337759.6,633516653795472.1,633516653795472.1,28.53,19260817.0,1000.0,adaptive,auto,0.506576,0.568134,0.568134
1.0,3.1622776601683795e-05,0.0001,logistic,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092989,0.485934,0.511496,0.511496,0.557882,0.543638,0.543638,687874144191808.2,698478781473705.8,698478781473705.8,33.38,19260817.0,1000.0,adaptive,auto,0.519048,0.563941,0.563941
1.0,3.1622776601683795e-05,0.0001,logistic,31.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.493324,0.521717,0.521717,0.553858,0.53792,0.53792,626374014350871.8,631325330717136.8,631325330717136.8,14.93,19260817.0,1000.0,adaptive,auto,0.506576,0.575472,0.575472
1.0,3.1622776601683795e-05,0.0001,logistic,31.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092989,0.528315,0.539206,0.539206,0.534391,0.527994,0.527994,626914145480441.0,653677819177724.2,653677819177724.2,37.55,19260817.0,1000.0,adaptive,auto,0.533333,0.572327,0.572327
1.0,3.1622776601683795e-05,0.0031622776601683794,logistic,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.490376,0.518509,0.518509,0.555467,0.539721,0.539721,704310758697011.4,712642456356128.5,712642456356128.5,12.77,19260817.0,1000.0,adaptive,auto,0.514512,0.574423,0.574423
1.0,3.1622776601683795e-05,0.0031622776601683794,logistic,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092989,0.497112,0.525763,0.525763,0.551784,0.53564,0.53564,717660556163940.9,734211529900785.9,734211529900785.9,16.13,19260817.0,1000.0,adaptive,auto,0.519728,0.568134,0.568134
1.0,3.1622776601683795e-05,0.0031622776601683794,logistic,31.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.52928,0.561747,0.561747,0.533844,0.514918,0.514918,460188496298247.9,470107239967702.8,470107239967702.8,40.99,19260817.0,1000.0,adaptive,auto,0.519274,0.575472,0.575472
1.0,3.1622776601683795e-05,0.0031622776601683794,logistic,31.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092989,0.580415,0.553491,0.553491,0.504015,0.519745,0.519745,602958438584144.8,660464389315832.9,660464389315832.9,45.45,19260817.0,1000.0,adaptive,auto,0.566893,0.539832,0.539832
3.0,1e-08,0.0001,logistic,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.475227,0.500439,0.500439,0.563663,0.549755,0.549755,650074504178728.4,654427292149247.5,654427292149247.5,62.2,19260817.0,1000.0,adaptive,auto,0.508617,0.572327,0.572327
3.0,1e-08,0.0001,logistic,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092989,0.481788,0.506776,0.506776,0.560127,0.546257,0.546257,694576037054709.4,704900343101814.6,704900343101814.6,67.81,19260817.0,1000.0,adaptive,auto,0.521088,0.57652,0.57652
3.0,1e-08,0.0001,logistic,31.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.492302,0.520871,0.520871,0.554416,0.538395,0.538395,634998030461202.4,639299841704699.6,639299841704699.6,51.52,19260817.0,1000.0,adaptive,auto,0.507937,0.568134,0.568134
3.0,1e-08,0.0001,logistic,31.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092989,0.570579,0.57088,0.57088,0.509888,0.509524,0.509524,539371010927519.44,581957070410547.2,581957070410547.2,160.21,19260817.0,1000.0,adaptive,auto,0.552834,0.572327,0.572327
3.0,1e-08,0.0031622776601683794,logistic,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.489324,0.515715,0.515715,0.55604,0.541285,0.541285,633475520231379.4,640061314827177.4,640061314827177.4,25.92,19260817.0,1000.0,adaptive,auto,0.506803,0.584906,0.584906
3.0,1e-08,0.0031622776601683794,logistic,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092989,0.478302,0.501596,0.501596,0.562009,0.549118,0.549118,550661736466501.44,552744992983741.3,552744992983741.3,31.28,19260817.0,1000.0,adaptive,auto,0.511791,0.548218,0.548218
3.0,1e-08,0.0031622776601683794,logistic,31.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.525886,0.556696,0.556696,0.535765,0.517876,0.517876,499532587257426.0,510443806658353.9,510443806658353.9,38.12,19260817.0,1000.0,adaptive,auto,0.519274,0.575472,0.575472
3.0,1e-08,0.0031622776601683794,logistic,31.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092989,0.660522,0.497046,0.497046,0.453356,0.551619,0.551619,322982630524725.44,444268504909924.9,444268504909924.9,255.17,19260817.0,1000.0,adaptive,auto,0.556689,0.579665,0.579665
3.0,3.1622776601683795e-05,0.0001,logistic,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.475223,0.500434,0.500434,0.563664,0.549758,0.549758,650070103326969.0,654422708063899.5,654422708063899.5,61.95,19260817.0,1000.0,adaptive,auto,0.508617,0.572327,0.572327
3.0,3.1622776601683795e-05,0.0001,logistic,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092989,0.481785,0.506772,0.506772,0.560129,0.54626,0.54626,694573142859954.1,704897030045658.6,704897030045658.6,68.07,19260817.0,1000.0,adaptive,auto,0.521088,0.57652,0.57652
3.0,3.1622776601683795e-05,0.0001,logistic,31.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.4923,0.520868,0.520868,0.554417,0.538397,0.538397,635002896070963.8,639305045540213.1,639305045540213.1,51.5,19260817.0,1000.0,adaptive,auto,0.507937,0.568134,0.568134
3.0,3.1622776601683795e-05,0.0001,logistic,31.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092989,0.570569,0.57089,0.57089,0.509894,0.509518,0.509518,539303163056211.7,581893944578324.6,581893944578324.6,160.93,19260817.0,1000.0,adaptive,auto,0.552834,0.572327,0.572327
3.0,3.1622776601683795e-05,0.0031622776601683794,logistic,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.489316,0.515712,0.515712,0.556044,0.541286,0.541286,633776017974840.5,640365822829389.2,640365822829389.2,25.98,19260817.0,1000.0,adaptive,auto,0.507483,0.584906,0.584906
3.0,3.1622776601683795e-05,0.0031622776601683794,logistic,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092989,0.478292,0.501586,0.501586,0.562014,0.549124,0.549124,550681451048756.7,552766104333808.5,552766104333808.5,31.43,19260817.0,1000.0,adaptive,auto,0.511791,0.548218,0.548218
