max_bins,min_samples_leaf,interactions,max_leaves,learning_rate,max_rounds,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,n_jobs,Train Brownlow Metric,Val Brownlow Metric,Test Brownlow Metric
1024.0,4.0,8.0,1000.0,0.1,50.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers']",0.9750128387391142,0.567977,0.563229,0.563229,0.511431,0.514046,0.514046,532134615842259.3,580070640221208.5,580070640221208.5,45.93,19260817.0,-1.0,0.552381,0.573375,0.573375
1024.0,4.0,8.0,1000.0,0.1,50.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks']",0.9786082458844693,0.568108,0.563018,0.563018,0.511353,0.51417,0.51417,534001404917316.56,581550784462062.4,581550784462062.4,45.02,19260817.0,-1.0,0.552154,0.583857,0.583857
1024.0,4.0,8.0,1000.0,0.1,50.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50']",0.9821571136477905,0.568185,0.562978,0.562978,0.511308,0.514194,0.514194,535072770168689.5,582609841460996.9,582609841460996.9,46.14,19260817.0,-1.0,0.551927,0.568134,0.568134
1024.0,4.0,8.0,1000.0,0.1,50.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks']",0.9855366104335249,0.568355,0.563669,0.563669,0.511207,0.513787,0.513787,535910212626144.3,583182198870393.1,583182198870393.1,48.34,19260817.0,-1.0,0.553288,0.574423,0.574423
1024.0,4.0,8.0,1000.0,0.1,50.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.568494,0.563564,0.563564,0.511125,0.513849,0.513849,536617096465508.8,583800787460736.5,583800787460736.5,52.81,19260817.0,-1.0,0.554649,0.57652,0.57652
1024.0,4.0,8.0,1000.0,0.1,50.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks']",0.9918657644199986,0.568595,0.563434,0.563434,0.511065,0.513925,0.513925,536987493705749.25,584469836087526.6,584469836087526.6,51.09,19260817.0,-1.0,0.553061,0.577568,0.577568
1024.0,4.0,8.0,1000.0,0.1,50.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %']",0.9946253824061244,0.569287,0.56327,0.56327,0.510655,0.514022,0.514022,548658954481793.8,595944998827092.1,595944998827092.1,54.48,19260817.0,-1.0,0.553968,0.577568,0.577568
1024.0,4.0,8.0,1000.0,0.1,50.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals']",0.9966894167418735,0.569557,0.563008,0.563008,0.510495,0.514176,0.514176,549276754506001.44,597670766342715.2,597670766342715.2,58.25,19260817.0,-1.0,0.551927,0.579665,0.579665
1024.0,4.0,8.0,1000.0,0.1,50.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway']",0.9984280188842564,0.569598,0.562853,0.562853,0.510471,0.514268,0.514268,549759831911379.8,598050129884471.5,598050129884471.5,57.46,19260817.0,-1.0,0.548299,0.57652,0.57652
1024.0,4.0,8.0,1000.0,0.1,50.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.570206,0.563449,0.563449,0.51011,0.513916,0.513916,562623633348068.75,608881079550670.8,608881079550670.8,57.66,19260817.0,-1.0,0.554422,0.584906,0.584906
1024.0,4.0,2.0,1000.0,0.1,50.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts']",0.8049857274440886,0.545413,0.568732,0.568732,0.524617,0.510798,0.510798,528240314543099.44,565247890332283.0,565247890332283.0,10.14,19260817.0,-1.0,0.537642,0.583857,0.583857
1024.0,4.0,4.0,1000.0,0.1,50.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts']",0.8049857274440886,0.551391,0.574538,0.574538,0.521156,0.507347,0.507347,486621420834584.94,517382012791271.75,517382012791271.75,10.59,19260817.0,-1.0,0.544898,0.575472,0.575472
4.0,4.0,8.0,1000.0,0.1,50.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts']",0.8049857274440886,0.552153,0.571614,0.571614,0.520713,0.509088,0.509088,443429543875896.44,473215564027410.6,473215564027410.6,12.6,19260817.0,-1.0,0.541723,0.575472,0.575472
6.0,4.0,8.0,1000.0,0.1,50.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts']",0.8049857274440886,0.550419,0.568688,0.568688,0.52172,0.510824,0.510824,464944139414108.1,495422533675857.6,495422533675857.6,16.71,19260817.0,-1.0,0.534467,0.56499,0.56499
64.0,4.0,8.0,1000.0,0.1,50.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts']",0.8049857274440886,0.555991,0.578893,0.578893,0.518476,0.504744,0.504744,459002478154577.6,491385561476123.25,491385561476123.25,14.07,19260817.0,-1.0,0.54127,0.595388,0.595388
256.0,4.0,8.0,1000.0,0.1,50.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts']",0.8049857274440886,0.556423,0.579022,0.579022,0.518224,0.504667,0.504667,458634099962791.7,491016362716591.75,491016362716591.75,14.2,19260817.0,-1.0,0.543311,0.595388,0.595388
4096.0,4.0,8.0,1000.0,0.1,50.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts']",0.8049857274440886,0.556717,0.579647,0.579647,0.518053,0.504292,0.504292,458593479307176.6,489980302021872.0,489980302021872.0,12.22,19260817.0,-1.0,0.548299,0.595388,0.595388
64.0,4.0,8.0,100.0,0.1,50.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts']",0.8049857274440886,0.555991,0.578893,0.578893,0.518476,0.504744,0.504744,459002478154577.6,491385561476123.25,491385561476123.25,13.76,19260817.0,-1.0,0.54127,0.595388,0.595388
64.0,4.0,8.0,10000.0,0.1,50.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts']",0.8049857274440886,0.555991,0.578893,0.578893,0.518476,0.504744,0.504744,459002478154577.6,491385561476123.25,491385561476123.25,14.01,19260817.0,-1.0,0.54127,0.595388,0.595388
64.0,2.0,8.0,1000.0,0.1,50.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts']",0.8049857274440886,0.555991,0.578893,0.578893,0.518476,0.504744,0.504744,459002478154577.6,491385561476123.25,491385561476123.25,14.29,19260817.0,-1.0,0.54127,0.595388,0.595388
64.0,8.0,8.0,1000.0,0.1,50.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts']",0.8049857274440886,0.555991,0.578893,0.578893,0.518476,0.504744,0.504744,459002478154577.6,491385561476123.25,491385561476123.25,15.06,19260817.0,-1.0,0.54127,0.595388,0.595388
64.0,16.0,8.0,1000.0,0.1,50.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts']",0.8049857274440886,0.555991,0.578893,0.578893,0.518476,0.504744,0.504744,459002478154577.6,491385561476123.25,491385561476123.25,13.41,19260817.0,-1.0,0.54127,0.595388,0.595388
64.0,32.0,8.0,1000.0,0.1,50.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts']",0.8049857274440886,0.555988,0.578867,0.578867,0.518479,0.50476,0.50476,459056384359664.3,491410116176439.5,491410116176439.5,13.98,19260817.0,-1.0,0.542404,0.595388,0.595388
64.0,4.0,8.0,1000.0,0.1,25.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts']",0.8049857274440886,0.551927,0.578443,0.578443,0.520844,0.505014,0.505014,471948158183717.0,504628582831335.8,504628582831335.8,10.04,19260817.0,-1.0,0.544898,0.577568,0.577568
64.0,4.0,8.0,1000.0,0.1,100.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts']",0.8049857274440886,0.559441,0.577665,0.577665,0.516459,0.50548,0.50548,445768895315146.8,479576496209375.44,479576496209375.44,22.88,19260817.0,-1.0,0.546712,0.593291,0.593291
64.0,4.0,8.0,1000.0,0.1,200.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts']",0.8049857274440886,0.562486,0.575437,0.575437,0.514671,0.506812,0.506812,435841476162980.56,472332188216770.8,472332188216770.8,35.68,19260817.0,-1.0,0.552834,0.609015,0.609015
