n_estimators,max_depth,subsample,max_features,ccp_alpha,learning_rate,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,Train Brownlow Metric,Val Brownlow Metric,Test Brownlow Metric
25.0,3.0,0.85,0.4,0.0001,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.535148,0.531199,0.531199,0.530507,0.532561,0.532561,490845849990720.8,530874031725790.06,530874031725790.06,15.68,19260817.0,0.53424,0.57652,0.57652
25.0,3.0,0.4,0.4,0.0001,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,0.561192,0.540334,0.540334,0.515431,0.527347,0.527347,467359758697807.3,517010914688375.7,517010914688375.7,8.13,19260817.0,0.541043,0.57652,0.57652
100.0,24.0,0.85,0.85,0.0001,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,0.113756,0.105885,0.105885,0.732504,0.735482,0.735482,29686820790379.93,40708334396398.54,40708334396398.54,2425.31,19260817.0,0.511338,0.585954,0.585954
25.0,24.0,0.85,0.85,0.1,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,0.014796,0.0155,0.0155,0.772318,0.771761,0.771761,4114868780869.8,4201040963342.452,4201040963342.452,217.11,19260817.0,0.514739,0.552411,0.552411
100.0,3.0,0.4,0.85,0.0001,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.559032,0.55476,0.55476,0.516698,0.519006,0.519006,444283730593341.4,488526816633792.4,488526816633792.4,18.77,19260817.0,0.560091,0.542977,0.542977
25.0,3.0,0.4,0.4,0.0001,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.013977,0.015489,0.015489,0.772639,0.771766,0.771766,9703674674361.26,10206790202389.14,10206790202389.14,2.33,19260817.0,0.496372,0.519916,0.519916
100.0,3.0,0.4,0.85,0.0001,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.077059,0.081888,0.081888,0.747516,0.745286,0.745286,29793107933556.203,31142164604812.66,31142164604812.66,12.46,19260817.0,0.518594,0.607966,0.607966
100.0,3.0,0.4,0.4,0.0001,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.064901,0.069384,0.069384,0.752423,0.750344,0.750344,30716571904861.8,32570959329025.42,32570959329025.42,34.02,19260817.0,0.541043,0.580713,0.580713
25.0,3.0,0.4,0.85,0.1,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.415507,0.441567,0.441567,0.594871,0.581247,0.581247,209370476363227.03,215051484184776.25,215051484184776.25,15.84,19260817.0,0.502041,0.542977,0.542977
100.0,3.0,0.4,0.85,0.1,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.416168,0.441993,0.441993,0.594535,0.581025,0.581025,196974597374148.72,202520376432590.25,202520376432590.25,27.45,19260817.0,0.502041,0.542977,0.542977
25.0,24.0,0.4,0.85,0.1,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,0.416173,0.441998,0.441998,0.594532,0.581023,0.581023,189564650948722.75,195116137122027.2,195116137122027.2,100.45,19260817.0,0.502041,0.542977,0.542977
25.0,24.0,0.4,0.85,0.0001,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.028249,0.028501,0.028501,0.767027,0.766649,0.766649,8850406133753.797,10387314249074.676,10387314249074.676,238.75,19260817.0,0.513152,0.579665,0.579665
25.0,24.0,0.85,0.85,0.1,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.416183,0.441979,0.441979,0.594527,0.581032,0.581032,191032225033663.6,196566903335663.25,196566903335663.25,180.79,19260817.0,0.502041,0.542977,0.542977
100.0,3.0,0.85,0.4,0.1,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.415669,0.441688,0.441688,0.594789,0.581184,0.581184,208093771857237.9,213749564091974.47,213749564091974.47,36.86,19260817.0,0.502041,0.542977,0.542977
25.0,24.0,0.85,0.85,0.1,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.416183,0.441979,0.441979,0.594527,0.581032,0.581032,191032225033663.6,196566903335663.25,196566903335663.25,145.78,19260817.0,0.502041,0.542977,0.542977
100.0,3.0,0.85,0.85,0.0001,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.085596,0.09033,0.09033,0.74405,0.741852,0.741852,27610649796347.68,28440014137682.715,28440014137682.715,122.66,19260817.0,0.504762,0.561845,0.561845
25.0,24.0,0.85,0.4,0.1,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.412529,0.437127,0.437127,0.596385,0.583553,0.583553,282827923355633.8,285038428282789.25,285038428282789.25,180.4,19260817.0,0.514739,0.552411,0.552411
25.0,24.0,0.85,0.4,0.0001,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.028976,0.028176,0.028176,0.76674,0.766777,0.766777,8468353313455.642,10449080331802.404,10449080331802.404,603.43,19260817.0,0.535374,0.590147,0.590147
100.0,3.0,0.4,0.4,0.0001,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.063901,0.068652,0.068652,0.752825,0.750639,0.750639,27929985115108.027,29935731754777.08,29935731754777.08,20.62,19260817.0,0.534014,0.555556,0.555556
25.0,3.0,0.85,0.85,0.1,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.013181,0.013804,0.013804,0.772951,0.772426,0.772426,3741781482788.088,3817018948282.7305,3817018948282.7305,7.01,19260817.0,0.514739,0.552411,0.552411
25.0,3.0,0.4,0.4,0.1,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,0.005939,0.0062,0.0062,0.775782,0.775398,0.775398,1569105596940.1755,1594930315652.7896,1594930315652.7896,6.89,19260817.0,0.514739,0.552411,0.552411
25.0,3.0,0.4,0.85,0.1,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.0156,0.01632,0.01632,0.772003,0.77144,0.77144,4305677615974.573,4387621443390.6553,4387621443390.6553,8.14,19260817.0,0.514739,0.552411,0.552411
25.0,3.0,0.4,0.4,0.0001,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.016771,0.018191,0.018191,0.771544,0.770706,0.770706,7797705466763.309,8224061509254.339,8224061509254.339,4.03,19260817.0,0.52517,0.541929,0.541929
100.0,24.0,0.85,0.85,0.1,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.059892,0.062482,0.062482,0.754435,0.753121,0.753121,16547443367868.928,16793617491636.496,16793617491636.496,1044.5,19260817.0,0.514739,0.552411,0.552411
100.0,24.0,0.4,0.4,0.0001,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,0.616223,0.458905,0.458905,0.482028,0.572153,0.572153,377173455510636.4,498641114885402.4,498641114885402.4,238.16,19260817.0,0.601587,0.532495,0.532495
25.0,24.0,0.4,0.85,0.1,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.415507,0.441567,0.441567,0.594871,0.581247,0.581247,209370476363227.03,215051484184776.25,215051484184776.25,117.68,19260817.0,0.502041,0.542977,0.542977
25.0,24.0,0.85,0.85,0.0001,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.025682,0.027081,0.027081,0.76804,0.767209,0.767209,10299440992987.535,10490390776190.549,10490390776190.549,55.64,19260817.0,0.519274,0.599581,0.599581
100.0,3.0,0.4,0.4,0.0001,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,0.578094,0.531863,0.531863,0.505407,0.532184,0.532184,452580031905960.2,508197985704319.6,508197985704319.6,28.13,19260817.0,0.564853,0.54717,0.54717
25.0,3.0,0.85,0.85,0.0001,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.021439,0.022746,0.022746,0.76971,0.768916,0.768916,6972447299013.694,7279755969783.359,7279755969783.359,7.79,19260817.0,0.512018,0.583857,0.583857
25.0,3.0,0.4,0.85,0.1,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.416173,0.441998,0.441998,0.594532,0.581023,0.581023,189564650948722.75,195116137122027.2,195116137122027.2,4.31,19260817.0,0.502041,0.542977,0.542977
25.0,3.0,0.4,0.4,0.1,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.415507,0.441567,0.441567,0.594871,0.581247,0.581247,209370476363265.6,215051484184814.9,215051484184814.9,7.89,19260817.0,0.502041,0.542977,0.542977
25.0,24.0,0.85,0.85,0.1,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.013187,0.01381,0.01381,0.772949,0.772424,0.772424,3746936613604.808,3822033024081.179,3822033024081.179,194.55,19260817.0,0.514739,0.552411,0.552411
25.0,3.0,0.85,0.85,0.1,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.415633,0.441629,0.441629,0.594807,0.581215,0.581215,211691057134692.4,217331486085087.44,217331486085087.44,30.77,19260817.0,0.502041,0.542977,0.542977
100.0,3.0,0.85,0.85,0.0001,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,0.577834,0.543173,0.543173,0.505562,0.525716,0.525716,440262297630653.7,498584705956369.75,498584705956369.75,97.34,19260817.0,0.553741,0.559748,0.559748
100.0,24.0,0.85,0.85,0.1,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.416183,0.44198,0.44198,0.594527,0.581032,0.581032,188940804128616.75,194477093235694.8,194477093235694.8,611.24,19260817.0,0.502041,0.542977,0.542977
25.0,3.0,0.4,0.85,0.1,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.415507,0.441567,0.441567,0.594871,0.581247,0.581247,209370476363222.56,215051484184770.97,215051484184770.97,2.67,19260817.0,0.502041,0.542977,0.542977
100.0,3.0,0.85,0.4,0.0001,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.061876,0.067173,0.067173,0.753639,0.751235,0.751235,29119834687779.89,31043879318522.39,31043879318522.39,24.81,19260817.0,0.53288,0.538784,0.538784
25.0,24.0,0.85,0.85,0.0001,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.030595,0.028658,0.028658,0.766101,0.766587,0.766587,7669362457799.307,10668702986714.508,10668702986714.508,568.35,19260817.0,0.507029,0.584906,0.584906
25.0,3.0,0.4,0.85,0.0001,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.561529,0.55265,0.55265,0.515233,0.520234,0.520234,461987229144390.5,508649699697734.1,508649699697734.1,7.44,19260817.0,0.548073,0.554507,0.554507
25.0,3.0,0.4,0.4,0.0001,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.530228,0.523495,0.523495,0.533307,0.536919,0.536919,486357016527222.2,535813920946598.2,535813920946598.2,8.55,19260817.0,0.544671,0.550314,0.550314
100.0,24.0,0.85,0.4,0.1,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,0.415669,0.441688,0.441688,0.594789,0.581184,0.581184,208093771857238.84,213749564091975.38,213749564091975.38,596.2,19260817.0,0.502041,0.542977,0.542977
100.0,3.0,0.85,0.4,0.0001,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.532016,0.542408,0.542408,0.532291,0.526156,0.526156,471495703424444.0,519708500985742.8,519708500985742.8,16.77,19260817.0,0.534014,0.534591,0.534591
100.0,3.0,0.4,0.85,0.0001,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.082602,0.087436,0.087436,0.745267,0.743031,0.743031,26892967357752.37,27925309426794.47,27925309426794.47,18.94,19260817.0,0.5161,0.584906,0.584906
100.0,3.0,0.85,0.4,0.1,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.024686,0.025777,0.025777,0.768432,0.767723,0.767723,6737138576920.405,6847789693702.616,6847789693702.616,31.17,19260817.0,0.514739,0.552411,0.552411
100.0,3.0,0.85,0.85,0.1,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.415634,0.441629,0.441629,0.594807,0.581215,0.581215,209092193948230.8,214734624533976.03,214734624533976.03,14.83,19260817.0,0.502041,0.542977,0.542977
25.0,12.0,0.7,0.7,0.01,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.473146,0.498028,0.498028,0.564779,0.55108,0.55108,286699096376049.25,289791081585978.44,289791081585978.44,43.32,19260817.0,0.507256,0.574423,0.574423
100.0,12.0,0.7,0.7,0.01,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.473146,0.498028,0.498028,0.564779,0.55108,0.55108,286573550147285.6,289666387159907.44,289666387159907.44,173.5,19260817.0,0.507256,0.574423,0.574423
