n_estimators,max_depth,subsample,colsample_bytree,gamma,eta,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,n_jobs,Train Brownlow Metric,Val Brownlow Metric,Test Brownlow Metric
20.0,24.0,0.4,0.4,0.1,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-0.409207,-0.410186,-0.410186,0.923678,0.923663,0.923663,1951863855997460.0,1952122195848515.2,1952122195848515.2,68.27,19260817.0,2.0,0.235374,0.21174,0.21174
100.0,3.0,0.85,0.85,0.1,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.88,19260817.0,2.0,0.0,0.0,0.0
20.0,3.0,0.4,0.4,0.1,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,-0.410264,-0.410482,-0.410482,0.924024,0.92376,0.92376,1951783819486698.5,1952000947823971.2,1952000947823971.2,7.05,19260817.0,2.0,0.235374,0.21174,0.21174
20.0,24.0,0.85,0.85,1e-08,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-0.409812,-0.409997,-0.409997,0.923877,0.923601,0.923601,1951778133827096.8,1951998478532548.8,1951998478532548.8,9.75,19260817.0,2.0,0.235374,0.21174,0.21174
100.0,3.0,0.4,0.4,0.1,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,-0.399272,-0.399029,-0.399029,0.920416,0.920002,0.920002,1936240196003822.0,1936454975069127.2,1936454975069127.2,17.36,19260817.0,2.0,0.235374,0.21174,0.21174
20.0,24.0,0.4,0.4,1e-08,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-4.344447557616703e+37,-4.347601677024902e+37,-4.347601677024902e+37,5.12862069002765e+18,5.128614896191648e+18,5.128614896191648e+18,2.005997573796776e+34,2.00622023620364e+34,2.00622023620364e+34,48.45,19260817.0,2.0,0.235374,0.21174,0.21174
20.0,3.0,0.4,0.4,1e-08,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,-0.410243,-0.410439,-0.410439,0.924018,0.923745,0.923745,1951793836739687.2,1952015401273674.5,1952015401273674.5,2.46,19260817.0,2.0,0.235374,0.21174,0.21174
20.0,3.0,0.4,0.85,0.1,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,-6.058074330242598e+37,-6.0624850237271415e+37,-6.0624850237271415e+37,6.056205444700359e+18,6.056204827078495e+18,6.056204827078495e+18,2.368807490326494e+34,2.369072496219084e+34,2.369072496219084e+34,8.35,19260817.0,2.0,0.235374,0.21174,0.21174
100.0,24.0,0.85,0.85,0.1,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.01,19260817.0,2.0,0.0,0.0,0.0
20.0,24.0,0.4,0.4,0.1,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,-0.40937,-0.410268,-0.410268,0.923732,0.92369,0.92369,1951858538187074.0,1952138344094168.8,1952138344094168.8,42.68,19260817.0,2.0,0.235374,0.21174,0.21174
100.0,192.0,0.85,0.85,1e-08,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.96,19260817.0,2.0,0.0,0.0,0.0
20.0,24.0,0.85,0.4,1e-08,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,-0.409912,-0.410174,-0.410174,0.923909,0.923659,0.923659,1951777960036571.2,1952002452477055.5,1952002452477055.5,14.45,19260817.0,2.0,0.235374,0.21174,0.21174
20.0,3.0,0.4,0.4,0.1,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-0.410187,-0.410399,-0.410399,0.923999,0.923732,0.923732,1951792192894634.5,1952006776657946.5,1952006776657946.5,8.58,19260817.0,2.0,0.235374,0.21174,0.21174
100.0,3.0,0.85,0.4,0.1,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-0.398932,-0.3988,-0.3988,0.920305,0.919926,0.919926,1936252610908140.0,1936463592807468.8,1936463592807468.8,33.29,19260817.0,2.0,0.235374,0.21174,0.21174
20.0,192.0,0.85,0.4,0.1,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,-0.409912,-0.410173,-0.410173,0.923909,0.923658,0.923658,1951777533507364.0,1952002020424120.0,1952002020424120.0,14.47,19260817.0,2.0,0.235374,0.21174,0.21174
20.0,3.0,0.4,0.85,0.1,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-6.08030152002984e+37,-6.084729571643607e+37,-6.084729571643607e+37,6.067305438905266e+18,6.067305406074299e+18,6.067305406074299e+18,2.3731485272846e+34,2.373414187856516e+34,2.373414187856516e+34,1.7,19260817.0,2.0,0.235374,0.21174,0.21174
20.0,24.0,0.4,0.85,1e-08,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,-0.408671,-0.40963,-0.40963,0.923503,0.923481,0.923481,1951831567444562.5,1952087683071058.5,1952087683071058.5,63.64,19260817.0,2.0,0.235374,0.21174,0.21174
20.0,3.0,0.4,0.4,1e-08,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,-0.409991,-0.410204,-0.410204,0.923935,0.923669,0.923669,1951795017467236.8,1952013793649860.8,1952013793649860.8,7.23,19260817.0,2.0,0.235374,0.21174,0.21174
100.0,3.0,0.4,0.85,1e-08,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.66,19260817.0,2.0,0.0,0.0,0.0
100.0,3.0,0.4,0.4,1e-08,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,-0.399272,-0.399029,-0.399029,0.920416,0.920002,0.920002,1936240196003822.0,1936454975069127.2,1936454975069127.2,15.63,19260817.0,2.0,0.235374,0.21174,0.21174
20.0,24.0,0.85,0.85,0.1,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,-0.408744,-0.409654,-0.409654,0.923527,0.923489,0.923489,1951761583337132.0,1952072085585172.8,1952072085585172.8,30.29,19260817.0,2.0,0.235374,0.21174,0.21174
100.0,192.0,0.85,0.85,1e-08,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.86,19260817.0,2.0,0.0,0.0,0.0
100.0,192.0,0.85,0.4,0.1,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,-0.391723,-0.397916,-0.397916,0.91793,0.919636,0.919636,1936432365868568.5,1937357301473338.5,1937357301473338.5,377.06,19260817.0,2.0,0.235374,0.21174,0.21174
100.0,3.0,0.85,0.85,1e-08,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-0.397862,-0.397668,-0.397668,0.919952,0.919554,0.919554,1936225961984507.2,1936440064223132.0,1936440064223132.0,9.14,19260817.0,2.0,0.235374,0.21174,0.21174
20.0,3.0,0.4,0.85,1e-08,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,-0.409654,-0.409863,-0.409863,0.923825,0.923557,0.923557,1951801031788270.0,1952023923501878.0,1952023923501878.0,5.56,19260817.0,2.0,0.235374,0.21174,0.21174
100.0,192.0,0.4,0.85,1e-08,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,-0.390588,-0.394712,-0.394712,0.917556,0.918581,0.918581,1936541776257028.0,1936975462594740.5,1936975462594740.5,607.0,19260817.0,2.0,0.235374,0.21174,0.21174
100.0,24.0,0.4,0.85,1e-08,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.32,19260817.0,2.0,0.0,0.0,0.0
100.0,3.0,0.85,0.85,0.1,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,-0.396539,-0.396352,-0.396352,0.919517,0.919121,0.919121,1936241538568938.0,1936458703448120.8,1936458703448120.8,39.94,19260817.0,2.0,0.235374,0.21174,0.21174
100.0,24.0,0.4,0.85,0.1,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,-0.390847,-0.394877,-0.394877,0.917641,0.918635,0.918635,1936472136503856.0,1936839130654384.0,1936839130654384.0,560.86,19260817.0,2.0,0.235374,0.21174,0.21174
100.0,24.0,0.4,0.85,0.1,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,-0.391345,-0.395258,-0.395258,0.917806,0.918761,0.918761,1936482381021336.5,1936849062127074.5,1936849062127074.5,471.43,19260817.0,2.0,0.235374,0.21174,0.21174
20.0,192.0,0.85,0.4,0.1,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,-6.02903078645222e+37,-6.033421558345676e+37,-6.033421558345676e+37,6.041670711210257e+18,6.041670707957604e+18,6.041670707957604e+18,2.3631218122212126e+34,2.363386360423913e+34,2.363386360423913e+34,9.25,19260817.0,2.0,0.235374,0.21174,0.21174
20.0,24.0,0.4,0.85,0.1,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,-4.654527439181439e+37,-4.657900412089092e+37,-4.657900412089092e+37,5.308491153253485e+18,5.308481584428231e+18,5.308481584428231e+18,2.0763593228852936e+34,2.076588299962297e+34,2.076588299962297e+34,91.17,19260817.0,2.0,0.235374,0.21174,0.21174
20.0,192.0,0.85,0.85,1e-08,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,-4.753177391964969e+37,-4.756640324956938e+37,-4.756640324956938e+37,5.364451360273749e+18,5.364452106735059e+18,5.364452106735059e+18,2.0982349800117645e+34,2.0984701917767385e+34,2.0984701917767385e+34,46.98,19260817.0,2.0,0.235374,0.21174,0.21174
20.0,192.0,0.85,0.4,0.1,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,-4.468872402086776e+37,-4.472127457741882e+37,-4.472127457741882e+37,5.201544014872751e+18,5.201544304478498e+18,5.201544304478498e+18,2.034516823325776e+34,2.0347446875705613e+34,2.0347446875705613e+34,44.19,19260817.0,2.0,0.235374,0.21174,0.21174
100.0,3.0,0.85,0.85,0.1,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62,19260817.0,2.0,0.0,0.0,0.0
100.0,3.0,0.4,0.4,0.1,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.98,19260817.0,2.0,0.0,0.0,0.0
100.0,24.0,0.85,0.4,0.1,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,-0.391324,-0.397125,-0.397125,0.917799,0.919375,0.919375,1936447696205422.5,1936964130077574.0,1936964130077574.0,321.43,19260817.0,2.0,0.235374,0.21174,0.21174
100.0,192.0,0.4,0.4,1e-08,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-0.399615,-0.399331,-0.399331,0.920529,0.920101,0.920101,1936226065683359.5,1936443066789904.8,1936443066789904.8,20.6,19260817.0,2.0,0.235374,0.21174,0.21174
20.0,192.0,0.4,0.85,0.1,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,-3.6854141941126806e+37,-3.688083826710771e+37,-3.688083826710771e+37,4.723636312826385e+18,4.723627120759263e+18,4.723627120759263e+18,1.8476097514490008e+34,1.8478136877256616e+34,1.8478136877256616e+34,98.13,19260817.0,2.0,0.235374,0.21174,0.21174
20.0,192.0,0.4,0.4,0.1,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,-0.409312,-0.410298,-0.410298,0.923713,0.9237,0.9237,1951899709698812.8,1952202290079175.2,1952202290079175.2,69.5,19260817.0,2.0,0.235374,0.21174,0.21174
100.0,24.0,0.4,0.85,0.1,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.18,19260817.0,2.0,0.0,0.0,0.0
100.0,3.0,0.85,0.85,1e-08,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,-0.395933,-0.39574,-0.39574,0.919317,0.91892,0.91892,1936239599302384.8,1936454775256523.2,1936454775256523.2,46.73,19260817.0,2.0,0.235374,0.21174,0.21174
100.0,192.0,0.4,0.4,1e-08,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,-0.396596,-0.398016,-0.398016,0.919536,0.919668,0.919668,1936395353100932.8,1936835337353542.0,1936835337353542.0,160.3,19260817.0,2.0,0.235374,0.21174,0.21174
