n_estimators,max_depth,subsample,colsample_bytree,gamma,eta,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,n_jobs,Train Brownlow Metric,Val Brownlow Metric,Test Brownlow Metric
100.0,192.0,0.85,0.85,0.1,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,-0.388425,-0.394594,-0.394594,0.916842,0.918542,0.918542,1936432919952340.8,1936970786257316.5,1936970786257316.5,740.3,19260817.0,2.0,0.235374,0.21174,0.21174
100.0,3.0,0.85,0.85,0.1,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-0.395873,-0.395684,-0.395684,0.919298,0.918901,0.918901,1936231884662883.2,1936445501050007.2,1936445501050007.2,53.5,19260817.0,2.0,0.235374,0.21174,0.21174
100.0,3.0,0.4,0.4,0.1,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.89,19260817.0,2.0,0.0,0.0,0.0
100.0,3.0,0.85,0.4,0.1,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,-0.398899,-0.398671,-0.398671,0.920294,0.919884,0.919884,1936233065446280.8,1936447279223360.8,1936447279223360.8,22.31,19260817.0,2.0,0.235374,0.21174,0.21174
100.0,192.0,0.4,0.4,1e-08,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,-0.393407,-0.397388,-0.397388,0.918485,0.919462,0.919462,1936769999412498.0,1937265294004916.8,1937265294004916.8,473.03,19260817.0,2.0,0.235374,0.21174,0.21174
100.0,3.0,0.4,0.85,0.1,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.09,19260817.0,2.0,0.0,0.0,0.0
100.0,24.0,0.85,0.85,0.1,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.4,19260817.0,2.0,0.0,0.0,0.0
100.0,24.0,0.85,0.4,1e-08,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,-0.394055,-0.398134,-0.398134,0.918699,0.919707,0.919707,1936309215641271.2,1936990975314206.5,1936990975314206.5,187.11,19260817.0,2.0,0.235374,0.21174,0.21174
100.0,24.0,0.85,0.85,0.1,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-0.388902,-0.394698,-0.394698,0.917,0.918576,0.918576,1936396231370088.8,1936813761775007.5,1936813761775007.5,665.89,19260817.0,2.0,0.235374,0.21174,0.21174
20.0,192.0,0.4,0.85,1e-08,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,-0.408508,-0.409627,-0.409627,0.923449,0.92348,0.92348,1951845132373932.0,1952108751839744.8,1952108751839744.8,200.36,19260817.0,2.0,0.235374,0.21174,0.21174
100.0,24.0,0.4,0.4,0.1,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.6,19260817.0,2.0,0.0,0.0,0.0
100.0,3.0,0.4,0.85,1e-08,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,-0.396332,-0.396148,-0.396148,0.919449,0.919054,0.919054,1936262593195538.0,1936478944196710.5,1936478944196710.5,28.5,19260817.0,2.0,0.235374,0.21174,0.21174
20.0,3.0,0.85,0.4,0.1,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-0.410421,-0.410603,-0.410603,0.924076,0.923799,0.923799,1951783941064643.5,1952003981990530.5,1952003981990530.5,3.52,19260817.0,2.0,0.235374,0.21174,0.21174
100.0,192.0,0.85,0.85,1e-08,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,-0.389399,-0.394929,-0.394929,0.917164,0.918653,0.918653,1936387867252162.0,1937024478999611.2,1937024478999611.2,426.95,19260817.0,2.0,0.235374,0.21174,0.21174
100.0,3.0,0.85,0.4,1e-08,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.34,19260817.0,2.0,0.0,0.0,0.0
20.0,192.0,0.4,0.4,1e-08,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-6.067651732382999e+37,-6.072070637352556e+37,-6.072070637352556e+37,6.060990777905906e+18,6.060990777905906e+18,6.060990777905906e+18,2.370678605495281e+34,2.370944000880504e+34,2.370944000880504e+34,1.62,19260817.0,2.0,0.235374,0.21174,0.21174
100.0,24.0,0.4,0.85,1e-08,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.78,19260817.0,2.0,0.0,0.0,0.0
20.0,24.0,0.4,0.4,1e-08,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,-5.959223097095219e+37,-5.963563043087029e+37,-5.963563043087029e+37,6.006591853677455e+18,6.006591857018754e+18,6.006591857018754e+18,2.349401168836008e+34,2.3496641835851456e+34,2.3496641835851456e+34,9.24,19260817.0,2.0,0.235374,0.21174,0.21174
100.0,24.0,0.4,0.85,0.1,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.39,19260817.0,2.0,0.0,0.0,0.0
20.0,192.0,0.85,0.85,1e-08,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,-0.408181,-0.40951,-0.40951,0.923342,0.923441,0.923441,1951808094008564.0,1952108430442036.8,1952108430442036.8,97.56,19260817.0,2.0,0.235374,0.21174,0.21174
100.0,3.0,0.4,0.85,0.1,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.75,19260817.0,2.0,0.0,0.0,0.0
100.0,3.0,0.85,0.85,1e-08,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.99,19260817.0,2.0,0.0,0.0,0.0
20.0,192.0,0.4,0.4,0.1,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-0.41036,-0.410536,-0.410536,0.924056,0.923777,0.923777,1951776659940188.8,1951995142698296.8,1951995142698296.8,7.72,19260817.0,2.0,0.235374,0.21174,0.21174
20.0,3.0,0.85,0.85,0.1,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,-0.409717,-0.409923,-0.409923,0.923845,0.923577,0.923577,1951759992796806.5,1951974811868056.8,1951974811868056.8,3.13,19260817.0,2.0,0.235374,0.21174,0.21174
100.0,3.0,0.85,0.4,0.1,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.38,19260817.0,2.0,0.0,0.0,0.0
100.0,192.0,0.4,0.4,0.1,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.85,19260817.0,2.0,0.0,0.0,0.0
20.0,24.0,0.85,0.85,0.1,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-6.056482625312354e+37,-6.060893425820938e+37,-6.060893425820938e+37,6.055409785485209e+18,6.055409800319042e+18,6.055409800319042e+18,2.3684956312098943e+34,2.368760783142922e+34,2.368760783142922e+34,7.97,19260817.0,2.0,0.235374,0.21174,0.21174
20.0,3.0,0.4,0.4,1e-08,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-0.410187,-0.410399,-0.410399,0.923999,0.923732,0.923732,1951792192894634.5,1952006776657946.5,1952006776657946.5,9.67,19260817.0,2.0,0.235374,0.21174,0.21174
100.0,24.0,0.85,0.85,1e-08,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-0.396958,-0.396698,-0.396698,0.919655,0.919235,0.919235,1936227146491130.0,1936452943414042.5,1936452943414042.5,52.85,19260817.0,2.0,0.235374,0.21174,0.21174
20.0,3.0,0.85,0.85,0.1,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,-0.409537,-0.409739,-0.409739,0.923786,0.923516,0.923516,1951783107950584.0,1951995699093538.8,1951995699093538.8,7.01,19260817.0,2.0,0.235374,0.21174,0.21174
100.0,24.0,0.4,0.4,1e-08,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.65,19260817.0,2.0,0.0,0.0,0.0
100.0,24.0,0.85,0.4,1e-08,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,-0.392669,-0.397728,-0.397728,0.918242,0.919574,0.919574,1936382369517519.5,1937012990086024.8,1937012990086024.8,239.91,19260817.0,2.0,0.235374,0.21174,0.21174
20.0,3.0,0.4,0.4,1e-08,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,-6.040986742248967e+37,-6.045386235983909e+37,-6.045386235983909e+37,6.047658255049544e+18,6.04765825912564e+18,6.04765825912564e+18,2.3654637581047484e+34,2.365728571585988e+34,2.365728571585988e+34,2.23,19260817.0,2.0,0.235374,0.21174,0.21174
20.0,24.0,0.4,0.4,1e-08,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,-0.409935,-0.410185,-0.410185,0.923917,0.923662,0.923662,1951778151422436.0,1952003236122846.8,1952003236122846.8,14.59,19260817.0,2.0,0.235374,0.21174,0.21174
100.0,24.0,0.4,0.4,0.1,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-0.394084,-0.397724,-0.397724,0.918709,0.919572,0.919572,1936642222695795.2,1937060205251024.8,1937060205251024.8,357.77,19260817.0,2.0,0.235374,0.21174,0.21174
20.0,192.0,0.85,0.4,0.1,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-4.249350907918994e+37,-4.252446519876648e+37,-4.252446519876648e+37,5.072179315090724e+18,5.072179867220974e+18,5.072179867220974e+18,1.983917189784952e+34,1.9841395164623533e+34,1.9841395164623533e+34,74.09,19260817.0,2.0,0.235374,0.21174,0.21174
20.0,24.0,0.85,0.85,0.1,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,-5.623396611751559e+37,-5.627492116874378e+37,-5.627492116874378e+37,5.834889796328348e+18,5.834889868399672e+18,5.834889868399672e+18,2.282241613253947e+34,2.282497161139768e+34,2.282497161139768e+34,20.98,19260817.0,2.0,0.235374,0.21174,0.21174
100.0,3.0,0.4,0.85,0.1,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,19260817.0,2.0,0.0,0.0,0.0
100.0,3.0,0.4,0.4,0.1,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,-0.399285,-0.399083,-0.399083,0.920421,0.920019,0.920019,1936244742785196.8,1936460408614176.0,1936460408614176.0,19.83,19260817.0,2.0,0.235374,0.21174,0.21174
20.0,192.0,0.4,0.85,1e-08,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,-0.408636,-0.40973,-0.40973,0.923491,0.923513,0.923513,1951854409516751.2,1952108546023260.0,1952108546023260.0,175.03,19260817.0,2.0,0.235374,0.21174,0.21174
20.0,192.0,0.4,0.4,0.1,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,-0.409729,-0.41025,-0.41025,0.923849,0.923684,0.923684,1951810257855500.8,1952075013159408.8,1952075013159408.8,32.19,19260817.0,2.0,0.235374,0.21174,0.21174
20.0,24.0,0.85,0.85,0.1,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,-4.906415299007275e+37,-4.90998983010785e+37,-4.90998983010785e+37,5.45023782489774e+18,5.450238559125728e+18,5.450238559125728e+18,2.131789178007826e+34,2.1320281941247904e+34,2.1320281941247904e+34,93.1,19260817.0,2.0,0.235374,0.21174,0.21174
100.0,24.0,0.4,0.85,1e-08,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.27,19260817.0,2.0,0.0,0.0,0.0
100.0,192.0,0.85,0.85,0.1,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.66,19260817.0,2.0,0.0,0.0,0.0
100.0,3.0,0.4,0.85,1e-08,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-0.395849,-0.395671,-0.395671,0.91929,0.918897,0.918897,1936237780929495.2,1936457338279828.8,1936457338279828.8,58.21,19260817.0,2.0,0.235374,0.21174,0.21174
100.0,24.0,0.85,0.85,1e-08,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.49,19260817.0,2.0,0.0,0.0,0.0
100.0,24.0,0.85,0.4,1e-08,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,19260817.0,2.0,0.0,0.0,0.0
